"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal"
"101","Puja stotram [17th Century AD]","

        Puja stotram, palm leaf manuscript, 28 leaves. Subject: Stotra.

                  
            
              
              View images from this file (56)
            
          
              ","EAP208/4/29","56 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"102","Kalash vidhi [17th Century AD]","

        Kalash vidhi , palm leaf manuscript, 38 leaves. Subject: Tantra.

                  
            
              
              View images from this file (75)
            
          
              ","EAP208/4/30","75 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"103","Ācharasamgraha [17th Century AD]","

        Ācāryasamgraha , palm leaf manuscript, 34 leaves. Subject: unknown.

                  
            
              
              View images from this file (67)
            
          
              ","EAP208/4/31","67 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"104","Shishupala vadha [17th Century AD]","

        Shishupala vadha , palm leaf manuscript, 100 leaves. Subject: Kavya.

                  
            
              
              View images from this file (200)
            
          
              ","EAP208/4/32","200 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"105","Uttara Rama caritra [17th Century AD]","

        Uttara Rama caritra , palm leaf manuscript, 52 leaves. Subject: Purana.

                  
            
              
              View images from this file (104)
            
          
              ","EAP208/4/33","104 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"106","Āyurveda+Mantrā [17th Century AD]","

        Āyurveda+Mantra , palm leaf manuscript, 115 leaves. Subject: Āyurveda.

                  
            
              
              View images from this file (230)
            
          
              ","EAP208/5/1","230 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"107","Poora kali [17th Century AD]","

        Poora kali, palm leaf manuscript, 122 leaves. Subject: Mantra.

                  
            
              
              View images from this file (244)
            
          
              ","EAP208/5/2","244 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"108","Poora kali Natakam [17th Century AD]","

        Poora kali Natakam, palm leaf manuscript, 144 leaves. Subject: Mantra.

                  
            
              
              View images from this file (288)
            
          
              ","EAP208/5/3","288 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"109","Poorakali Nadakam Yogi Edawars [17th Century AD]","

        Poorakali Nadakam Yogi Edaswars, palm leaf manuscript, 103 leaves. Subject: Mantra.

                  
            
              
              View images from this file (205)
            
          
              ","EAP208/5/4","205 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"110","Poora kali Ramayana [17th Century AD]","

        Poora kali Ramayana, palm leaf manuscript, 136 leaves. Subject: Mantra.

                  
            
              
              View images from this file (272)
            
          
              ","EAP208/5/5","272 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"111","Poora mala Poora kali [17th Century AD]","

        Poora mala Poora kali, palm leaf manuscript, 109 leaves. Subject: Mantra.

                  
            
              
              View images from this file (218)
            
          
              ","EAP208/5/6","218 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"112","Shaiva kootha [17th Century AD]","

        Shaiva kootha, palm leaf manuscript, 126 leaves. Subject: Kavya.

                  
            
              
              View images from this file (252)
            
          
              ","EAP208/5/7","252 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"113","Ayurveda [17th Century AD]","

        Ayurveda, palm leaf manuscript, 173 leaves. Subject: Ayurveda.

                  
            
              
              View images from this file (345)
            
          
              ","EAP208/5/8","345 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"114","Ayurveda [17th Century AD]","

        Ayurveda, palm leaf manuscript, 155 leaves. Subject: Ayurveda.

                  
            
              
              View images from this file (309)
            
          
              ","EAP208/5/9","309 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"115","Āyurveda+Mantrā [17th Century AD]","

        Āyurveda+Mantra , palm leaf manuscript, 155 leaves. Subject: Āyurveda.

                  
            
              
              View images from this file (309)
            
          
              ","EAP208/5/10","310 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"116","Āyurveda+Mantrā [17th Century AD]","

        Āyurveda+Mantra , palm leaf manuscript, 144 leaves. Subject: Āyurveda.

                  
            
              
              View images from this file (187)
            
          
              ","EAP208/5/11","187 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"117","Devi Mahatmyam (Markandeya Puranam) [17th Century AD]","

        Devi Mahatmyam (Markandeya Puranam), palm leaf manuscript, 142 leaves. Subject: Kāvya.

                  
            
              
              View images from this file (165)
            
          
              ","EAP208/5/12","183 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"118","Grantha Lipi [17th Century AD]","

        Grantha Lipi, palm leaf manuscript, 144 leaves. Subject: Grantha.

              ","EAP208/5/13","188 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"119","Lakshana Grantham [17th Century AD]","

        Lakshana Grantham, palm leaf manuscript, 53 leaves. Subject: Grantha.

                  
            
              
              View images from this file (106)
            
          
              ","EAP208/5/14","106 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"120","Nāma Linganu Sāsanam [17th Century AD]","

        Nāma Linganu Sāsanam, palm leaf manuscript, 93 leaves. Subject: Mantra.

                  
            
              
              View images from this file (185)
            
          
              ","EAP208/5/15","185 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"121","Puja Mantrām Poorakali [17th Century AD]","

        Puja Mantram + Poorakali, palm leaf manuscript, 66 leaves. Subject: Mantra.

                  
            
              
              View images from this file (82)
            
          
              ","EAP208/5/16","132 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"122","Poora Mala+ Mantrām [17th Century AD]","

        Poora Mala + Mantram, palm leaf manuscript, 99 leaves. Subject: Mantra.

                  
            
              
              View images from this file (197)
            
          
              ","EAP208/5/17","197 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"123","Poora kali Pattukal [17th Century AD]","

        Poora kali Pattukal, palm leaf manuscript, 82 leaves. Subject: Mantra.

                  
            
              
              View images from this file (164)
            
          
              ","EAP208/5/18","164 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"124","Poora kali Natakam Shaiva kooth [17th Century AD]","

        Poora kali Natakam Shaiva kooth, palm leaf manuscript, 62 leaves. Subject: Mantra.

                  
            
              
              View images from this file (123)
            
          
              ","EAP208/5/19","123 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"125","Poora kali Natakam Yogi [17th Century AD]","

        Poora kali Natakam Yogi, palm leaf manuscript, 72 leaves. Subject: Mantra.

                  
            
              
              View images from this file (146)
            
          
              ","EAP208/5/20","144 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"126","Poorakalirāmāyaṇa [17th Century AD]","

        Poorakali Rāmāyaṇa , palm leaf manuscript, 120 leaves. Subject: Mantra.

                  
            
              
              View images from this file (239)
            
          
              ","EAP208/5/21","239 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"127","Poora kali Stuthi kal [17th Century AD]","

        Poora kali Stuthi kal, palm leaf manuscript, 119 leaves. Subject: Mantra.

                  
            
              
              View images from this file (238)
            
          
              ","EAP208/5/22","238 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"128","Poora kali Pattukal [17th Century AD]","

        Poora kali Pattukal, palm leaf manuscript, 69 leaves. Subject: Mantra.

                  
            
              
              View images from this file (238)
            
          
              ","EAP208/5/23","137 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"129","Mantra [17th Century AD]","

        Mantra, palm leaf manuscript, 61 leaves. Subject: Mantra.

                  
            
              
              View images from this file (132)
            
          
              ","EAP208/5/24","121 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"130","Ayurveda [17th Century AD]","

        Ayurveda, palm leaf manuscript, 14 leaves. Subject: Ayurveda.

                  
            
              
              View images from this file (121)
            
          
              ","EAP208/5/25","28 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"131","Mantra [17th Century AD]","

        Mantra , palm leaf manuscript, 41 leaves. Subject: Mantra.

                  
            
              
              View images from this file (28)
            
          
              ","EAP208/5/26","81 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"132","Nāma Linganu Sāsanam [17th Century AD]","

        Nāma Linganu Sāsanam, palm leaf manuscript, 35 leaves. Subject: Mantra.

                  
            
              
              View images from this file (81)
            
          
              ","EAP208/5/27","70 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"133","Poorakali Rāmāyaṇa [17th Century AD]","

        Poorakali Rāmāyaṇa , palm leaf manuscript, 33 leaves. Subject: Mantra.

                  
            
              
              View images from this file (70)
            
          
              ","EAP208/5/28","66 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"134","Poorakali Tho Zhunna Pattu [17th Century AD]","

        Poorakali Tho Zhunna Pattu, palm leaf manuscript, 93 leaves. Subject: Mantra.

                  
            
              
              View images from this file (66)
            
          
              ","EAP208/5/29","186 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"135","Shiva Yogi [17th Century AD]","

        Shiva Yogi, palm leaf manuscript, 81 leaves. Subject: Mantra.

                  
            
              
              View images from this file (186)
            
          
              ","EAP208/5/30","162 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"136","Ayurveda [17th Century AD]","

        Ayurveda, palm leaf manuscript, 124 leaves. Subject: Ayurveda.

                  
            
              
              View images from this file (161)
            
          
              ","EAP208/5/31","248 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"137","Mantra [17th Century AD]","

        Mantra , palm leaf manuscript, 46 leaves. Subject: Mantra.

                  
            
              
              View images from this file (248)
            
          
              ","EAP208/5/32","91 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"138","Mantra [17th Century AD]","

        Mantra , palm leaf manuscript, 44 leaves. Subject: Mantra.

                  
            
              
              View images from this file (91)
            
          
              ","EAP208/5/33","88 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"139","Mantra [17th Century AD]","

        Mantra , palm leaf manuscript, 32 leaves. Subject: Mantra.

                  
            
              
              View images from this file (88)
            
          
              ","EAP208/5/34","63 TIFF Images","Manuscript","File","Sanskrit","Grantha","17th Century AD","Access is for research purposes only."
"140","Poora kali Pattukal [17th Century AD]","

        Poora kali Pattukal, palm leaf manuscript, 25 leaves. Subject: Mantra.

                  
            
              
              View images from this file (63)
            
          
              ","EAP208/5/35","50 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"141","Poora kali Shiva Puranam [17th Century AD]","

        Poora kali Shiva Puranam, palm leaf manuscript, 40 leaves. Subject: Purana.

                  
            
              
              View images from this file (137)
            
          
              ","EAP208/5/36","79 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"142","Raghu Veera Vritham [17th Century AD]","

        Raghu Veera Vritham, palm leaf manuscript, 22 leaves. Subject: Mantra.

                  
            
              
              View images from this file (79)
            
          
              ","EAP208/5/37","44 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"143","Bharatham Kali Pattu [16th Century AD]","

        Bharatham Kali Pattu, palm leaf manuscript, 276 leaves. Subject: Mantra.

                  
            
              
              View images from this file (552)
            
          
              ","EAP208/6/1","552 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"144","Poorakali Rāmāyaṇa [16th Century AD]","

        Poorakali Rāmāyaṇa , palm leaf manuscript, 122 leaves. Subject: Sastra.

                  
            
              
              View images from this file (244)
            
          
              ","EAP208/6/2","244 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"145","Poornandha Lahari [16th Century AD]","

        Poornandha Lahari, palm leaf manuscript, 80 leaves. Subject: Purāṇa.

                  
            
              
              View images from this file (80)
            
          
              ","EAP208/6/3","80 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"146","Ramayana [16th Century AD]","

        Ramayana, palm leaf manuscript, 99 leaves. Subject: Shastra.

                  
            
              
              View images from this file (100)
            
          
              ","EAP208/6/4","198 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"147","Stotram + Namalinganu Sasanam [16th Century AD]","

        Stotram + Namalinganu Sasanam, palm leaf manuscript, 47 leaves. Subject: Stotra.

                  
            
              
              View images from this file (93)
            
          
              ","EAP208/6/5","93 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"148","Stotra + Puranam [16th Century AD]","

        Stotra + Puranam, palm leaf manuscript, 71 leaves. Subject: Stotra.

                  
            
              
              View images from this file (142)
            
          
              ","EAP208/6/6","142 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"149","Thol Pava Kooth [16th Century AD]","

        Thol Pava Kooth, palm leaf manuscript, 55 leaves. Subject: Mantra.

                  
            
              
              View images from this file (110)
            
          
              ","EAP208/6/7","110 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"150","Grahya Vaidhyam [16th Century AD]","

        Grahya Vaidhyam, palm leaf manuscript, 46 leaves. Subject: Mantra.

                  
            
              
              View images from this file (92)
            
          
              ","EAP208/7/1","92 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"151","Grahya Vaidhyam + Mantras [16th Century AD]","

        Grahya Vaidhyam + Mantras, palm leaf manuscript, 36 leaves. Subject: Mantra.

                  
            
              
              View images from this file (171)
            
          
              ","EAP208/7/2","71 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"152","Mantram [16th Century AD]","

        Mantram, palm leaf manuscript, 70 leaves. Subject: Mantra.

                  
            
              
              View images from this file (50)
            
          
              ","EAP208/7/3","140 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"153","Āyurveda+Mantrā [16th Century AD]","

        Āyurveda + Mantra, palm leaf manuscript, 70 leaves. Subject: Mantra.

                  
            
              
              View images from this file (140)
            
          
              ","EAP208/7/4","140 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"154","Āyurveda+Mantrā [17th Century AD]","

        Āyurveda + Mantra, palm leaf manuscript, 115 leaves. Subject: Mantra.

                  
            
              
              View images from this file (230)
            
          
              ","EAP208/7/5","230 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"155","Shiva Brahaman Natakam [17th Century AD]","

        Shiva Brahaman Natakam, palm leaf manuscript, 43 leaves. Subject: Mantra.

                  
            
              
              View images from this file (85)
            
          
              ","EAP208/7/6","85 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"156","Shiva Brahaman Natakam [17th Century AD]","

        Shiva Brahaman Natakam, palm leaf manuscript, 106 leaves. Subject: Mantra.

                  
            
              
              View images from this file (212)
            
          
              ","EAP208/7/7","212 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"157","Palliyara Shastram [17th Century AD]","

        Palliyara Shastram, palm leaf manuscript, 8 leaves. Subject: Sastra.

                  
            
              
              View images from this file (15)
            
          
              ","EAP208/7/8","16 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"158","Rasi Kramam [17th Century AD]","

        Rasi Kramam, palm leaf manuscript, 14 leaves. Subject: Sastra.

                  
            
              
              View images from this file (27)
            
          
              ","EAP208/7/9","28 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"159","Shiva Brahman Natakam [17th Century AD]","

        Shiva Brahman Natakam, palm leaf manuscript, 76 leaves. Subject: Mantra.

                  
            
              
              View images from this file (76)
            
          
              ","EAP208/7/10","76 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"160","Yogi Shastram [17th Century AD]","

        Yogi Shastram, palm leaf manuscript, 16 leaves. Subject: Shastra.

                  
            
              
              View images from this file (31)
            
          
              ","EAP208/7/11","32 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"161","Ayurveda [17th Century AD]","

        Ayurveda , palm leaf manuscript, 106 leaves. Subject: Veda.

                  
            
              
              View images from this file (212)
            
          
              ","EAP208/8/1","212 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"162","Guru gita [17th Century AD]","

        Guru gita, palm leaf manuscript, 39 leaves. Subject: Purana.

                  
            
              
              View images from this file (78)
            
          
              ","EAP208/8/2","78 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"163","Mantra [17th Century AD]","

        Mantra, palm leaf manuscript, 106 leaves. Subject: Mantra.

                  
            
              
              View images from this file (212)
            
          
              ","EAP208/8/3","212 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"164","Mantra+ Āyurveda [17th Century AD]","

        Mantra + Āyurveda, palm leaf manuscript, 65 leaves. Subject: Mantra.

                  
            
              
              View images from this file (129)
            
          
              ","EAP208/8/4","129 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"165","Mantra [17th Century AD]","

        Mantra, palm leaf manuscript, 147 leaves. Subject: Mantra.

                  
            
              
              View images from this file (294)
            
          
              ","EAP208/8/5","294 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"166","Mantra+ Āyurveda [17th Century AD]","

        Mantra + Āyurveda, palm leaf manuscript, 77 leaves. Subject: Ayurveda.

                  
            
              
              View images from this file (154)
            
          
              ","EAP208/8/6","154 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"167","Mantra [17th Century AD]","

        Mantra, palm leaf manuscript, 20 leaves. Subject: Mantra.

                  
            
              
              View images from this file (40)
            
          
              ","EAP208/8/7","40 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"168","Mantra+ Āyurveda [17th Century AD]","

        Mantra + Āyurveda, palm leaf manuscript, 30 leaves. Subject: Mantra.

                  
            
              
              View images from this file (60)
            
          
              ","EAP208/8/8","60 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"169","Mantra+ Āyurveda [17th Century AD]","

        Mantra + Āyurveda, palm leaf manuscript, 58 leaves. Subject: Mantra.

                  
            
              
              View images from this file (115)
            
          
              ","EAP208/8/9","115 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"170","Mantra [17th Century AD]","

        Mantra, palm leaf manuscript, 10 leaves. Subject: Mantra.

                  
            
              
              View images from this file (20)
            
          
              ","EAP208/8/10","20 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"171","Mantra [17th Century AD]","

        Mantra, palm leaf manuscript, 49 leaves. Subject: Mantra.

                  
            
              
              View images from this file (98)
            
          
              ","EAP208/8/11","98 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"172","Ayurveda [17th Century AD]","

        Ayurveda , palm leaf manuscript, 62 leaves. Subject: Veda.

                  
            
              
              View images from this file (124)
            
          
              ","EAP208/9/1","124 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"173","Ayurveda [17th Century AD]","

        Ayurveda , palm leaf manuscript, 120 leaves. Subject: Veda.

                  
            
              
              View images from this file (240)
            
          
              ","EAP208/9/2","240 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"174","Ayurveda [17th Century AD]","

        Ayurveda , palm leaf manuscript, 9 leaves. Subject: Veda.

                  
            
              
              View images from this file (18)
            
          
              ","EAP208/9/3","18 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"175","Ayurveda [17th Century AD]","

        Ayurveda , palm leaf manuscript, 39 leaves. Subject: Veda.

                  
            
              
              View images from this file (77)
            
          
              ","EAP208/9/4","77 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"176","Mantra [17th Century AD]","

        Mantra, palm leaf manuscript, 35 leaves. Subject: Mantra.

                  
            
              
              View images from this file (69)
            
          
              ","EAP208/9/5","69 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"177","Ashtam Hridhayam [16th Century AD]","

        Ashtam Hridhayam, palm leaf manuscript, 226 leaves. Subject: Veda.

                  
            
              
              View images from this file (452)
            
          
              ","EAP208/10/1","452 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"178","Ashtanga Hridhayam [16th Century AD]","

        Ashtanga Hridhayam, palm leaf manuscript, 277 leaves. Subject: Veda.

                  
            
              
              View images from this file (554)
            
          
              ","EAP208/10/2","554 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"179","Jyotisham [16th Century AD]","

        Jyotisham, palm leaf manuscript, 51 leaves. Subject: Jyotisha.

                  
            
              
              View images from this file (102)
            
          
              ","EAP208/10/3","102 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"180","Jyotiṣa+ Ayurveda [16th Century AD]","

        Jyotiṣa + Ayurveda, palm leaf manuscript, 178 leaves. Subject: Jyotiṣa.

                  
            
              
              View images from this file (356)
            
          
              ","EAP208/10/4","356 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"181","Poora kali Pattukal [16th Century AD]","

        Poora kali Pattukal, palm leaf manuscript, 25 leaves. Subject: Jyotisha.

              ","EAP208/10/5","50 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"182","Mantra+Āyurveda [16th Century AD]","

        Mantra + Āyurveda, palm leaf manuscript, 108 leaves. Subject: Ayurveda.

                  
            
              
              View images from this file (215)
            
          
              ","EAP208/11/1","215 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"183","Prabanja bodha kriya shloka [16th Century AD]","

        Prabanja bodha kriya shloka , palm leaf manuscript, 92 leaves. Subject: Veda.

                  
            
              
              View images from this file (183)
            
          
              ","EAP208/11/2","183 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"184","Ayurveda [16th Century AD]","

        Ayurveda , palm leaf manuscript, 244 leaves. Subject: Ayurveda.

                  
            
              
              View images from this file (487)
            
          
              ","EAP208/11/3","487 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"185","Avacha dipika [16th Century AD]","

        Avacha dipika , palm leaf manuscript, 63 leaves. Subject: Veda.

                  
            
              
              View images from this file (126)
            
          
              ","EAP208/11/4","126 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"186","Vilyadri mahatmya [16th Century AD]","

        Vilyadri mahatmya , palm leaf manuscript, 75 leaves. Subject: Stotra.

                  
            
              
              View images from this file (150)
            
          
              ","EAP208/11/5","150 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"187","Jyotisha [16th Century AD]","

        Jyotisha, palm leaf manuscript, 109 leaves. Subject: Jyotisha.

                  
            
              
              View images from this file (218)
            
          
              ","EAP208/11/6","218 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"188","Prayashchitta [16th Century AD]","

        Prayashchitta , palm leaf manuscript, 64 leaves. Subject: Tantra.

                  
            
              
              View images from this file (126)
            
          
              ","EAP208/11/7","126 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"189","Puja vidhi [16th Century AD]","

        Puja vidhi , palm leaf manuscript, 50 leaves. Subject: Tantra.

                  
            
              
              View images from this file (49)
            
          
              ","EAP208/11/8","49 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"190","Kala dipika [16th Century AD]","

        Kala dipika , palm leaf manuscript, 71 leaves. Subject: Jyotisha.

                  
            
              
              View images from this file (141)
            
          
              ","EAP208/11/9","141 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"191","Kalasha vidhi[16th Century AD]","

        Kalasha vidhi , palm leaf manuscript, 26 leaves. Subject: Tantra.

                  
            
              
              View images from this file (55)
            
          
              ","EAP208/11/10","52 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"192","Jyotisha [16th Century AD]","

        Jyotisha, palm leaf manuscript, 100 leaves. Subject: Jyotisha.

                  
            
              
              View images from this file (200)
            
          
              ","EAP208/11/11","200 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"193","Griha santi homa [16th Century AD]","

        Griha santi homa , palm leaf manuscript, 80 leaves. Subject: Tantra.

                  
            
              
              View images from this file (159)
            
          
              ","EAP208/11/12","159 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"194","Yajurveda [16th Century AD]","

        Yajurveda, palm leaf manuscript, 66 leaves. Subject: Veda.

                  
            
              
              View images from this file (131)
            
          
              ","EAP208/11/13","131 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"195","Mantra [16th Century AD]","

        Mantra , palm leaf manuscript, 90 leaves. Subject: Mantra.

                  
            
              
              View images from this file (179)
            
          
              ","EAP208/11/14","179 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"196","Namalinga shasanam [16th Century AD]","

        Namalinga shasanam , palm leaf manuscript, 121 leaves. Subject: Veda.

                  
            
              
              View images from this file (241)
            
          
              ","EAP208/11/15","241 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"197","Gita [16th Century AD]","

        Gita, palm leaf manuscript, 50 leaves. Subject: Purana.

                  
            
              
              View images from this file (98)
            
          
              ","EAP208/11/16","99 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"198","Jyotisha [16th Century AD]","

        Jyotisha , palm leaf manuscript, 104 leaves. Subject: Jyotisha.

                  
            
              
              View images from this file (208)
            
          
              ","EAP208/11/17","208 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"199","Jyotisha [16th Century AD]","

        Jyotisha , palm leaf manuscript, 124 leaves. Subject: Jyotisha.

                  
            
              
              View images from this file (247)
            
          
              ","EAP208/11/18","247 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
