"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal"
"29","Mimamsa vyakhya [15th Century AD]","

        Mimamsa vyakhya , palm leaf manuscript, 93 leaves. Subject: Darshana.

                  
            
              
              View images from this file (185)
            
          
              ","EAP208/1/29","186 TIFF Images","Manuscript","File","Sanskrit","Malayalam","15th Century","Access is for research purposes only."
"30","Panchakshara mahatmya [15th Century AD]","

        Panchakshara mahatmya , palm leaf manuscript, 160 leaves. Subject: unknown.

                  
            
              
              View images from this file (318)
            
          
              ","EAP208/1/30","319 TIFF Images","Manuscript","File","Malayalam","Malayalam","15th Century","Access is for research purposes only."
"31","Shri Krishna vilasa [17th Century AD]","

        Shri Krishna vilasa , palm leaf manuscript, 53 leaves. Subject: Kavya.

                  
            
              
              View images from this file (104)
            
          
              ","EAP208/1/31","105 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"32","Dharmashastra [17th Century AD]","

        Dharmashastra , palm leaf manuscript, 101 leaves. Subject: unknown.

                  
            
              
              View images from this file (142)
            
          
              ","EAP208/1/32","202 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"33","Pūjāphalaśānti [17th Century AD]","

        Pūjāphalaśānti , palm leaf manuscript, 48 leaves. Subject: Tantra.

                  
            
              
              View images from this file (95)
            
          
              ","EAP208/1/33","96 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"34","Shesha samucchaya [17th Century AD]","

        Shesha samucchaya , palm leaf manuscript, 256 leaves. Subject: Tantra.

                  
            
              
              View images from this file (512)
            
          
              ","EAP208/1/34","512 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"35","Vishnu puja mantra [17th Century AD]","

        Vishnu puja mantra , palm leaf manuscript, 24 leaves. Subject: Veda.

                  
            
              
              View images from this file (47)
            
          
              ","EAP208/1/35","47 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"36","Pancha Kavya vidhi [17th Century AD]","

        Pancha Kavya vidhi , palm leaf manuscript, 235 leaves. Subject: Tantra.

                  
            
              
              View images from this file (469)
            
          
              ","EAP208/1/36","470 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"37","Nāmaliṅganushasanam [17th Century AD]","

        Nāmaliṅganushasanam , palm leaf manuscript, 50 leaves. Subject: unknown.

                  
            
              
              View images from this file (100)
            
          
              ","EAP208/1/37","100 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"38","Akshara mala [17th Century AD]","

        Akshara mala , palm leaf manuscript, 14 leaves. Subject: Vyakarana.

                  
            
              
              View images from this file (27)
            
          
              ","EAP208/1/38","27 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"39","Adhyatma Ramayana [17th Century AD]","

        Adhyatma Ramayana, palm leaf manuscript, 164 leaves. Subject: Veda.

                  
            
              
              View images from this file (328)
            
          
              ","EAP208/1/39","328 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"40","Mantram [16th Century AD]","

        Mantram, palm leaf manuscript, 71 leaves. Subject: Mantra.

                  
            
              
              View images from this file (143)
            
          
              ","EAP208/1/40","141 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"41","Ayurveda [17th Century AD]","

        Ayurveda , palm leaf manuscript, 9 leaves. Subject: Ayurveda.

                  
            
              
              View images from this file (17)
            
          
              ","EAP208/1/41","17 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"42","Mantra Yogi Puranam [17th Century AD]","

        Mantra Yogi Puranam, palm leaf manuscript, 20 leaves. Subject: Purana.

                  
            
              
              View images from this file (39)
            
          
              ","EAP208/1/42","39 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"43","Poora kali [16th Century AD]","

        Poora kali, palm leaf manuscript, 142 leaves. Subject: Mantra.

                  
            
              
              View images from this file (283)
            
          
              ","EAP208/1/43","283 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"44","Poora kali [16th Century AD]","

        Poora kali, palm leaf manuscript, 42 leaves. Subject: Mantra.

                  
            
              
              View images from this file (83)
            
          
              ","EAP208/1/44","83 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"45","Poora kali Pattukal [16th Century AD]","

        Poora kali Pattukal, palm leaf manuscript, 95 leaves. Subject: Mantra.

                  
            
              
              View images from this file (189)
            
          
              ","EAP208/1/45","189 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"46","Poora kali Ramayana [17th Century AD]","

        Poora kali Ramayana, palm leaf manuscript, 52 leaves. Subject: Mantra.

                  
            
              
              View images from this file (104)
            
          
              ","EAP208/1/46","104 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"47","Poora kali [17th Century AD]","

        Poora kali, palm leaf manuscript, 122 leaves. Subject: Mantra.

                  
            
              
              View images from this file (244)
            
          
              ","EAP208/1/47","244 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"48","Poora kali Pattukal [16th Century AD]","

        Poora kali Pattukal, palm leaf manuscript, 158 leaves. Subject: Mantra.

                  
            
              
              View images from this file (316)
            
          
              ","EAP208/1/48","316 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"49","Poora kali Pattukal [16th Century AD]","

        Poora kali Pattukal, palm leaf manuscript, 168 leaves. Subject: Mantra.

                  
            
              
              View images from this file (336)
            
          
              ","EAP208/1/49","336 TIFF Images","Manuscript","File","Sanskrit","Malayalam","16th Century AD","Access is for research purposes only."
"50","Jyotisha dipa mala [17th Century AD]","

        Jyotisha dipa mala , palm leaf manuscript, 29 leaves. Subject: Jyotisha.

                  
            
              
              View images from this file (57)
            
          
              ","EAP208/2/1","58 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"51","Ayurdhayakriyā [17th Century AD]","

        Ayurdhayakriyā , palm leaf manuscript, 39 leaves. Subject: Veda.

                  
            
              
              View images from this file (77)
            
          
              ","EAP208/2/2","77 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"52","Vimarshini [17th Century AD]","

        Vimarshini , palm leaf manuscript, 131 leaves. Subject: Veda.

                  
            
              
              View images from this file (261)
            
          
              ","EAP208/2/3","261 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"53","Japa Mantram [17th Century AD]","

        Japa Mantram, palm leaf manuscript, 55 leaves. Subject: Mantra.

                  
            
              
              View images from this file (110)
            
          
              ","EAP208/2/4","110 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"54","Saptha Hotharam [17th Century AD]","

        Saptha Hotharam , palm leaf manuscript, 78 leaves. Subject: Jyotiṣa.

                  
            
              
              View images from this file (155)
            
          
              ","EAP208/2/5","155 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"55","Jyotisha Shastram [17th Century AD]","

        Jyotisha Shastram, palm leaf manuscript, 195 leaves. Subject: Jyotisha.

                  
            
              
              View images from this file (387)
            
          
              ","EAP208/2/6","390 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"56","Shivarchikam [17th Century AD]","

        Shivarchikam , palm leaf manuscript, 110 leaves. Subject: unknown.

                  
            
              
              View images from this file (220)
            
          
              ","EAP208/2/7","220 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"57","Ayurveda Mantra [17th Century AD]","

        Ayurveda Mantra , palm leaf manuscript, 164 leaves. Subject: Ayurveda.

                  
            
              
              View images from this file (188)
            
          
              ","EAP208/2/8","328 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"58","Śiva Pūjāvidhi [17th Century AD]","

        Śiva Pūjāvidhi , palm leaf manuscript, 122 leaves. Subject: Tantra.

                  
            
              
              View images from this file (244)
            
          
              ","EAP208/2/9","244 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"59","Āranyakam [17th Century AD]","

        Āranyakam , palm leaf manuscript, 213 leaves. Subject: unknown.

                  
            
              
              View images from this file (426)
            
          
              ","EAP208/2/10","426 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"60","Bali Karmam Chadangu [17th Century AD]","

        Bali Karmam Chadangu , palm leaf manuscript, 92 leaves. Subject: Veda.

                  
            
              
              View images from this file (184)
            
          
              ","EAP208/2/11","184 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"61","Vaidika Mantra [17th Century AD]","

        Vaidika Mantra , palm leaf manuscript, 107 leaves. Subject: Mantra.

                  
            
              
              View images from this file (214)
            
          
              ","EAP208/2/12","214 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"62","""Pūjākramam, Gitasāram [17th Century AD]""","

        Pūjākramam + Gitasāram, palm leaf manuscript, 36 leaves. Subject: unknown.

                  
            
              
              View images from this file (72)
            
          
              ","EAP208/2/13","72 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"63","Kāla Dīpika [17th Century AD]","

        Kāla Dīpika, palm leaf manuscript, 157 leaves. Subject: Sarna Vidhi.

                  
            
              
              View images from this file (314)
            
          
              ","EAP208/2/14","314 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"64","Siddha Rupam [17th Century AD]","

        Siddha Rupam, palm leaf manuscript, 68 leaves. Subject: Veda.

                  
            
              
              View images from this file (125)
            
          
              ","EAP208/2/15","125 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"65","Bhasha Pustakam [17th Century AD]","

        Bhasha Pustakam, palm leaf manuscript, 208 leaves. Subject: Vyakarana.

                  
            
              
              View images from this file (416)
            
          
              ","EAP208/2/16","416 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"66","Graha Svarupam [17th Century AD]","

        Graha Svarupam, palm leaf manuscript, 298 leaves. Subject: Veda.

                  
            
              
              View images from this file (595)
            
          
              ","EAP208/2/17","595 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"67","Velli Chowlam [17th Century AD]","

        Velli Chowlam, palm leaf manuscript, 154 leaves. Subject: Veda.

                  
            
              
              View images from this file (308)
            
          
              ","EAP208/2/18","308 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"68","Vaidika Mantra [17th Century AD]","

        Vaidika Mantra , palm leaf manuscript, 79 leaves. Subject: Mantra.

                  
            
              
              View images from this file (154)
            
          
              ","EAP208/2/19","157 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"69","Prarthana Mantra [17th Century AD]","

        Prarthana Mantra , palm leaf manuscript, 55 leaves. Subject: Mantra.

                  
            
              
              View images from this file (110)
            
          
              ","EAP208/2/20","110 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"70","Mantra [16th Century AD]","

        Mantra, palm leaf manuscript, 214 leaves. Subject: Mantra.

                  
            
              
              View images from this file (427)
            
          
              ","EAP208/3/1","428 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"71","Āyurveda+mantrā [16th Century AD]","

        Āyurveda+mantra , palm leaf manuscript, 95 leaves. Subject: Āyurveda.

                  
            
              
              View images from this file (189)
            
          
              ","EAP208/3/2","189 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"72","Āyurveda+mantrā [16th Century AD]","

        Āyurveda+mantra , palm leaf manuscript, 100 leaves. Subject: Āyurveda.

                  
            
              
              View images from this file (200)
            
          
              ","EAP208/3/3","200 TIFF Images","Manuscript","File","Malayalam","Malayalam","16th Century AD","Access is for research purposes only."
"73","Brahmana chadangu [17th Century AD]","

        Brahmana chadangu , palm leaf manuscript, 99 leaves. Subject: Vaidika Vyakarana.

                  
            
              
              View images from this file (196)
            
          
              ","EAP208/4/1","198 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"74","Proktham [17th Century AD]","

        Proktham , palm leaf manuscript, 55 leaves. Subject: unknown.

                  
            
              
              View images from this file (109)
            
          
              ","EAP208/4/2","109 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"75","Hora shastra [17th Century AD]","

        Hora shastra , palm leaf manuscript, 41 leaves. Subject: Jyotisha.

                  
            
              
              View images from this file (82)
            
          
              ","EAP208/4/3","82 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"76","Smartha prayashchitta [17th Century AD]","

        Smartha prayashchitta , palm leaf manuscript, 192 leaves. Subject: unknown.

                  
            
              
              View images from this file (384)
            
          
              ","EAP208/4/4","384 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"77","Jyotisha [17th Century AD]","

        Jyotisha , palm leaf manuscript, 50 leaves. Subject: unknown.

                  
            
              
              View images from this file (100)
            
          
              ","EAP208/4/5","100 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"78","Narayaniyam [17th Century AD]","

        Narayaniyam , palm leaf manuscript, 32 leaves. Subject: unknown.

                  
            
              
              View images from this file (63)
            
          
              ","EAP208/4/6","63 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"79","Hora [17th Century AD]","

        Hora , palm leaf manuscript, 47 leaves. Subject: Jyotiṣa.

                  
            
              
              View images from this file (93)
            
          
              ","EAP208/4/7","93 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"80","Puja vidhi [17th Century AD]","

        Puja vidhi , palm leaf manuscript, 70 leaves. Subject: Tantra.

                  
            
              
              View images from this file (139)
            
          
              ","EAP208/4/8","139 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"81","Śivajnadīpikā [17th Century AD]","

        Śivajnadīpikā , palm leaf manuscript, 82 leaves. Subject: unknown.

                  
            
              
              View images from this file (163)
            
          
              ","EAP208/4/9","164 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"82","Bhargava purana [17th Century AD]","

        Bhargava purana , palm leaf manuscript, 74 leaves. Subject: Purana.

                  
            
              
              View images from this file (147)
            
          
              ","EAP208/4/10","148 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"83","Kriya sangraham [17th Century AD]","

        Kriya sangraham , palm leaf manuscript, 96 leaves. Subject: unknown.

                  
            
              
              View images from this file (192)
            
          
              ","EAP208/4/11","192 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"84","Mantra [17th Century AD]","

        Mantra , palm leaf manuscript, 45 leaves. Subject: Mantra.

                  
            
              
              View images from this file (90)
            
          
              ","EAP208/4/12","90 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"85","Vyakarana [17th Century AD]","

        Vyakarana , palm leaf manuscript, 45 leaves. Subject: Vyakarana.

                  
            
              
              View images from this file (90)
            
          
              ","EAP208/4/13","90 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"86","Smartha prayashchitta [17th Century AD]","

        Smartha prayashchitta , palm leaf manuscript, 45 leaves. Subject: Tantra.

                  
            
              
              View images from this file (90)
            
          
              ","EAP208/4/14","90 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"87","Jyotisha [17th Century AD]","

        Jyotisha , palm leaf manuscript, 54 leaves. Subject: Jyotisha.

                  
            
              
              View images from this file (108)
            
          
              ","EAP208/4/15","108 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"88","Tantrasamuchayam [17th Century AD]","

        Tantrasamuchayam , palm leaf manuscript, 77 leaves. Subject: Tantra.

                  
            
              
              View images from this file (154)
            
          
              ","EAP208/4/16","154 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"89","Swori katha [17th Century AD]","

        Swori katha , palm leaf manuscript, 52 leaves. Subject: Kavya.

                  
            
              
              View images from this file (104)
            
          
              ","EAP208/4/17","104 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"90","Prabandha saram [17th Century AD]","

        Prabandha saram , palm leaf manuscript, 100 leaves. Subject: unknown.

                  
            
              
              View images from this file (200)
            
          
              ","EAP208/4/18","200 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"91","Bhavaphalam Horāśāstra [17th Century AD]","

        Bhavaphalam Horāśāstra, palm leaf manuscript, 98 leaves. Subject: Jyotiṣa.

                  
            
              
              View images from this file (195)
            
          
              ","EAP208/4/19","195 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"92","Hora shastra [17th Century AD]","

        Hora shastra , palm leaf manuscript, 41 leaves. Subject: Jyotisha.

                  
            
              
              View images from this file (82)
            
          
              ","EAP208/4/20","82 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
"93","Hora [17th Century AD]","

        Hora, palm leaf manuscript, 199 leaves. Subject: Jyotisha.

                  
            
              
              View images from this file (397)
            
          
              ","EAP208/4/21","397 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"94","Jyotiṣa [17th Century AD]","

        Jyotiṣa , palm leaf manuscript, 50 leaves. Subject: Jyotiṣa.

                  
            
              
              View images from this file (100)
            
          
              ","EAP208/4/22","100 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"95","Puja vidhi [17th Century AD]","

        Puja vidhi , palm leaf manuscript, 70 leaves. Subject: Tantra.

                  
            
              
              View images from this file (139)
            
          
              ","EAP208/4/23","139 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"96","Chadangu [17th Century AD]","

        Chadangu , palm leaf manuscript, 21 leaves. Subject: unknown.

                  
            
              
              View images from this file (41)
            
          
              ","EAP208/4/24","41 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"97","Mantra [17th Century AD]","

        Mantra , palm leaf manuscript, 112 leaves. Subject: Mantra.

                  
            
              
              View images from this file (224)
            
          
              ","EAP208/4/25","224 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"98","Puja vidhi [17th Century AD]","

        Puja vidhi , palm leaf manuscript, 78 leaves. Subject: Tantra.

              ","EAP208/4/26","156 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"99","Puja [17th Century AD]","

        Puja, palm leaf manuscript, 181 leaves. Subject: Mantra.

                  
            
              
              View images from this file (362)
            
          
              ","EAP208/4/27","362 TIFF Images","Manuscript","File","Malayalam","Malayalam","17th Century AD","Access is for research purposes only."
"100","Prayashchittam [17th Century AD]","

        Prayashchittam, palm leaf manuscript, 86 leaves. Subject: Tantra.

                  
            
              
              View images from this file (171)
            
          
              ","EAP208/4/28","171 TIFF Images","Manuscript","File","Sanskrit","Malayalam","17th Century AD","Access is for research purposes only."
