"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"11","Anna [15 Jul 1987]","

        

                  
            
              
              View images from this file (6)
            
          
              ","EAP372/6/23/11/87","6 TIFF images","Periodical","File","Tamil","Tamil","15 Jul 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_87/1.jp2/full/!600,300/0/default.jpg"
"12","Anna [16 Jul 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/88","4 TIFF images","Periodical","File","Tamil","Tamil","16 Jul 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_88/1.jp2/full/!600,300/0/default.jpg"
"13","Anna [17 Jul 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/89","4 TIFF images","Periodical","File","Tamil","Tamil","17 Jul 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_89/1.jp2/full/!600,300/0/default.jpg"
"14","Anna [18 Jul 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/90","4 TIFF images","Periodical","File","Tamil","Tamil","18 Jul 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_90/1.jp2/full/!600,300/0/default.jpg"
"15","Anna [19 Jul 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/91","4 TIFF images","Periodical","File","Tamil","Tamil","19 Jul 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_91/1.jp2/full/!600,300/0/default.jpg"
"16","Anna [20 Jul 1987]","

        

                  
            
              
              View images from this file (6)
            
          
              ","EAP372/6/23/11/92","6 TIFF images","Periodical","File","Tamil","Tamil","20 Jul 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_92/1.jp2/full/!600,300/0/default.jpg"
"17","Anna [21 Jul 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/93","4 TIFF images","Periodical","File","Tamil","Tamil","21 Jul 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_93/1.jp2/full/!600,300/0/default.jpg"
"18","Anna [22 Jul 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/94","4 TIFF images","Periodical","File","Tamil","Tamil","22 Jul 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_94/1.jp2/full/!600,300/0/default.jpg"
"19","Anna [23 Jul 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/95","4 TIFF images","Periodical","File","Tamil","Tamil","23 Jul 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_95/1.jp2/full/!600,300/0/default.jpg"
"20","Anna [24 Jul 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/96","4 TIFF images","Periodical","File","Tamil","Tamil","24 Jul 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_96/1.jp2/full/!600,300/0/default.jpg"
"21","Anna [25 Jul 1987]","

        

                  
            
              
              View images from this file (8)
            
          
              ","EAP372/6/23/11/97","8 TIFF images","Periodical","File","Tamil","Tamil","25 Jul 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_97/1.jp2/full/!600,300/0/default.jpg"
"22","Anna [26 Jul 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/98","4 TIFF images","Periodical","File","Tamil","Tamil","26 Jul 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_98/1.jp2/full/!600,300/0/default.jpg"
"23","Anna [27 Jul 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/99","4 TIFF images","Periodical","File","Tamil","Tamil","27 Jul 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_99/1.jp2/full/!600,300/0/default.jpg"
"24","Anna [28 Jul 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/100","4 TIFF images","Periodical","File","Tamil","Tamil","Jul 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_100/1.jp2/full/!600,300/0/default.jpg"
"25","Anna [29 Jul 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/101","4 TIFF images","Periodical","File","Tamil","Tamil","Jul 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_101/1.jp2/full/!600,300/0/default.jpg"
"26","Anna [30 Jul 1987]","

        

                  
            
              
              View images from this file (6)
            
          
              ","EAP372/6/23/11/102","6 TIFF images","Periodical","File","Tamil","Tamil","Jul 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_102/1.jp2/full/!600,300/0/default.jpg"
"27","Anna [31 Jul 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/103","4 TIFF images","Periodical","File","Tamil","Tamil","Jul 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_103/1.jp2/full/!600,300/0/default.jpg"
"28","Anna [1 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/104","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_104/1.jp2/full/!600,300/0/default.jpg"
"29","Anna [2 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/105","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_105/1.jp2/full/!600,300/0/default.jpg"
"30","Anna [3 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/106","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_106/1.jp2/full/!600,300/0/default.jpg"
"31","Anna [4 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/107","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_107/1.jp2/full/!600,300/0/default.jpg"
"32","Anna [5 Aug 1987]","

        

                  
            
              
              View images from this file (6)
            
          
              ","EAP372/6/23/11/108","6 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_108/1.jp2/full/!600,300/0/default.jpg"
"33","Anna [6 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/109","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_109/1.jp2/full/!600,300/0/default.jpg"
"34","Anna [7 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/110","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_110/1.jp2/full/!600,300/0/default.jpg"
"35","Anna [8 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/111","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_111/1.jp2/full/!600,300/0/default.jpg"
"36","Anna [9 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/112","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_112/1.jp2/full/!600,300/0/default.jpg"
"37","Anna [10 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/113","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_113/1.jp2/full/!600,300/0/default.jpg"
"38","Anna [11 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/114","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_114/1.jp2/full/!600,300/0/default.jpg"
"39","Anna [12 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/115","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_115/1.jp2/full/!600,300/0/default.jpg"
"40","Anna [13 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/116","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_116/1.jp2/full/!600,300/0/default.jpg"
"41","Anna [14 Aug 1987]","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP372/6/23/11/117","16 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_117/1.jp2/full/!600,300/0/default.jpg"
"42","Anna [16 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/118","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_118/1.jp2/full/!600,300/0/default.jpg"
"43","Anna [17 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/119","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_119/1.jp2/full/!600,300/0/default.jpg"
"44","Anna [18 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/120","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_120/1.jp2/full/!600,300/0/default.jpg"
"45","Anna [19 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/121","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_121/1.jp2/full/!600,300/0/default.jpg"
"46","Anna [20 Aug 1987]","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP372/6/23/11/122","16 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_122/1.jp2/full/!600,300/0/default.jpg"
"47","Anna [21 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/123","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_123/1.jp2/full/!600,300/0/default.jpg"
"48","Anna [22 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/124","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_124/1.jp2/full/!600,300/0/default.jpg"
"49","Anna [23 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/125","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_125/1.jp2/full/!600,300/0/default.jpg"
"50","Anna [24 Aug 1987]","

        

                  
            
              
              View images from this file (8)
            
          
              ","EAP372/6/23/11/126","8 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_126/1.jp2/full/!600,300/0/default.jpg"
"51","Anna [25 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/127","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_127/1.jp2/full/!600,300/0/default.jpg"
"52","Anna [26 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/128","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_128/1.jp2/full/!600,300/0/default.jpg"
"53","Anna [27 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/129","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_129/1.jp2/full/!600,300/0/default.jpg"
"54","Anna [29 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/130","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_130/1.jp2/full/!600,300/0/default.jpg"
"55","Anna [30 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/131","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_131/1.jp2/full/!600,300/0/default.jpg"
"56","Anna [31 Aug 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/132","4 TIFF images","Periodical","File","Tamil","Tamil","Aug 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_132/1.jp2/full/!600,300/0/default.jpg"
"57","Anna [1 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/133","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_133/1.jp2/full/!600,300/0/default.jpg"
"58","Anna [2 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/134","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_134/1.jp2/full/!600,300/0/default.jpg"
"59","Anna [3 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/135","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_135/1.jp2/full/!600,300/0/default.jpg"
"60","Anna [4 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/136","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_136/1.jp2/full/!600,300/0/default.jpg"
"61","Anna [5 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/137","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_137/1.jp2/full/!600,300/0/default.jpg"
"62","Anna [6 Sep 1987]","

        

                  
            
              
              View images from this file (6)
            
          
              ","EAP372/6/23/11/138","6 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_138/1.jp2/full/!600,300/0/default.jpg"
"63","Anna [7 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/139","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_139/1.jp2/full/!600,300/0/default.jpg"
"64","Anna [8 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/140","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_140/1.jp2/full/!600,300/0/default.jpg"
"65","Anna [9 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/141","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_141/1.jp2/full/!600,300/0/default.jpg"
"66","Anna [10 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/142","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_142/1.jp2/full/!600,300/0/default.jpg"
"67","Anna [11 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/143","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_143/1.jp2/full/!600,300/0/default.jpg"
"68","Anna [12 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/144","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_144/1.jp2/full/!600,300/0/default.jpg"
"69","Anna [13 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/145","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_145/1.jp2/full/!600,300/0/default.jpg"
"70","Anna [14 Sep 1987]","

        

                  
            
              
              View images from this file (12)
            
          
              ","EAP372/6/23/11/146","12 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_146/1.jp2/full/!600,300/0/default.jpg"
"71","Anna [16 Sep 1987]","

        

                  
            
              
              View images from this file (6)
            
          
              ","EAP372/6/23/11/147","6 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_147/1.jp2/full/!600,300/0/default.jpg"
"72","Anna [17 Sep 1987]","

        

                  
            
              
              View images from this file (6)
            
          
              ","EAP372/6/23/11/148","6 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_148/1.jp2/full/!600,300/0/default.jpg"
"73","Anna [18 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/149","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_149/1.jp2/full/!600,300/0/default.jpg"
"74","Anna [19 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/150","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_150/1.jp2/full/!600,300/0/default.jpg"
"75","Anna [20 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/151","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_151/1.jp2/full/!600,300/0/default.jpg"
"76","Anna [21 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/152","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_152/1.jp2/full/!600,300/0/default.jpg"
"77","Anna [22 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/153","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_153/1.jp2/full/!600,300/0/default.jpg"
"78","Anna [23 Sep 1987]","

        

                  
            
              
              View images from this file (6)
            
          
              ","EAP372/6/23/11/154","6 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_154/1.jp2/full/!600,300/0/default.jpg"
"79","Anna [24 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/155","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_155/1.jp2/full/!600,300/0/default.jpg"
"80","Anna [25 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/156","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_156/1.jp2/full/!600,300/0/default.jpg"
"81","Anna [26 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/157","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_157/1.jp2/full/!600,300/0/default.jpg"
"82","Anna [27 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/158","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_158/1.jp2/full/!600,300/0/default.jpg"
"83","Anna [28 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/159","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_159/1.jp2/full/!600,300/0/default.jpg"
"84","Anna [29 Sep 1987]","

        

                  
            
              
              View images from this file (6)
            
          
              ","EAP372/6/23/11/160","6 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_160/1.jp2/full/!600,300/0/default.jpg"
"85","Anna [30 Sep 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/161","4 TIFF images","Periodical","File","Tamil","Tamil","Sep 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_161/1.jp2/full/!600,300/0/default.jpg"
"86","Anna [1 Oct 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/162","4 TIFF images","Periodical","File","Tamil","Tamil","Oct 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_162/1.jp2/full/!600,300/0/default.jpg"
"87","Anna [3 Oct 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/163","4 TIFF images","Periodical","File","Tamil","Tamil","Oct 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_163/1.jp2/full/!600,300/0/default.jpg"
"88","Anna [4 Oct 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/164","4 TIFF images","Periodical","File","Tamil","Tamil","Oct 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_164/1.jp2/full/!600,300/0/default.jpg"
"89","Anna [5 Oct 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/165","4 TIFF images","Periodical","File","Tamil","Tamil","Oct 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_165/1.jp2/full/!600,300/0/default.jpg"
"90","Anna [6 Oct 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/166","4 TIFF images","Periodical","File","Tamil","Tamil","Oct 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_166/1.jp2/full/!600,300/0/default.jpg"
"91","Anna [7 Oct 1987]","

        

                  
            
              
              View images from this file (4)
            
          
              ","EAP372/6/23/11/167","4 TIFF images","Periodical","File","Tamil","Tamil","Oct 1987","Access is for research purposes only","https://images.eap.bl.uk/EAP372/EAP372_6_23_11_167/1.jp2/full/!600,300/0/default.jpg"
