"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"1","Amrita Bazar Patrika. Vol: 3; Issue: 1 (17 February 1870)","

        Publisher: Kailascandra Ray. Editor: unknown. Physical characteristics and condition of original material: 40 cm / brittle; paper; old newsprint in poor condition.

                  
            
              
              View images from this file (9)
            
          
              ","EAP262/1//1/1","09 TIFF images","Newspaper","File","Bengali, English","Bengali, Latin","1870","Access is for research purposes only","https://images.eap.bl.uk/EAP262/EAP262_1_1_1/1.jp2/full/!600,300/0/default.jpg"
"2","Amrita Bazar Patrika. Vol: 3; Issue: 2 (24 February 1870)","

        Publisher: Kailascandra Ray. Editor: unknown. Physical characteristics and condition of original material: 40 cm / brittle; paper; old newsprint in poor condition.

                  
            
              
              View images from this file (8)
            
          
              ","EAP262/1//1/2","08 TIFF images","Newspaper","File","Bengali, English","Bengali, Latin","1870","Access is for research purposes only","https://images.eap.bl.uk/EAP262/EAP262_1_1_2/1.jp2/full/!600,300/0/default.jpg"
"3","Amrita Bazar Patrika [Weekly]. Vol: 3; Issue: 3 (31 February 1870)","

        Publisher: Kailascandra Ray. Editor: unknown. Physical characteristics and condition of original material: 40 cm / brittle; paper; old newsprint in poor condition.

                  
            
              
              View images from this file (8)
            
          
              ","EAP262/1//1/3","08 TIFF images","Newspaper","File","Bengali, English","Bengali, Latin","1870","Access is for research purposes only","https://images.eap.bl.uk/EAP262/EAP262_1_1_3/1.jp2/full/!600,300/0/default.jpg"
"4","Amrita Bazar Patrika [Weekly]. Vol: 3; Issue: 6 (24 March 1870)","

        Publisher: Kailascandra Ray. Editor: unknown. Physical characteristics and condition of original material: 40 cm / brittle; paper; old newsprint in poor condition.

                  
            
              
              View images from this file (8)
            
          
              ","EAP262/1//1/4","08 TIFF images","Newspaper","File","Bengali, English","Bengali, Latin","1870","Access is for research purposes only","https://images.eap.bl.uk/EAP262/EAP262_1_1_4/1.jp2/full/!600,300/0/default.jpg"
"5","Amrita Bazar Patrika [Weekly]. Vol: 3; Issue: 7 (31 March 1870)","

        Publisher: Kailascandra Ray. Editor: unknown. Physical characteristics and condition of original material: 40 cm / brittle; paper; old newsprint in poor condition.

                  
            
              
              View images from this file (8)
            
          
              ","EAP262/1//1/5","08 TIFF images","Newspaper","File","Bengali, English","Bengali, Latin","1870","Access is for research purposes only","https://images.eap.bl.uk/EAP262/EAP262_1_1_5/1.jp2/full/!600,300/0/default.jpg"
"6","Amrita Bazar Patrika [Weekly]. Vol: 3; Issue: 8 (07 April 1870)","

        Publisher: Kailascandra Ray. Editor: unknown. Physical characteristics and condition of original material: 40 cm / brittle; paper; old newsprint in poor condition.

                  
            
              
              View images from this file (8)
            
          
              ","EAP262/1//1/6","08 TIFF images","Newspaper","File","Bengali, English","Bengali, Latin","1870","Access is for research purposes only","https://images.eap.bl.uk/EAP262/EAP262_1_1_6/1.jp2/full/!600,300/0/default.jpg"
"7","Amrita Bazar Patrika [Weekly]. Vol: 3; Issue: 9 (14 April 1870)","

        Publisher: Kailascandra Ray. Editor: unknown. Physical characteristics and condition of original material: 40 cm / brittle; paper; old newsprint in poor condition.

                  
            
              
              View images from this file (8)
            
          
              ","EAP262/1//1/7","08 TIFF images","Newspaper","File","Bengali, English","Bengali, Latin","1870","Access is for research purposes only","https://images.eap.bl.uk/EAP262/EAP262_1_1_7/1.jp2/full/!600,300/0/default.jpg"
"8","Amrita Bazar Patrika [Weekly]. Vol: 3; Issue: 10 (21 April 1870)","

        Publisher: Kailascandra Ray. Editor: unknown. Physical characteristics and condition of original material: 40 cm / brittle; paper; old newsprint in poor condition.

                  
            
              
              View images from this file (8)
            
          
              ","EAP262/1//1/8","08 TIFF images","Newspaper","File","Bengali, English","Bengali, Latin","1870","Access is for research purposes only","https://images.eap.bl.uk/EAP262/EAP262_1_1_8/1.jp2/full/!600,300/0/default.jpg"
"9","Amrita Bazar Patrika [Weekly]. Vol: 3; Issue: 11 (28 April 1870)","

        Publisher: Kailascandra Ray. Editor: unknown. Physical characteristics and condition of original material: 40 cm / brittle; paper; old newsprint in poor condition.

                  
            
              
              View images from this file (8)
            
          
              ","EAP262/1//1/9","08 TIFF images","Newspaper","File","Bengali, English","Bengali, Latin","1870","Access is for research purposes only","https://images.eap.bl.uk/EAP262/EAP262_1_1_9/1.jp2/full/!600,300/0/default.jpg"
"10","Amrita Bazar Patrika [Weekly]. Vol: 3; Issue: 12 (05 May 1870)","

        Publisher: Kailascandra Ray. Editor: unknown. Physical characteristics and condition of original material: 40 cm / brittle; paper; old newsprint in poor condition.

                  
            
              
              View images from this file (8)
            
          
              ","EAP262/1//1/10","08 TIFF images","Newspaper","File","Bengali, English","Bengali, Latin","1870","Access is for research purposes only","https://images.eap.bl.uk/EAP262/EAP262_1_1_10/1.jp2/full/!600,300/0/default.jpg"
"11","Amrita Bazar Patrika [Weekly]. Vol: 3; Issue: 13 (12 May 1870)","

        Publisher: Kailascandra Ray. Editor: unknown. Physical characteristics and condition of original material: 40 cm / brittle; paper; old newsprint in poor condition.

                  
            
              
              View images from this file (8)
            
          
              ","EAP262/1//1/11","08 TIFF images","Newspaper","File","Bengali, English","Bengali, Latin","1870","Access is for research purposes only","https://images.eap.bl.uk/EAP262/EAP262_1_1_11/1.jp2/full/!600,300/0/default.jpg"
