"","Page Title","Description","Reference","Extent","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"123","rNying ma rgyud ‘bum (A): Volume 7","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (388)
            
          
              ","EAP039/1/3/1/7","388 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_7/1.jp2/full/!600,300/0/default.jpg"
"124","rNying ma rgyud ‘bum (A): Volume 8","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (338)
            
          
              ","EAP039/1/3/1/8","338 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_8/1.jp2/full/!600,300/0/default.jpg"
"125","rNying ma rgyud ‘bum (A): Volume 9","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (364)
            
          
              ","EAP039/1/3/1/9","364 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_9/1.jp2/full/!600,300/0/default.jpg"
"126","rNying ma rgyud ‘bum (A): Volume 10","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (353)
            
          
              ","EAP039/1/3/1/10","353 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_10/1.jp2/full/!600,300/0/default.jpg"
"127","rNying ma rgyud ‘bum (A): Volume 11","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (348)
            
          
              ","EAP039/1/3/1/11","348 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_11/1.jp2/full/!600,300/0/default.jpg"
"128","rNying ma rgyud ‘bum (A): Volume 12","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (341)
            
          
              ","EAP039/1/3/1/12","341 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_12/1.jp2/full/!600,300/0/default.jpg"
"129","rNying ma rgyud ‘bum (A): Volume 13","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (356)
            
          
              ","EAP039/1/3/1/13","356 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_13/1.jp2/full/!600,300/0/default.jpg"
"130","rNying ma rgyud ‘bum (A): Volume 14","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (338)
            
          
              ","EAP039/1/3/1/14","338 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_14/1.jp2/full/!600,300/0/default.jpg"
"131","rNying ma rgyud ‘bum (A): Volume 15","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (342)
            
          
              ","EAP039/1/3/1/15","342 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_15/1.jp2/full/!600,300/0/default.jpg"
"132","rNying ma rgyud ‘bum (A): Volume 16","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (357)
            
          
              ","EAP039/1/3/1/16","357 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_16/1.jp2/full/!600,300/0/default.jpg"
"133","rNying ma rgyud ‘bum (A): Volume 17","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (340)
            
          
              ","EAP039/1/3/1/17","340 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_17/1.jp2/full/!600,300/0/default.jpg"
"134","rNying ma rgyud ‘bum (A): Volume 18","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (392)
            
          
              ","EAP039/1/3/1/18","392 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_18/1.jp2/full/!600,300/0/default.jpg"
"135","rNying ma rgyud ‘bum (A): Volume 19","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (366)
            
          
              ","EAP039/1/3/1/19","366 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_19/1.jp2/full/!600,300/0/default.jpg"
"136","rNying ma rgyud ‘bum (A): Volume 20","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (326)
            
          
              ","EAP039/1/3/1/20","326 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_20/1.jp2/full/!600,300/0/default.jpg"
"137","rNying ma rgyud ‘bum (A): Volume 21","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (344)
            
          
              ","EAP039/1/3/1/21","344 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_21/1.jp2/full/!600,300/0/default.jpg"
"138","rNying ma rgyud ‘bum (A): Volume 22","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (342)
            
          
              ","EAP039/1/3/1/22","342 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_22/1.jp2/full/!600,300/0/default.jpg"
"139","rNying ma rgyud ‘bum (A): Volume 23","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (354)
            
          
              ","EAP039/1/3/1/23","354 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_23/1.jp2/full/!600,300/0/default.jpg"
"140","rNying ma rgyud ‘bum (A): Volume 24","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (386)
            
          
              ","EAP039/1/3/1/24","386 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_24/1.jp2/full/!600,300/0/default.jpg"
"141","rNying ma rgyud ‘bum (A): Volume 25","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (388)
            
          
              ","EAP039/1/3/1/25","388 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_25/1.jp2/full/!600,300/0/default.jpg"
"142","rNying ma rgyud ‘bum (A): Volume 26","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (412)
            
          
              ","EAP039/1/3/1/26","412 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_26/1.jp2/full/!600,300/0/default.jpg"
"143","rNying ma rgyud ‘bum (A): Volume 27","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (400)
            
          
              ","EAP039/1/3/1/27","400 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_27/1.jp2/full/!600,300/0/default.jpg"
"144","rNying ma rgyud ‘bum (A): Volume 28","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (334)
            
          
              ","EAP039/1/3/1/28","334 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_28/1.jp2/full/!600,300/0/default.jpg"
"145","rNying ma rgyud ‘bum (A): Volume 29","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (406)
            
          
              ","EAP039/1/3/1/29","406 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_29/1.jp2/full/!600,300/0/default.jpg"
"146","rNying ma rgyud ‘bum (A): Volume 30","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (350)
            
          
              ","EAP039/1/3/1/30","350 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_30/1.jp2/full/!600,300/0/default.jpg"
"147","rNying ma rgyud ‘bum (A): Volume 31","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (326)
            
          
              ","EAP039/1/3/1/31","326 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_31/2.jp2/full/!600,300/0/default.jpg"
"148","rNying ma rgyud ‘bum (A): Volume 32","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (298)
            
          
              ","EAP039/1/3/1/32","298 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_32/1.jp2/full/!600,300/0/default.jpg"
"149","rNying ma rgyud ‘bum (A): Volume 33","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (372)
            
          
              ","EAP039/1/3/1/33","372 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_33/1.jp2/full/!600,300/0/default.jpg"
"150","rNying ma rgyud ‘bum (A): Volume 34","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (340)
            
          
              ","EAP039/1/3/1/34","340 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_34/1.jp2/full/!600,300/0/default.jpg"
"151","rNying ma rgyud ‘bum (A): Volume 35","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (322)
            
          
              ","EAP039/1/3/1/35","322 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_35/1.jp2/full/!600,300/0/default.jpg"
"152","rNying ma rgyud ‘bum (A): Volume 36","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (378)
            
          
              ","EAP039/1/3/1/36","378 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_36/1.jp2/full/!600,300/0/default.jpg"
"153","rNying ma rgyud ‘bum (A): Volume 37","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (400)
            
          
              ","EAP039/1/3/1/37","400 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_37/1.jp2/full/!600,300/0/default.jpg"
"154","rNying ma rgyud ‘bum (A): Volume 38","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (350)
            
          
              ","EAP039/1/3/1/38","350 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_38/1.jp2/full/!600,300/0/default.jpg"
"155","rNying ma rgyud ‘bum (A): Volume 39","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (362)
            
          
              ","EAP039/1/3/1/39","362 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_39/1.jp2/full/!600,300/0/default.jpg"
"156","rNying ma rgyud ‘bum (A): Volume 40","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (332)
            
          
              ","EAP039/1/3/1/40","332 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_40/1.jp2/full/!600,300/0/default.jpg"
"157","rNying ma rgyud ‘bum (A): Volume 41","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (350)
            
          
              ","EAP039/1/3/1/41","350 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_41/1.jp2/full/!600,300/0/default.jpg"
"158","rNying ma rgyud ‘bum (A): Volume 42","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (362)
            
          
              ","EAP039/1/3/1/42","362 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_42/1.jp2/full/!600,300/0/default.jpg"
"159","rNying ma rgyud ‘bum (A): Volume 43","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (348)
            
          
              ","EAP039/1/3/1/43","348 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_43/1.jp2/full/!600,300/0/default.jpg"
"160","rNying ma rgyud ‘bum (A): Volume 44","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (368)
            
          
              ","EAP039/1/3/1/44","368 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_44/1.jp2/full/!600,300/0/default.jpg"
"161","rNying ma rgyud ‘bum (A): Volume 45","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (354)
            
          
              ","EAP039/1/3/1/45","354 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_45/1.jp2/full/!600,300/0/default.jpg"
"162","rNying ma rgyud ‘bum (A): Volume 46","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (344)
            
          
              ","EAP039/1/3/1/46","344 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_1_46/1.jp2/full/!600,300/0/default.jpg"
"163","rNying ma rgyud ‘bum (B): Volume 1","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (410)
            
          
              ","EAP039/1/3/2/1","410 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_2_1/1.jp2/full/!600,300/0/default.jpg"
"164","rNying ma rgyud ‘bum (B): Volume 2","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (391)
            
          
              ","EAP039/1/3/2/2","391 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_2_2/1.jp2/full/!600,300/0/default.jpg"
"165","rNying ma rgyud ‘bum (B): Volume 3","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (444)
            
          
              ","EAP039/1/3/2/3","444 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_2_3/1.jp2/full/!600,300/0/default.jpg"
"166","rNying ma rgyud ‘bum (B): Volume 4","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (366)
            
          
              ","EAP039/1/3/2/4","366 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_2_4/1.jp2/full/!600,300/0/default.jpg"
"167","rNying ma rgyud ‘bum (B): Volume 5","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (416)
            
          
              ","EAP039/1/3/2/5","416 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_2_5/1.jp2/full/!600,300/0/default.jpg"
"168","rNying ma rgyud ‘bum (B): Volume 6","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (368)
            
          
              ","EAP039/1/3/2/6","368 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_2_6/1.jp2/full/!600,300/0/default.jpg"
"169","rNying ma rgyud ‘bum (B): Volume 7","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (428)
            
          
              ","EAP039/1/3/2/7","428 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_2_7/1.jp2/full/!600,300/0/default.jpg"
"170","rNying ma rgyud ‘bum (B): Volume 8","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (420)
            
          
              ","EAP039/1/3/2/8","420 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_2_8/1.jp2/full/!600,300/0/default.jpg"
"171","rNying ma rgyud ‘bum (B): Volume 9","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (432)
            
          
              ","EAP039/1/3/2/9","432 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_2_9/1.jp2/full/!600,300/0/default.jpg"
"172","rNying ma rgyud ‘bum (B): Volume 10","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (399)
            
          
              ","EAP039/1/3/2/10","399 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_2_10/1.jp2/full/!600,300/0/default.jpg"
"173","rNying ma rgyud ‘bum (B): Volume 11","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (390)
            
          
              ","EAP039/1/3/2/11","390 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_2_11/1.jp2/full/!600,300/0/default.jpg"
"174","rNying ma rgyud ‘bum (B): Volume 12","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (359)
            
          
              ","EAP039/1/3/2/12","359 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_2_12/1.jp2/full/!600,300/0/default.jpg"
"175","rNying ma rgyud ‘bum (B): Volume 13","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (433)
            
          
              ","EAP039/1/3/2/13","433 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_2_13/1.jp2/full/!600,300/0/default.jpg"
"176","rNying ma rgyud ‘bum (B): Volume 14","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (436)
            
          
              ","EAP039/1/3/2/14","436 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_2_14/1.jp2/full/!600,300/0/default.jpg"
"177","rNying ma rgyud ‘bum (B): Volume 15","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (347)
            
          
              ","EAP039/1/3/2/15","347 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_2_15/1.jp2/full/!600,300/0/default.jpg"
"178","rNying ma rgyud ‘bum (B): Volume 16","

        This series consists of 2 copies of the 46 volume rNying ma rGyud ‘bum.Written in the dBu can script.Originals dated as: c 1640-c 1650; c 1728-c 1735.

                  
            
              
              View images from this file (394)
            
          
              ","EAP039/1/3/2/16","394 Tiff images","File","Tibetan","Tibetan","2006","Access for research purposes only. Not to be reproduced without written permission from Gangtey Monastery.","https://images.eap.bl.uk/EAP039/EAP039_1_3_2_16/1.jp2/full/!600,300/0/default.jpg"
