"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"1","Bharatiya samaskriti [1353 [B. S.] 1946]","        This book deals with the subject: Culture and Society. Brittle, worm eaten, loose binding. The original volume with length of 18 cm. Author: Svami Abhedananda. Publisher: Calcutta : Svami pragananda.              ","EAP341/1/1","429 Tiff images","Book","File","Bengali","Bengali","1946","Access is for research purposes only.","NA"
"2","Taruna bamla [1334 [B. S.] 1927]","        This book deals with the subject: Culture and Society. Brittle, worm eaten, hard binding. The original volume with length of 17 cm. Author: Nalinikisora Guha. Publisher: Calcutta : Arya sahitya bhaban.                                                          View images from this file (127)                                    ","EAP341/1/2","127 Tiff images","Book","File","Bengali","Bengali","1927","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_2/1.jp2/full/!600,300/0/default.jpg"
"3","Ratnamala (vol- I) [1316 [B. S.] 1909]","        This book deals with the subject: Culture and Society. Brittle, worm eaten, loose binding. The original volume with length of 18 cm. Author: Madhusudana Bhattacaryay. Publisher: Calcutta : Metcalfe press.              ","EAP341/1/3","985 Tiff images","Book","File","Bengali","Bengali","1909","Access is for research purposes only.","NA"
"4","Srimadbhagabatsara [n. d.]","        This book deals with the subject: Religion. Very brittle, worm eaten, torn pages. The original volume with length of 21 cm. Publisher: S. l. : s. n.                                                          View images from this file (273)                                    ","EAP341/1/4","273 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_4/1.jp2/full/!600,300/0/default.jpg"
"5","Srimadbhagabata (ekadasa o dvadasa skandha) [n. d.]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 21 cm. Publisher: S. l. : s. n.                                                          View images from this file (323)                                    ","EAP341/1/5","323 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_5/1.jp2/full/!600,300/0/default.jpg"
"6","Srimadbhagabata (prathama skandha haite ashtama skandha) [1291 [B. S.] 1884]","        This book deals with the subject: Religion. First 28 pages missing. Original material: 1 book. Brittle, worm eaten, ton pages. The original volume with length of 20 cm. Author: Maharshi Krishnadvaipayana. Publisher: Calcutta : Pratap chandra roy.              ","EAP341/1/6","827 Tiff images","Book","File","Bengali","Bengali","1884","Access is for research purposes only.","NA"
"7","Srimadbhagabata (nabama skandha haite dvadasa skandha) [1292 [B. S.] 1885]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten, ton pages. The original volume with length of 20 cm. Author: Maharshi Krishnadvaipayana. Publisher: Calcutta : Pratap chandra roy.              ","EAP341/1/7","685 Tiff images","Book","File","Bengali","Bengali","1885","Access is for research purposes only.","NA"
"8","Srimadbhagabatam (kuntira abama bhishmera staba) [1332 [B. S.] 1925]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 21 cm. Publisher: Calcutta : Yogendranath Mukhopadhyay. Editor: Gopala Bhattacaryay.                                                          View images from this file (137)                                    ","EAP341/1/8","137 Tiff images","Book","File","Bengali","Bengali","1925","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_8/1.jp2/full/!600,300/0/default.jpg"
"9","Harilila (dashama paricheda haite unabimsha paricheda) [1298 [B. S.] 1891]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten, hard binding. The original volume with length of 17 cm. Author: Basantakumara Bhattacarya. Publisher: Calcutta : Niyogipukur street len.                                                          View images from this file (243)                                    ","EAP341/1/9","243 Tiff images","Book","File","Bengali","Bengali","1891","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_9/1.jp2/full/!600,300/0/default.jpg"
"10","Baishnabacara - paddhati [1319 [B. S.] 1912]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten, hard binding. The original volume with length of 17 cm. Author: Surendramohana Bhattacarya. Publisher: Calcutta : Satish Chandra shil.              ","EAP341/1/10","589 Tiff images","Book","File","Bengali","Bengali","1912","Access is for research purposes only.","NA"
"11","Radhakrishna - tattva [n. d.]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 17 cm. Author: Surendramohana Bhattacarya. Publisher: S. l. : s. n.                                                          View images from this file (397)                                    ","EAP341/1/11","397 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_11/1.jp2/full/!600,300/0/default.jpg"
"12","Ratnamala (vol- I) [1316 [B. S.] 1909]","        This book deals with the subject: Culture and Society. Original material: 1 book. Brittle, worm eaten, hard binding. The original volume with length of 17 cm. Author: Madhusudana Bhattacarya. Publisher: Calcutta : Metcalfe press.              ","EAP341/1/12","1476 Tiff images","Book","File","Bengali","Bengali","1909","Access is for research purposes only.","NA"
"13","Raja rammohana raya pranita granthabali [1795 [Shak] 1873]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten, hard binding. The original volume with length of 19 cm. Publisher: S. l. : Rajnarayan Basu . Editor: Rajnarayana Basu and Ananda chandra Bedantabagish.              ","EAP341/1/13","829 Tiff images","Book","File","Bengali","Bengali","1873","Access is for research purposes only.","NA"
"14","Srimadbhagabatsara [n. d.]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten, ton pages. The original volume with length of 18 cm. Publisher: S. l. : s. n.              ","EAP341/1/14","479 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","NA"
"15","Srikrishnaprema - tarangini (srimadbhagabatera payranubada) [1312 [B. S.] 1905]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 22 cm. Author: Bhagabatacaryakrita. Publisher: Calcutta : Bangiya Sahitya Parisad.              ","EAP341/1/15","455 Tiff images","Book","File","Bengali","Bengali","1905","Access is for research purposes only.","NA"
"16","Sricaitanyacaritera upadana [1939]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten, loos binding. The original volume with length of 24 cm. Author: Bimanbihari Majumdara. Publisher: Calcutta : University of Calcutta.              ","EAP341/1/16","821 Tiff images","Book","File","Bengali","Bengali","1939","Access is for research purposes only.","NA"
"17","Anandalila [n. d.]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 28 cm. Author: Kuladaprasada Mallika. Publisher: S. l. : s. n.                                                          View images from this file (33)                                    ","EAP341/1/17","33 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_17/1.jp2/full/!600,300/0/default.jpg"
"18","Sanatana baishnaba bratadina [n. d.]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 20 cm. Author: Haricarana Mallika. Publisher: S. l. : s. n.                                                          View images from this file (137)                                    ","EAP341/1/18","137 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_18/1.jp2/full/!600,300/0/default.jpg"
"19","Sri Sri Raspancadhyaya [1318 [B. S.] 1911]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 16 cm. Author: Naliniranjana Mitra. Publisher: Calcutta : Shri press.                                                          View images from this file (45)                                    ","EAP341/1/19","45 Tiff images","Book","File","Bengali","Bengali","1911","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_19/1.jp2/full/!600,300/0/default.jpg"
"20","Krishnabatara rahasya arthata tadbishyani sastriya o etihasika alocana [1324 [B. S.] 1917]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 22 cm. Author: Bhubanesvara Mitra. Publisher: Calcutta : Bhabani prasad mitra.                                                          View images from this file (97)                                    ","EAP341/1/20","97 Tiff images","Book","File","Bengali","Bengali","1917","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_20/1.jp2/full/!600,300/0/default.jpg"
"21","Ajamila - carita [1313 [B. S.] 1906]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 16 cm. Author: Ambikacarana Mukhopadhyaya. Publisher: Dhaka : s. n...                                                          View images from this file (101)                                    ","EAP341/1/21","101 Tiff images","Book","File","Bengali","Bengali","1906","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_21/1.jp2/full/!600,300/0/default.jpg"
"22","Srikrishnalila rahasya ba gopaltapani upanishata [1324 [B. S.] 1917]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 17 cm. Publisher: Calcutta : Basumati Sahitya Mandir. Editor: Upendranatha Mukhopadhyaya.                                                          View images from this file (77)                                    ","EAP341/1/22","77 Tiff images","Book","File","Bengali","Bengali","1917","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_22/1.jp2/full/!600,300/0/default.jpg"
"23","Radhatantram [1341 [B. S.] 1934]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten, hard binding. The original volume with length of 20 cm. Author: Kamakshyanatha Mukhopadhyaya. Publisher: Calcutta : Hiran kumar mukhopadhyay.                                                          View images from this file (383)                                    ","EAP341/1/23","383 Tiff images","Book","File","Bengali","Bengali","1934","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_23/1.jp2/full/!600,300/0/default.jpg"
"24","Srikrishna - kusumanjali [1332 [B. S.] 1925]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 18 cm. Author: Candicarana Mukhopadhyaya. Publisher: Calcutta : Debendranath de.                                                          View images from this file (271)                                    ","EAP341/1/24","271 Tiff images","Book","File","Bengali","Bengali","1925","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_24/1.jp2/full/!600,300/0/default.jpg"
"25","Radhakrishna balasa arthata srisriradhakrishnera brajalila [1321 [B. S.] 1914]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten, hard binding. The original volume with length of 21 cm. Author: Jayanarayana Mukhopadhyaya. Publisher: Calcutta : Amulya Ratan Bhattacharya.                                                          View images from this file (147)                                    ","EAP341/1/25","147 Tiff images","Book","File","Bengali","Bengali","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_25/1.jp2/full/!600,300/0/default.jpg"
"26","Sripaduka madhuri [1349 [B. S.] 1942]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 18 cm. Author: Nagendranatha Mukhopadhyaya. Publisher: Calcutta : Nagendranath Mukhopadhyay.                                                          View images from this file (99)                                    ","EAP341/1/26","99 Tiff images","Book","File","Bengali","Bengali","1942","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_26/1.jp2/full/!600,300/0/default.jpg"
"27","Prabhasa yajna (vol- I) [1293 [B. S.] 1886]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 20 cm. Author: Bholanatha Mukhopadhyaya. Publisher: Calcutta : Biswambar Laha.                                                          View images from this file (219)                                    ","EAP341/1/27","219 Tiff images","Book","File","Bengali","Bengali","1886","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_27/1.jp2/full/!600,300/0/default.jpg"
"28","Prabhasa yajna (vol- IIl) [n. d.]","        This book deals with the subject: Religion. Original material: 1 book. Very brittle, worm eaten, ton pages. The original volume with length of 20 cm. Author: Bholanatha Sharma. Publisher: S. l. : s. n...                                                          View images from this file (207)                                    ","EAP341/1/28","207 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_28/1.jp2/full/!600,300/0/default.jpg"
"29","Nabadvipa mahima [1291 [B. S.] 1884]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten, hard binding. The original volume with length of 17 cm. Author: Kanticandra Rari. Publisher: Hooghly : Tulsidas Laha.                                                          View images from this file (205)                                    ","EAP341/1/29","205 Tiff images","Book","File","Bengali","Bengali","1884","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_29/1.jp2/full/!600,300/0/default.jpg"
"30","Radhakrishna bilasa [n. d.]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten, hard binding. The original volume with length of 20 cm. Publisher: S. l. : s. n.                                                          View images from this file (143)                                    ","EAP341/1/30","143 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_30/1.jp2/full/!600,300/0/default.jpg"
"31","Rasrasamrita [1258 [B. S.] 1851]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten, ton pages, loos binding. The original volume with length of 17 cm. Author: Dvarikanatha Raya. Publisher: Calcutta : Ishwarchandra Mukhopadhyay.                                                          View images from this file (103)                                    ","EAP341/1/31","103 Tiff images","Book","File","Bengali","Bengali","1851","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_31/1.jp2/full/!600,300/0/default.jpg"
"32","Gouranga nigura tattva [n. d.]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 17 cm. Author: Prasannagopala Raya. Publisher: Krishnanagar : s. n.                                                          View images from this file (101)                                    ","EAP341/1/32","101 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_32/1.jp2/full/!600,300/0/default.jpg"
"33","Srikrishnapremtarangini [1317 [B. S.] 1910]","        This book deals with the subject: Religion. Original material: 1 book. Very brittle, worm eaten, ton pages. The original volume with length of 20 cm. Publisher: Calcutta : Natabar Chakrabarty . Editor: Basantaranjana Bidvadballbha Raya.              ","EAP341/1/33","501 Tiff images","Book","File","Bengali","Bengali","1910","Access is for research purposes only.","NA"
"34","Naradiya bhakti - sutra (mula) [n. d.]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 18 cm. Author: Matilala Raya. Publisher: Calcutta : Krishnaprasad Ghosh.                                                          View images from this file (91)                                    ","EAP341/1/34","91 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_34/1.jp2/full/!600,300/0/default.jpg"
"35","Srisriradharamana kathamrita ba srisricarana dasa babajira upadesa [1332 [B. S.] 1925]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 16 cm. Publisher: Hooghly : Yatindranath Roy and Kalikumar Mitra. Editor: Yatindranatha Raya and KaliKumara Mitra.                                                          View images from this file (115)                                    ","EAP341/1/35","115 Tiff images","Book","File","Bengali","Bengali","1925","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_35/1.jp2/full/!600,300/0/default.jpg"
"36","Sri Sri Lila - bhagabata ba srisrikrishnalilamrita (vol- I) [n. d.]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 23 cm. Author: Surendranarayana Raya (comp.). Publisher: Calcutta : Bidhubhushan Datta.                                                          View images from this file (341)                                    ","EAP341/1/36","341 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_36/1.jp2/full/!600,300/0/default.jpg"
"37","Srisridvadasa gopala ba sripatera itibritta [1331 [B. S.] 1924]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 18 cm. Author: Amulyadhana Raya Bhatta. Publisher: Calcutta : Sital Chandra Bhattacharyay.                                                          View images from this file (213)                                    ","EAP341/1/37","213 Tiff images","Book","File","Bengali","Bengali","1924","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_37/1.jp2/full/!600,300/0/default.jpg"
"38","Srikrishnacinta [1333 [B. S.] 1926]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 18 cm. Author: Jnananda Raya Coudhury. Publisher: Calcutta : Bengal Press.                                                          View images from this file (69)                                    ","EAP341/1/38","69 Tiff images","Book","File","Bengali","Bengali","1926","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_38/1.jp2/full/!600,300/0/default.jpg"
"39","Ujjvala nilmani [1295 [B. S.] 1888]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 24 cm. Author: Rupgosvami. Publisher: Murshidabad : Ramnarayan Bidyaratna.              ","EAP341/1/39","1021 Tiff images","Book","File","Bengali","Bengali","1888","Access is for research purposes only.","NA"
"40","Bhaktirasamrita sindhu [n. d.]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 22 cm. Publisher: S. l. : s. n.                                                          View images from this file (145)                                    ","EAP341/1/40","145 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_40/1.jp2/full/!600,300/0/default.jpg"
"41","Maharshi bedbyasa-pranita srikrishnalila - rahasya (bangla gadyanubada) [1293 [B. S.] 1886]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 17 cm. Author: Maharshi Bedbyasa. Publisher: Calcutta : Bedanta Press.                                                          View images from this file (99)                                    ","EAP341/1/41","99 Tiff images","Book","File","Bengali","Bengali","1886","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_41/1.jp2/full/!600,300/0/default.jpg"
"42","Bhakticaitanyacandrika arthata caitanyera jibana o dharma [1297 [B. S.] 1890]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten, hard binding. The original volume with length of 19 cm. Author: Ciranjiba Sarma. Publisher: Calcutta : Monimohan Rokshit.                                                          View images from this file (277)                                    ","EAP341/1/42","277 Tiff images","Book","File","Bengali","Bengali","1890","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_42/1.jp2/full/!600,300/0/default.jpg"
"43","Bhakticaitanyacandrika (purba bibhaga) [1800 [Shak] 1878]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 21 cm. Author: Ciranjiba Sarma. Publisher: Calcutta : Monimohan Rokshit.                                                          View images from this file (173)                                    ","EAP341/1/43","173 Tiff images","Book","File","Bengali","Bengali","1878","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_43/1.jp2/full/!600,300/0/default.jpg"
"44","Bhakticaitanyacandrika (uttara bibhaga) [1806 [Shak] 1884]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 21 cm. Author: Ciranjiba Sarma. Publisher: Calcutta : Gourmohan Das.                                                          View images from this file (207)                                    ","EAP341/1/44","207 Tiff images","Book","File","Bengali","Bengali","1806","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_44/1.jp2/full/!600,300/0/default.jpg"
"45","Raslila [1304 [B. S.] 1897]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 20 cm. Author: Birnrisimha Sarma. Publisher: Calcutta : s. n...                                                          View images from this file (101)                                    ","EAP341/1/45","101 Tiff images","Book","File","Bengali","Bengali","1897","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_45/1.jp2/full/!600,300/0/default.jpg"
"46","Sacitra jagadisa mahatmya [n. d.]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 18 cm. Author: Sukdeba Sarma. Publisher: Calcutta : Ram Press.                                                          View images from this file (81)                                    ","EAP341/1/46","81 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_46/1.jp2/full/!600,300/0/default.jpg"
"47","Gopigita [1325 [B. S.] 1918]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 19 cm. Publisher: Calcutta : Sarachandra Shil.                                                          View images from this file (33)                                    ","EAP341/1/47","33 Tiff images","Book","File","Bengali","Bengali","1918","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_47/1.jp2/full/!600,300/0/default.jpg"
"48","Srinarada pancaratra [n. d.]","        This book deals with the subject: Religion. Problem in page number order after 526 page. Original material: 1 book. Very brittle, worm eaten, ton pages. The original volume with length of 21 cm. Publisher: S. l. : s. n.              ","EAP341/1/48","603 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","NA"
"49","Sricaitanyadebera dakshina bhramana (vol- I) sricaitanya-caritamrita [1342 [B. S.] 1935]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 18 cm. Author: Carucandra Srimani. Publisher: Calcutta : Lalit Mohan Srimani.                                                          View images from this file (171)                                    ","EAP341/1/49","171 Tiff images","Book","File","Bengali","Bengali","1935","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_49/1.jp2/full/!600,300/0/default.jpg"
"50","Sricaitanyadebera dakshina bhramana (vol- II) gobindradasera karca [1342 [B. S.] 1935]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 18 cm. Author: Carucandra Srimani. Publisher: Calcutta : Lalit Mohan Srimani.                                                          View images from this file (133)                                    ","EAP341/1/50","133 Tiff images","Book","File","Bengali","Bengali","1935","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_50/1.jp2/full/!600,300/0/default.jpg"
"51","Srisrigopala sahasranama (stobam) [n. d.]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 18 cm. Publisher: S. l. : s. n.                                                          View images from this file (93)                                    ","EAP341/1/51","93 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_51/1.jp2/full/!600,300/0/default.jpg"
"52","Srisribhagabata (sampurna dvadas skanda) [1342 [B. S.] 1935]","        This book deals with the subject: Religion. Original material: 1 book. Very brittle, worm eaten. The original volume with length of 18 cm. Author: Biharilala Sarkara. Publisher: Calcutta : SaraShilal Sarkar.              ","EAP341/1/52","489 Tiff images","Book","File","Bengali","Bengali","1935","Access is for research purposes only.","NA"
"53","Premyoga (vol- III) [1838 [Shak] 1916]","        This book deals with the subject: Religion. Original material: 1 book. Very brittle, worm eaten. The original volume with length of 17 cm. Author: Yogendrakumara Sarkara. Publisher: Faridpur : Mahendra.                                                          View images from this file (201)                                    ","EAP341/1/53","201 Tiff images","Book","File","Bengali","Bengali","1838","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_53/1.jp2/full/!600,300/0/default.jpg"
"54","Srimanmadhabacarya biracita - tattvamuktabali ba mayabada-satadushani [n. d.]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 17 cm. Publisher: Calcutta : Kunjabihari Bidyabhusan. Editor: Bhakti Siddhanta Sarasvati.                                                          View images from this file (61)                                    ","EAP341/1/54","61 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_54/1.jp2/full/!600,300/0/default.jpg"
"55","Sri Tattva sutra [n. d.]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 18 cm. Publisher: Calcutta : Sri Takura Bhaktibinod Smrity Sanrakshan Samiti. Editor: Bhakti Siddhanta Sarasvati.                                                          View images from this file (149)                                    ","EAP341/1/55","149 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_55/1.jp2/full/!600,300/0/default.jpg"
"56","Sri Nabadvipa dhama [n. d.]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 18 cm. Publisher: Calcutta : Ramgobinda Bidyananda. Editor: Bhakti Siddhanta Sarasvati.                                                          View images from this file (53)                                    ","EAP341/1/56","53 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_56/1.jp2/full/!600,300/0/default.jpg"
"57","Prabodha koumudi [1817 [Shak] 1895]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 15 cm. Author: Krishnananda Svami. Publisher: Baranasi : Ananda Mondal.                                                          View images from this file (99)                                    ","EAP341/1/57","99 Tiff images","Book","File","Bengali","Bengali","1817","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_57/1.jp2/full/!600,300/0/default.jpg"
"58","Sri Sri Raslila [n. d.]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 18 cm. Author: Brahmananda Svami. Publisher: Calcutta : Gurudas Chattopadhyay.                                                          View images from this file (135)                                    ","EAP341/1/58","135 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_58/1.jp2/full/!600,300/0/default.jpg"
"59","Srikrishna satkathamrita [1323 [B. S.] 1916]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 16 cm. Author: Kshetranatha Sena. Publisher: Calcutta : Sri Sri Krisnananda Charanasrita.                                                          View images from this file (63)                                    ","EAP341/1/59","63 Tiff images","Book","File","Bengali","Bengali","1916","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_59/1.jp2/full/!600,300/0/default.jpg"
"60","Dakshinartye srikrishnacaitanya [1324 [B. S.] 1917]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 19 cm. Author: Rebatimohana Sena. Publisher: Calcutta : Debendranath Bhattacaryay.                                                          View images from this file (153)                                    ","EAP341/1/60","153 Tiff images","Book","File","Bengali","Bengali","1917","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_60/1.jp2/full/!600,300/0/default.jpg"
"61","Saccidananda niyamamrita [n. d.]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 18 cm. Publisher: Calcutta : Sakyasingha Sena.                                                          View images from this file (95)                                    ","EAP341/1/61","95 Tiff images","Book","File","Bengali","Bengali","1841-1971","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_61/1.jp2/full/!600,300/0/default.jpg"
"62","Naderanimai' gitabali [1339 [B. S.] 1932]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 18 cm. Publisher: Howrah : s. n.                                                          View images from this file (53)                                    ","EAP341/1/62","53 Tiff images","Book","File","Bengali","Bengali","1932","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_62/1.jp2/full/!600,300/0/default.jpg"
"63","Naderanimai (brindabana lila) gitabali [1343 [B. S.] 1936]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 19 cm. Publisher: Howrah : s. n.                                                          View images from this file (25)                                    ","EAP341/1/63","25 Tiff images","Book","File","Bengali","Bengali","1936","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_63/1.jp2/full/!600,300/0/default.jpg"
"64","Japaji [1915]","        This book deals with the subject: Religion. Original material: 1 book. Brittle, worm eaten. The original volume with length of 18 cm. Author: Mahatma Guru Nanaka (au.), Kirancnada Darbesa (tr.). Publisher: Calcutta : Naliniranjan Bandapadhyay.                                                          View images from this file (85)                                    ","EAP341/1/64","85 Tiff images","Book","File","Bengali","Bengali","1915","Access is for research purposes only.","https://images.eap.bl.uk/EAP341/EAP341_1_64/1.jp2/full/!600,300/0/default.jpg"
