"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"26","Bala Mykunda Stotra","        Digital images of Bala Mykunda stotra. Author: Shankarachary. Date: unknown. Extent: 4 folios. Comments: with four illustrations.                                                          View images from this file (12)                                    ","EAP023/1/1/26","12 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_26/1.jp2/full/!600,300/0/default.jpg"
"27","Abhanga-Pade Ekanath Tukarami [1931]","        Digital images of Abhanga-Pade Ekanath-Tukarami. Author: Ekanath and Tukurami. Date: 1931. Extent: 54 folios. Comment: poetry.                                                          View images from this file (87)                                    ","EAP023/1/1/27","87 TIFF images","Manuscript","File","Marathi","Devanagari","1931","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_27/1.jp2/full/!600,300/0/default.jpg"
"28","Prakashadipa Muntoji","        Digital images of Prakashadipa. Author: Muntoji Brahmani. Date: unknown. Extent: 60 folios. Comments: with Abhangas by Narahari, Tukaram, Chokhamela and Kapilagita.                                                          View images from this file (114)                                    ","EAP023/1/1/28","114 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_28/1.jp2/full/!600,300/0/default.jpg"
"29","Sivaratrakatha","        Digital images of Sivaratrakatha. Author: unknown. Date: unknown. Extent: 5 folios. Comment: Purana.                                                          View images from this file (11)                                    ","EAP023/1/1/29","11 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_29/1.jp2/full/!600,300/0/default.jpg"
"30","Bhagavata","        Digital images of Bhagavata. Author: unknown. Date: unknown. Extent: 4 folios. Comments: Purana, Skandha Ad. 12.                                                          View images from this file (9)                                    ","EAP023/1/1/30","9 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_30/1.jp2/full/!600,300/0/default.jpg"
"31","Pade Abhanga Shloka (Bada Number 13)","        Digital images of Pade Abhang Shloka. Author: several authors. Date: unknown. Extent: 127 folios. Comments: with Nathacharitra of Keshava, Adhyaya one. Part of Bada Number 13.                                                          View images from this file (47)                                    ","EAP023/1/1/31","47 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_31/1.jp2/full/!600,300/0/default.jpg"
"32","Abhanga Tukarana","        Digital images of Abhanga Tukarana. Author: Tukaram. Date: unknown. Extent: 33 folios.                                                          View images from this file (37)                                    ","EAP023/1/1/32","37 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_32/1.jp2/full/!600,300/0/default.jpg"
"33","Abhanga Muktabai","        Digital images of Abhanga Muktabai. Author: Muktabai. Date: unknown. Extent: 16 folios. Comment: poetry.                                                          View images from this file (15)                                    ","EAP023/1/1/33","15 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_33/1.jp2/full/!600,300/0/default.jpg"
"34","""Bhagavadgita Samashloki, Adhyaya 1-8""","        Digital images of Bhagavadgita Samashloki Adhyaya 1-8. Author: Waman Pandit. Date: unknown. Extent: 82 folios. Comment: Philosophy.                                                          View images from this file (173)                                    ","EAP023/1/1/34","173 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_34/1.jp2/full/!600,300/0/default.jpg"
"35","Haripatha (complete)","        Digital images of Haripatha (complete). Author: Dnyanadev, Tukaram. Date: unknown. Extent: 20 folios.                                                          View images from this file (34)                                    ","EAP023/1/1/35","34 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_35/1.jp2/full/!600,300/0/default.jpg"
"36","Bhogul Purana","        Digital images of Bhogul Purana. Author: unknown. Date: unknown. Extent: 13 folios. Comment: geography.                                                          View images from this file (42)                                    ","EAP023/1/1/36","42 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_36/1.jp2/full/!600,300/0/default.jpg"
"37","""Sanikirna Stotra Padye, part of Bada Number 12 [1794]""","        Digital images of Sanikirna Stotra Padye. Author: unknown. Date: 1794. Extent: 50 folios. Comments: poetry. Part of Bada Number 12.                                                          View images from this file (80)                                    ","EAP023/1/1/37","80 TIFF images","Manuscript","File","Marathi","Devanagari","1794","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_37/1.jp2/full/!600,300/0/default.jpg"
"38","Pade Abhang Gaulani","        Digital images of Pade Abhang Gaulani. Author: several contributors. Date: unknown. Extent: 40 folios. Comment: poetry.                                                          View images from this file (127)                                    ","EAP023/1/1/38","127 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_38/1.jp2/full/!600,300/0/default.jpg"
"39","""Bada Number 15: Bhagavata Skandha IX. Ad. 2; Gajendra Moksha, Radha Vinoda Kavya""","        Digital images of Bada Number 15, containing two texts: Bhagavata Skandha IX. And Ad. 2, Author: Waman Pandit. Date: unknown; and Gajendra Moksha, Radha Vinoda Kavya. Author: Jayaram Krishnadas. Date: unknown. Comment: Purana, 36 shlokas.                                                          View images from this file (49)                                    ","EAP023/1/1/39","49 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_39/1.jp2/full/!600,300/0/default.jpg"
"40","Bada Number 16: Balakrida (incomplete); Kayla","        Digital images of Bada Number 16, containing two texts: Balakrida (incomplete). Author: Muurarimalla. Date: unknown. Extent: 40 folios. Comment: Poetry, shlokas 300/1000; and Kayla. Author: Veni Swami. Date: unknown. Extent: 4 folios. Comment: poetry.                                                          View images from this file (84)                                    ","EAP023/1/1/40","84 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_40/1.jp2/full/!600,300/0/default.jpg"
"41","Abhang Pade Prakarane (Bada Number 17)","        Digital images of Abhang Pade Prakarane. Author: several authors. Date: unknown. Extent: 100 folios. Commentary: Poetry, part of Bada Number 17.                                                          View images from this file (177)                                    ","EAP023/1/1/41","177 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_41/1.jp2/full/!600,300/0/default.jpg"
"42","Waman Charitra","        Digital images of Waman Charitra. Author: Waman Pandit. Date: unknown. Extent: 8 folios. Comment: Biography.                                                          View images from this file (13)                                    ","EAP023/1/1/42","13 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_42/1.jp2/full/!600,300/0/default.jpg"
"43","Shuka Rambja Samvada","        Digital images of Shuka Rambja Samvada. Author: Waman. Date: unknown. Extent: 6 folios. Comment: poetry.                                                          View images from this file (11)                                    ","EAP023/1/1/43","11 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_43/1.jp2/full/!600,300/0/default.jpg"
"44","Pralhada Charitra - Narahari Darpa","        Digital images of Pralhada Charitra. Author: Waman Pandit. Date: unknown. Extent: 16 folios. Comment: poetry.                                                          View images from this file (39)                                    ","EAP023/1/1/44","39 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_44/1.jp2/full/!600,300/0/default.jpg"
"45","Dvaraka Vijaya","        Digital images of Dvaraka Vijaya. Author: Waman Pandit. Date: unknown. Extent: 20 folios. Comment: poetry.                                                          View images from this file (64)                                    ","EAP023/1/1/45","65 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_45/1.jp2/full/!600,300/0/default.jpg"
"46","Mukundavilasa","        Digital images of Mukundavilasa. Author: Waman Pandit. Date: unknown. Extent: 8 folios. Comment: poetry.                                                          View images from this file (19)                                    ","EAP023/1/1/46","19 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_46/1.jp2/full/!600,300/0/default.jpg"
"47","""Radhabhujang, Atratya""","        Digital images of two texts, Radhabhujang and Atratya. Authors: Waman and Ramanand, respectively. Dates: unknown. Extent: 12 folios. Comment:poetry.                                                          View images from this file (19)                                    ","EAP023/1/1/47","19 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_47/1.jp2/full/!600,300/0/default.jpg"
"48","Bhama Vilasa Radha Vilasa","        Digital images of Bhama Vilasa Radha Vilasa. Author: Waman Pandit. Date: unknown. Extent: 16 folios. Comment: poetry.                                                          View images from this file (24)                                    ","EAP023/1/1/48","24 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_48/1.jp2/full/!600,300/0/default.jpg"
"49","Lopamudra Akhyam Gopigita","        Digital images of Lopamudra Akhyan Gopigita. Author: Waman Pandit. Date: unknown. Extent: 12 folios. Comment: poetry.                                                          View images from this file (25)                                    ","EAP023/1/1/49","25 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_49/1.jp2/full/!600,300/0/default.jpg"
"50","Ragadari Chija Pade Aratya (Bada Number 19)","        Digital images of Ragadari Chija Pade Aratya. Author: several authors featured. Date: unknown. Extent: 25 folios. Comment: poetry and music, part of Bada Number 19.                                                          View images from this file (65)                                    ","EAP023/1/1/50","65 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_50/1.jp2/full/!600,300/0/default.jpg"
"51","Chandravali Charitra [Sake 1732]","        Digital images of Chandravali Charitra. Author: M. Dikshit. Date: Sake 1732. Extent: 14 folios. Comment: poetry.                                                          View images from this file (15)                                    ","EAP023/1/1/51","15 TIFF images","Manuscript","File","Marathi","Devanagari","1810","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_51/1.jp2/full/!600,300/0/default.jpg"
"52","Abhanga","        Digital images of Abhanga. Author: Tukaram. Date: unknown. Extent: 84 folios. Comment: poetry, abhanga.                                                          View images from this file (99)                                    ","EAP023/1/1/52","99 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_52/1.jp2/full/!600,300/0/default.jpg"
"53","Karma Vipala Nityananda 267 ovis [Sake 1723]","        Digital images of Karma Vipaka Nityananda 267 ovis. Author: Nityananda. Date: Sake 1723. Extent: 18 folios. Comment: philosophy.                                                          View images from this file (39)                                    ","EAP023/1/1/53","39 TIFF images","Manuscript","File","Marathi","Devanagari","1801","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_53/1.jp2/full/!600,300/0/default.jpg"
"54","Mulastambha Adhyay 1 - 7 [Sake 1723]","        Digital images of Mulastambha Adhyay 1 - 7. Author: unknown. Date: Sake 1723. Extent: 32 folios. Comment: philosophy.                                                          View images from this file (63)                                    ","EAP023/1/1/54","63 TIFF images","Manuscript","File","Marathi","Devanagari","1801","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_54/1.jp2/full/!600,300/0/default.jpg"
"55","Vyankatesha Stotra [Sake 1787]","        Digital images of Vyankatesha Stotra. Author: Devidasa. Date: Sake 1787. Extent: 18 folios. Comment: Stotra.                                                          View images from this file (19)                                    ","EAP023/1/1/55","19 TIFF images","Manuscript","File","Marathi","Devanagari","1865","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_55/1.jp2/full/!600,300/0/default.jpg"
"56","Bibhishana Stotra Stavana 39 ovis","        Digital images of Bibhishana Stotra Stavana 39 ovis. Author: unknown. Date: unknown. Extent: 6 folios. Comment: Stotra.                                                          View images from this file (7)                                    ","EAP023/1/1/56","7 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_56/1.jp2/full/!600,300/0/default.jpg"
"57","Bhaktisara 300 ovis [16th century]","        Digital images of Bhaktisara 300 ovis. Author: thought to be Ekanatha. Date: thought to be 16th century. Extent: 20 folios. Comment: philosophy.                                                          View images from this file (37)                                    ","EAP023/1/1/57","37 TIFF images","Manuscript","File","Marathi","Devanagari","16th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_57/1.jp2/full/!600,300/0/default.jpg"
"58","Abhanga Namamahatmyache","        Digital images of Abhanga Namamahatmyache. Author: Tukarama. Date: unknown. Extent: 20 folios. Comment: Poetry, adhanga.                                                          View images from this file (36)                                    ","EAP023/1/1/58","36 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_58/1.jp2/full/!600,300/0/default.jpg"
"59","Manachi Shate","        Digital images of Manachi Shate. Author: Ramadasa. Date: unknown. Extent: 13 folios. Comment: Poetry, shloka.                                                          View images from this file (27)                                    ","EAP023/1/1/59","27 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_59/1.jp2/full/!600,300/0/default.jpg"
"60","Viduraniti Yakshaprashna","        Digital images of Viduraniti Yakshaprashna. Author: Vyasa. Date: unknown. Extent: 14 folios. Comments: philosophy.                                                          View images from this file (30)                                    ","EAP023/1/1/60","30 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_60/1.jp2/full/!600,300/0/default.jpg"
"61","Kekavali of Mayar [1932]","        Digital images of Kekavali of Mayar. Author: Moropanta. Date: Samvat 1932. Extent: 18 folios. Comments: poetry.                                                          View images from this file (25)                                    ","EAP023/1/1/61","25 TIFF images","Manuscript","File","Marathi","Devanagari","1932","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_61/1.jp2/full/!600,300/0/default.jpg"
"62","""Bada Number 20: Granthachatushtaya Bada (Manache Shtoka, Sant Sakhu Charitra, Kaliya Mardana, Harischandrakhyna)""","        Digital images of a manuscript Granthachatushtaya Bada (Bada Number 20), containing 4 texts: Manache Shtoka, author: Ramadasa; Sant Sakhu Charitra, author: Madhvantha. Kaliya Mardana, author: Ekanath; and Harischandrakhyana, author: Shridhar. Date unknown. Extent: 50 folios.                                                          View images from this file (99)                                    ","EAP023/1/1/62","99 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_62/1.jp2/full/!600,300/0/default.jpg"
"63","Kirtan Akhyane - Bada Number 21 [1897]","        Digital images of Kirtan Akhyane. Author: several authors are represented in the text. Date: AD 1897. Extent: 40 folios. Comments: Akhyane: Sudania, Sudhamva, Sthali paka, Ambarish, Gajaganri Vrata, Draupadi Vastraharana, Chandrahas, Hanuman janma, Sita Svayamvara, Gopalkala, Krishnajarim, Bhama garvaharam. Part of Bada Number 21.                                                          View images from this file (142)                                    ","EAP023/1/1/63","142 TIFF images","Manuscript","File","Marathi","Devanagari","1897","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_63/1.jp2/full/!600,300/0/default.jpg"
"64","Gopigita","        Digital images of Gopigita. Author: Waman Pandit. Date: unknown. Extent: 6 folios. Comment: poetry.                                                          View images from this file (13)                                    ","EAP023/1/1/64","13 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_64/1.jp2/full/!600,300/0/default.jpg"
"65","Dattatreya charita","        Digital images of Dattatreya charita. Authpr: unknown. Date: unknown. Extent: 4 folios. Comment: biography.                                                          View images from this file (7)                                    ","EAP023/1/1/65","7 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_65/1.jp2/full/!600,300/0/default.jpg"
"66","""Bada Number 22: Dhruvakhyana (incomplete), Sudamacharita (complete)""","        Digital images of Bada Number 22, comprising two texts, Dhruvakhyana (incomplete) and Sudamacharita (complete). Author(s): unknown. Date(s): unknown. Extent: 11 folios. Comments: Biography.                                                          View images from this file (23)                                    ","EAP023/1/1/66","23 TIFF images","Manuscript","File","Marathi","Devanagari","13th century-18th century","Access is for research purposes only","https://images.eap.bl.uk/EAP023/EAP023_1_1_66/1.jp2/full/!600,300/0/default.jpg"
