"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal"
"79","""Mithuna Junior Issue 79, no. 10 [1993]""","

        

                  
            
              
              View images from this file (63)
            
          
              ","EAP128/1/1/79","63 TIFF images","Periodical","File","Thai, English","Thai, Latin","1993","Access is for research purposes only"
"80","""Mithuna Junior Issue 80, no. 10 [1994]""","

        

                  
            
              
              View images from this file (63)
            
          
              ","EAP128/1/1/80","63 TIFF images","Periodical","File","Thai, English","Thai, Latin","1994","Access is for research purposes only"
"81","Mithuna Junior Issue 81 [1994]","

        

                  
            
              
              View images from this file (63)
            
          
              ","EAP128/1/1/81","63 TIFF images","Periodical","File","Thai, English","Thai, Latin","1994","Access is for research purposes only"
"82","""Mithuna Junior Issue 82, no. 10 [1994]""","

        

                  
            
              
              View images from this file (63)
            
          
              ","EAP128/1/1/82","63 TIFF images","Periodical","File","Thai, English","Thai, Latin","1994","Access is for research purposes only"
"83","Mithuna Junior Issue 83 [1994]","

        

                  
            
              
              View images from this file (63)
            
          
              ","EAP128/1/1/83","63 TIFF images","Periodical","File","Thai, English","Thai, Latin","1994","Access is for research purposes only"
"84","Mithuna Junior Issue 84 [1994]","

        

                  
            
              
              View images from this file (63)
            
          
              ","EAP128/1/1/84","63 TIFF images","Periodical","File","Thai, English","Thai, Latin","1994","Access is for research purposes only"
"85","Mithuna Junior Issue 85 [1994]","

        

                  
            
              
              View images from this file (63)
            
          
              ","EAP128/1/1/85","63 TIFF images","Periodical","File","Thai, English","Thai, Latin","1994","Access is for research purposes only"
"86","Mithuna Junior Issue 86 [1994]","

        

                  
            
              
              View images from this file (63)
            
          
              ","EAP128/1/1/86","63 TIFF images","Periodical","File","Thai, English","Thai, Latin","1994","Access is for research purposes only"
"87","Mithuna Junior Issue 87 [1995]","

        

                  
            
              
              View images from this file (63)
            
          
              ","EAP128/1/1/87","63 TIFF images","Periodical","File","Thai, English","Thai, Latin","1995","Access is for research purposes only"
"88","Mithuna Junior Issue 88 [1995]","

        

                  
            
              
              View images from this file (63)
            
          
              ","EAP128/1/1/88","63 TIFF images","Periodical","File","Thai, English","Thai, Latin","1995","Access is for research purposes only"
"89","Mithuna Junior Issue 89 [1995]","

        

                  
            
              
              View images from this file (63)
            
          
              ","EAP128/1/1/89","63 TIFF images","Periodical","File","Thai, English","Thai, Latin","1995","Access is for research purposes only"
"90","Mithuna Junior Issue 90 [1995]","

        

                  
            
              
              View images from this file (63)
            
          
              ","EAP128/1/1/90","63 TIFF images","Periodical","File","Thai, English","Thai, Latin","1995","Access is for research purposes only"
"91","Mithuna Junior Issue 91 [1995]","

        

                  
            
              
              View images from this file (63)
            
          
              ","EAP128/1/1/91","63 TIFF images","Periodical","File","Thai, English","Thai, Latin","1995","Access is for research purposes only"
"92","Mithuna Junior Issue 92 [1995]","

        

                  
            
              
              View images from this file (63)
            
          
              ","EAP128/1/1/92","63 TIFF images","Periodical","File","Thai, English","Thai, Latin","1995","Access is for research purposes only"
"93","Mithuna Junior Issue 93 [1996]","

        

                  
            
              
              View images from this file (63)
            
          
              ","EAP128/1/1/93","63 TIFF images","Periodical","File","Thai, English","Thai, Latin","1996","Access is for research purposes only"
"94","Mithuna Junior Issue 94 [1996]","

        

                  
            
              
              View images from this file (63)
            
          
              ","EAP128/1/1/94","63 TIFF images","Periodical","File","Thai, English","Thai, Latin","1996","Access is for research purposes only"
"95","Mithuna Junior Issue 95 [1996]","

        

                  
            
              
              View images from this file (63)
            
          
              ","EAP128/1/1/95","63 TIFF images","Periodical","File","Thai, English","Thai, Latin","1996","Access is for research purposes only"
"96","Mithuna Junior Issue 96 [1997]","

        

                  
            
              
              View images from this file (63)
            
          
              ","EAP128/1/1/96","63 TIFF images","Periodical","File","Thai, English","Thai, Latin","1997","Access is for research purposes only"
"97","""Julasan Kunlagay Issue1, no 1 [1989]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/1","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1989","Access is for research purposes only"
"98","""Julasan Kunlagay Issue 2, no. 1 [1990]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/2","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1990","Access is for research purposes only"
"99","""Julasan Kunlagay Issue 3, no. 1 [1990]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/3","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1990","Access is for research purposes only"
"100","""Julasan Kunlagay Issue 4, no. 1 [1990]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/4","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1990","Access is for research purposes only"
"101","""Julasan Kunlagay Issue 5, no. 1 [1990]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/5","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1990","Access is for research purposes only"
"102","""Julasan Kunlagay Issue 6, no. 1 [1990]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/6","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1990","Access is for research purposes only"
"103","""Julasan Kunlagay Issue 7, no. 1 [1990]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/7","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1990","Access is for research purposes only"
"104","""Julasan Kunlagay Issue 8, no. 1 [1990]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/8","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1990","Access is for research purposes only"
"105","""Julasan Kunlagay Issue 10, no. 1 [1990]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/9","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1990","Access is for research purposes only"
"106","""Julasan Kunlagay Issue 11, no. 1 [1991]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/10","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1991","Access is for research purposes only"
"107","""Julasan Kunlagay Issue 12, no 2 [1991]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/11","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1991","Access is for research purposes only"
"108","""Julasan Kunlagay Issue 13, no. 2 [1991]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/12","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1991","Access is for research purposes only"
"109","""Julasan Kunlagay Issue 22, no. 2 [1992]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/13","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1992","Access is for research purposes only"
"110","""Julasan Kunlagay Issue 26, no. 3 [1992]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/14","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1992","Access is for research purposes only"
"111","""Julasan Kunlagay Issue 27, no. 3 [1992]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/15","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1992","Access is for research purposes only"
"112","""Julasan Kunlagay Issue 32, no. 3 [1993]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/16","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1993","Access is for research purposes only"
"113","""Julasan Kunlagay Issue 33, no. 3 [1993]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/17","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1993","Access is for research purposes only"
"114","""Julasan Kunlagay Issue 34, no. 3 [1993]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/18","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1993","Access is for research purposes only"
"115","""Julasan Kunlagay Issue 35, no. 4 [1994]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/19","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1994","Access is for research purposes only"
"116","""Julasan Kunlagay Issue 39, no. 4 [1994]""","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/20","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1994","Access is for research purposes only"
"117","Julasan Kunlagay Issue 40 [1994]","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/21","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1994","Access is for research purposes only"
"118","Julasan Kunlagay Issue 41 [1995]","

        

                  
            
              
              View images from this file (16)
            
          
              ","EAP128/1/2/22","16 TIFF images","Periodical","File","Thai, English","Thai, Latin","1995","Access is for research purposes only"
"119","AN (Another Way) Magazine Issue 18 [2001]","

        

                  
            
              
              View images from this file (17)
            
          
              ","EAP128/1/3/1","17 TIFF images","Periodical","File","Thai, English","Thai, Latin","2001","Access is for research purposes only"
"120","AN (Another Way) Magazine Issue 21","

        

                  
            
              
              View images from this file (19)
            
          
              ","EAP128/1/3/2","19 TIFF images","Periodical","File","Thai, English","Thai, Latin","2001-2002","Access is for research purposes only"
"121","AN (Another Way) Magazine Issue 22","

        

                  
            
              
              View images from this file (19)
            
          
              ","EAP128/1/3/3","19 TIFF images","Periodical","File","Thai, English","Thai, Latin","2001-2002","Access is for research purposes only"
"122","AN (Another Way) Magazine Issue 23","

        

                  
            
              
              View images from this file (19)
            
          
              ","EAP128/1/3/4","19 TIFF images","Periodical","File","Thai, English","Thai, Latin","2001-2002","Access is for research purposes only"
"123","AN (Another Way) Magazine [2002]","

        

                  
            
              
              View images from this file (17)
            
          
              ","EAP128/1/3/5","17 TIFF images","Periodical","File","Thai, English","Thai, Latin","2002","Access is for research purposes only"
"124","AN (Another Way) Magazine [January 2002]","

        

                  
            
              
              View images from this file (23)
            
          
              ","EAP128/1/3/6","23 TIFF images","Periodical","File","Thai, English","Thai, Latin","Jan 2002","Access is for research purposes only"
"125","""Anjaree-san issue 9, no. 2 [1994]""","

        

                  
            
              
              View images from this file (21)
            
          
              ","EAP128/1/4/1","21 TIFF images","Periodical","File","Thai, English","Thai, Latin","1994","Access is for research purposes only"
"126","""Anjaree-san issue 11, no. 2 [1995]""","

        

                  
            
              
              View images from this file (21)
            
          
              ","EAP128/1/4/2","21 TIFF images","Periodical","File","Thai, English","Thai, Latin","1995","Access is for research purposes only"
"127","""Anjaree-san issue 12, no. 2 [1995]""","

        

                  
            
              
              View images from this file (21)
            
          
              ","EAP128/1/4/3","21 TIFF images","Periodical","File","Thai, English","Thai, Latin","1995","Access is for research purposes only"
"128","Anjaree-san issue 13 [1995]","

        

                  
            
              
              View images from this file (25)
            
          
              ","EAP128/1/4/4","25 TIFF images","Periodical","File","Thai, English","Thai, Latin","1995","Access is for research purposes only"
"129","""Anjaree-san issue 14, no. 2 [1995]""","

        

                  
            
              
              View images from this file (24)
            
          
              ","EAP128/1/4/5","25 TIFF images","Periodical","File","Thai, English","Thai, Latin","1995","Access is for research purposes only"
"130","""Anjaree-san issue 15, no. 3 [1996]""","

        

                  
            
              
              View images from this file (25)
            
          
              ","EAP128/1/4/6","25 TIFF images","Periodical","File","Thai, English","Thai, Latin","1996","Access is for research purposes only"
"131","""Anjaree-san issue 16, no. 3 [1996]""","

        

                  
            
              
              View images from this file (25)
            
          
              ","EAP128/1/4/7","25 TIFF images","Periodical","File","Thai, English","Thai, Latin","1996","Access is for research purposes only"
