Heading"57","https://images.eap.bl.uk/EAP676/EAP676_1_3/21.jp2/info.json","EAP676_1_3/21"
"63","https://images.eap.bl.uk/EAP676/EAP676_1_4/5.jp2/info.json","EAP676_1_4/5"
"73","https://images.eap.bl.uk/EAP676/EAP676_1_5/9.jp2/info.json","EAP676_1_5/9"
"80","https://images.eap.bl.uk/EAP676/EAP676_1_6/6.jp2/info.json","EAP676_1_6/6"
"86","https://images.eap.bl.uk/EAP676/EAP676_1_7/5.jp2/info.json","EAP676_1_7/5"
"93","https://images.eap.bl.uk/EAP676/EAP676_1_8/6.jp2/info.json","EAP676_1_8/6"
"100","https://images.eap.bl.uk/EAP676/EAP676_1_9/6.jp2/info.json","EAP676_1_9/6"
"107","https://images.eap.bl.uk/EAP676/EAP676_1_10/6.jp2/info.json","EAP676_1_10/6"
"119","https://images.eap.bl.uk/EAP676/EAP676_1_11/11.jp2/info.json","EAP676_1_11/11"
"127","https://images.eap.bl.uk/EAP676/EAP676_1_12/7.jp2/info.json","EAP676_1_12/7"
"162","https://images.eap.bl.uk/EAP676/EAP676_1_13/34.jp2/info.json","EAP676_1_13/34"
"189","https://images.eap.bl.uk/EAP676/EAP676_1_14/26.jp2/info.json","EAP676_1_14/26"
"197","https://images.eap.bl.uk/EAP676/EAP676_1_15/7.jp2/info.json","EAP676_1_15/7"
"231","https://images.eap.bl.uk/EAP676/EAP676_1_16/33.jp2/info.json","EAP676_1_16/33"
"241","https://images.eap.bl.uk/EAP676/EAP676_1_17/9.jp2/info.json","EAP676_1_17/9"
"319","https://images.eap.bl.uk/EAP676/EAP676_1_18/77.jp2/info.json","EAP676_1_18/77"
"320","https://images.eap.bl.uk/EAP676/EAP676_1_18/78.jp2/info.json","EAP676_1_18/78"
"471","https://images.eap.bl.uk/EAP676/EAP676_1_19/150.jp2/info.json","EAP676_1_19/150"
"513","https://images.eap.bl.uk/EAP676/EAP676_1_20/41.jp2/info.json","EAP676_1_20/41"
"537","https://images.eap.bl.uk/EAP676/EAP676_1_21/23.jp2/info.json","EAP676_1_21/23"
"541","https://images.eap.bl.uk/EAP676/EAP676_1_22/3.jp2/info.json","EAP676_1_22/3"
"545","https://images.eap.bl.uk/EAP676/EAP676_1_23/3.jp2/info.json","EAP676_1_23/3"
"549","https://images.eap.bl.uk/EAP676/EAP676_1_24/3.jp2/info.json","EAP676_1_24/3"
"791","https://images.eap.bl.uk/EAP676/EAP676_1_25/241.jp2/info.json","EAP676_1_25/241"
"821","https://images.eap.bl.uk/EAP676/EAP676_2_2/3.jp2/info.json","EAP676_2_2/3"
"843","https://images.eap.bl.uk/EAP676/EAP676_2_3/21.jp2/info.json","EAP676_2_3/21"
"867","https://images.eap.bl.uk/EAP676/EAP676_2_4/23.jp2/info.json","EAP676_2_4/23"
"874","https://images.eap.bl.uk/EAP676/EAP676_2_5/6.jp2/info.json","EAP676_2_5/6"
"936","https://images.eap.bl.uk/EAP676/EAP676_2_6/61.jp2/info.json","EAP676_2_6/61"
"1006","https://images.eap.bl.uk/EAP676/EAP676_2_7/69.jp2/info.json","EAP676_2_7/69"
"1055","https://images.eap.bl.uk/EAP676/EAP676_2_8/48.jp2/info.json","EAP676_2_8/48"
"1104","https://images.eap.bl.uk/EAP676/EAP676_2_9/48.jp2/info.json","EAP676_2_9/48"
"1280","https://images.eap.bl.uk/EAP676/EAP676_2_10/175.jp2/info.json","EAP676_2_10/175"
"1287","https://images.eap.bl.uk/EAP676/EAP676_2_11/6.jp2/info.json","EAP676_2_11/6"
"1291","https://images.eap.bl.uk/EAP676/EAP676_2_12/3.jp2/info.json","EAP676_2_12/3"
"1295","https://images.eap.bl.uk/EAP676/EAP676_2_13/3.jp2/info.json","EAP676_2_13/3"
"1299","https://images.eap.bl.uk/EAP676/EAP676_2_14/3.jp2/info.json","EAP676_2_14/3"
"1446","https://images.eap.bl.uk/EAP676/EAP676_2_15/146.jp2/info.json","EAP676_2_15/146"
"1450","https://images.eap.bl.uk/EAP676/EAP676_2_17/3.jp2/info.json","EAP676_2_17/3"
"1454","https://images.eap.bl.uk/EAP676/EAP676_2_18/3.jp2/info.json","EAP676_2_18/3"
"1458","https://images.eap.bl.uk/EAP676/EAP676_2_19/3.jp2/info.json","EAP676_2_19/3"
"1462","https://images.eap.bl.uk/EAP676/EAP676_2_20/3.jp2/info.json","EAP676_2_20/3"
"1466","https://images.eap.bl.uk/EAP676/EAP676_2_21/3.jp2/info.json","EAP676_2_21/3"
"1474","https://images.eap.bl.uk/EAP676/EAP676_2_22/7.jp2/info.json","EAP676_2_22/7"
"1480","https://images.eap.bl.uk/EAP676/EAP676_2_23/5.jp2/info.json","EAP676_2_23/5"
"1484","https://images.eap.bl.uk/EAP676/EAP676_2_24/3.jp2/info.json","EAP676_2_24/3"
"1488","https://images.eap.bl.uk/EAP676/EAP676_2_25/3.jp2/info.json","EAP676_2_25/3"
"1504","https://images.eap.bl.uk/EAP676/EAP676_2_27/11.jp2/info.json","EAP676_2_27/11"
"1513","https://images.eap.bl.uk/EAP676/EAP676_2_28/8.jp2/info.json","EAP676_2_28/8"
"1517","https://images.eap.bl.uk/EAP676/EAP676_2_29/3.jp2/info.json","EAP676_2_29/3"
"1526","https://images.eap.bl.uk/EAP676/EAP676_2_30/8.jp2/info.json","EAP676_2_30/8"
"1531","https://images.eap.bl.uk/EAP676/EAP676_2_31/4.jp2/info.json","EAP676_2_31/4"
"1543","https://images.eap.bl.uk/EAP676/EAP676_2_32/11.jp2/info.json","EAP676_2_32/11"
"1548","https://images.eap.bl.uk/EAP676/EAP676_2_33/4.jp2/info.json","EAP676_2_33/4"
"1580","https://images.eap.bl.uk/EAP676/EAP676_2_34/31.jp2/info.json","EAP676_2_34/31"
"1586","https://images.eap.bl.uk/EAP676/EAP676_2_35/5.jp2/info.json","EAP676_2_35/5"
"1610","https://images.eap.bl.uk/EAP676/EAP676_3_1/20.jp2/info.json","EAP676_3_1/20"
"1617","https://images.eap.bl.uk/EAP676/EAP676_3_2/6.jp2/info.json","EAP676_3_2/6"
"1638","https://images.eap.bl.uk/EAP676/EAP676_3_3/20.jp2/info.json","EAP676_3_3/20"
"1642","https://images.eap.bl.uk/EAP676/EAP676_3_4/3.jp2/info.json","EAP676_3_4/3"
"2014","https://images.eap.bl.uk/EAP676/EAP676_3_5/371.jp2/info.json","EAP676_3_5/371"
"2129","https://images.eap.bl.uk/EAP676/EAP676_3_6/114.jp2/info.json","EAP676_3_6/114"
"2227","https://images.eap.bl.uk/EAP676/EAP676_3_7/97.jp2/info.json","EAP676_3_7/97"
"2233","https://images.eap.bl.uk/EAP676/EAP676_3_8/5.jp2/info.json","EAP676_3_8/5"
"2291","https://images.eap.bl.uk/EAP676/EAP676_3_9/57.jp2/info.json","EAP676_3_9/57"
"2420","https://images.eap.bl.uk/EAP676/EAP676_4_1/8.jp2/info.json","EAP676_4_1/8"
"2478","https://images.eap.bl.uk/EAP676/EAP676_4_2/57.jp2/info.json","EAP676_4_2/57"
"2573","https://images.eap.bl.uk/EAP676/EAP676_4_4/42.jp2/info.json","EAP676_4_4/42"
"2583","https://images.eap.bl.uk/EAP676/EAP676_4_5/9.jp2/info.json","EAP676_4_5/9"
"2684","https://images.eap.bl.uk/EAP676/EAP676_5_2/5.jp2/info.json","EAP676_5_2/5"
