"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal"
"28","qi zao ze ji shu [19th century]","

        Digital images of qi zao ze ji shu, a book on picking auspicious dates and avoiding misfortune dates in erecting new houses. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (12)
            
          
              ","EAP143/1/1/28","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"29","qi zao ze ji shu [19th century]","

        Digital images of qi zao ze ji shu, a book on picking proper dates for various issues in building a new house. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (5)
            
          
              ","EAP143/1/1/29","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"30","sang zang ze ji shu [19th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (12)
            
          
              ","EAP143/1/1/30","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"31","sang zang ze ji shu [19th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (21)
            
          
              ","EAP143/1/1/31","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"32","sang zang ze ji shu [19th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (25)
            
          
              ","EAP143/1/1/32","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"33","sang zang ze ji shu [19th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (12)
            
          
              ","EAP143/1/1/33","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"34","sang zang ze ji shu [19th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (8)
            
          
              ","EAP143/1/1/34","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"35","zong he ze ji shu [19th century]","

        Digital images of zong he ze ji shu, a book on picking auspicious dates for various purposes. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (12)
            
          
              ","EAP143/1/1/35","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"36","sang zang ze ji shu [early 19th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals . Date: early 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (4)
            
          
              ","EAP143/1/1/36","1 file","Manuscript","File","Sui","Shuishu, Sui","early 19th century","Access is for research purposes only."
"37","sang zang ze ji shu [19th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (10)
            
          
              ","EAP143/1/1/37","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"38","zong he ze ji shu [19th century]","

        Digital images of zong he ze ji shu, a book on picking auspicious dates for various purposes. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (4)
            
          
              ","EAP143/1/1/38","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"39","sang zang ze ji shu [19th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals . Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (14)
            
          
              ","EAP143/1/1/39","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"40","lan men zhuo gui fang gui [19th century]","

        Digital images of lan men zhuo gui fang gui, a book on how to capture and release demons; it is in the category of ""black witchcraft"". Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (18)
            
          
              ","EAP143/1/1/40","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"41","zhuo gui fang gui [20th century]","

        Digital images of zhuo gui fang gui, a book on how to capture and release demons; it is in the category of ""black witchcraft"". Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (18)
            
          
              ","EAP143/1/1/41","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"42","sang zang ze ji shu [early 19th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: early 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (15)
            
          
              ","EAP143/1/1/42","1 file","Manuscript","File","Sui","Shuishu, Sui","early 19th century","Access is for research purposes only."
"43","ze ri li suan shu [16th century]","

        Digital images of ze ri li suan shu, an almanac for calculating auspicious dates in various occasions. Date: 16th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (80)
            
          
              ","EAP143/1/1/43","1 file","Manuscript","File","Sui","Shuishu, Sui","16th century","Access is for research purposes only."
"44","hun jia ze ji shu [19th century]","

        Digital images of hun jia ze ji shu, a book to varify whether the couple is matched, and to pick the auspicious dates for wedding. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (12)
            
          
              ","EAP143/1/1/44","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"45","zhuo gui fang gui [19th century]","

        Digital images of zhuo gui fang gui, a book on how to capture and release demons; it is in the category of ""black witchcraft"". Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (18)
            
          
              ","EAP143/1/1/45","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"46","zheng qi gang yao [19th century]","

        Digital images of zheng qi gang yao, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (14)
            
          
              ","EAP143/1/1/46","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"47","zheng qi gang yao [1904]","

        Digital images of zheng qi gang yao, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: 1904. Author / scribe: Unknown.

                  
            
              
              View images from this file (6)
            
          
              ","EAP143/1/1/47","1 file","Manuscript","File","Sui","Shuishu, Sui","1904","Access is for research purposes only."
"48","han shui tong shu fan shu [19th century]","

        Digital images of han shui tong shu fan shu, a mixture of almanac of both Shui and Han people; a short chapter selected from ""black book"". Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (30)
            
          
              ","EAP143/1/1/48","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"49","sang zang ze ji shu [early 20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates and avoiding improper dates for funerals. Date: early 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (57)
            
          
              ","EAP143/1/1/49","1 file","Manuscript","File","Sui","Shuishu, Sui","early 20th century","Access is for research purposes only."
"50","sang zang ze ji shu [early 20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: early 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (18)
            
          
              ","EAP143/1/1/50","1 file","Manuscript","File","Sui","Shuishu, Sui","early 20th century","Access is for research purposes only."
"51","zheng qi gang yao [20th century]","

        Digital images of zheng qi gang yao, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (11)
            
          
              ","EAP143/1/1/51","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"52","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (44)
            
          
              ","EAP143/1/1/52","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"53","zhan bu shu [20th century]","

        Digital images of zhan bu shu, a book on predicting on various subjects. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (19)
            
          
              ","EAP143/1/1/53","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"54","xiu zao ze ji [19th century]","

        Digital images of xiu zao ze ji, a book on picking proper dates to repair roads or bridges and to build new ones. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (17)
            
          
              ","EAP143/1/1/54","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"55","zheng qi gang yao [20th century]","

        Digital images of zheng qi gang yao, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: 20th century. Author / scribe: original creator unknown; copied by Yao Shuntan.

                  
            
              
              View images from this file (7)
            
          
              ","EAP143/1/1/55","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"56","tan ju juan [20th century]","

        Digital images of tan ju juan, a book on astrology. Date: 20th century. Author / scribe: original creator unknown; copied by Yao Shuntan.

                  
            
              
              View images from this file (16)
            
          
              ","EAP143/1/1/56","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"57","zheng qi gang yao [20th century]","

        Digital images of zheng qi gang yao, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (19)
            
          
              ","EAP143/1/1/57","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"58","zheng qi juan bei yao [1904]","

        Digital images of zheng qi juan bei yao, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: 1904. Author / scribe: Unknown.

                  
            
              
              View images from this file (22)
            
          
              ","EAP143/1/1/58","1 file","Manuscript","File","Sui","Shuishu, Sui","1904","Access is for research purposes only."
"59","zheng qi juan bei yao [late 19th century]","

        Digital images of zheng qi juan bei yao, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: late 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (33)
            
          
              ","EAP143/1/1/59","1 file","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"60","zheng qi juan bei yao [late 19th century]","

        Digital images of zheng qi juan bei yao, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: late 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (22)
            
          
              ","EAP143/1/1/60","1 file","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"61","zheng qi juan bei yao [late 19th century]","

        Digital images of zheng qi juan bei yao, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: late 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (12)
            
          
              ","EAP143/1/1/61","1 file","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"62","sang zang ze ji shu [1986]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 1986. Author / scribe: Unknown.

                  
            
              
              View images from this file (30)
            
          
              ","EAP143/1/1/62","1 file","Manuscript","File","Sui","Shuishu, Sui","1986","Access is for research purposes only."
"63","zang zao ze ji shu [20th century]","

        Digital images of zang zao ze ji shu, a book on picking auspicious dates for various purposes, including burying the dead and building new house. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (15)
            
          
              ","EAP143/1/1/63","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"64","zheng qi juan bei yao [late 19th century]","

        Digital images of zheng qi juan bei yao, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: late 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (89)
            
          
              ","EAP143/1/1/64","1 file","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"65","zong he ji xiong [1994]","

        Digital images of zong he ji xiong , a collection of various ""bad days"" which are improper for weddings and funerals. Date: 1994. Author / scribe: Unknown.

                  
            
              
              View images from this file (11)
            
          
              ","EAP143/1/1/65","1 file","Manuscript","File","Sui","Shuishu, Sui","1994","Access is for research purposes only."
"66","zong he ji xiong [20th century]","

        Digital images of zong he ji xiong , a book on picking auspicious dates for various purposes. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (16)
            
          
              ","EAP143/1/1/66","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"67","zong he ze ji shu [late 19th century]","

        Digital images of zong he ze ji shu, a book on picking auspicious dates for various purposes. Date: late 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (18)
            
          
              ","EAP143/1/1/67","1 file","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"68","zhan bu shu [1898]","

        Digital images of zhan bu shu, a book on predicting on various subjects. Date: 1898. Author / scribe: Unknown.

                  
            
              
              View images from this file (31)
            
          
              ","EAP143/1/1/68","1 file","Manuscript","File","Sui","Shuishu, Sui","1898","Access is for research purposes only."
"69","zong he ze ji shu [1930]","

        Digital images of zong he ze ji shu, a book on predicting on various subjects. Date: 1930. Author / scribe: original creator unknown; copied by Meng Xueyuan.

                  
            
              
              View images from this file (35)
            
          
              ","EAP143/1/1/69","1 file","Manuscript","File","Sui","Shuishu, Sui","1930","Access is for research purposes only."
"70","zong he ze ji shu [1864]","

        Digital images of zong he ze ji shu, a book on predicting on various subjects. Date: 1864. Author / scribe: Unknown.

                  
            
              
              View images from this file (31)
            
          
              ","EAP143/1/1/70","1 file","Manuscript","File","Sui","Shuishu, Sui","1864","Access is for research purposes only."
"71","hun jia ze ji shu [19th century]","

        Digital images of hun jia ze ji shu, a book on checking whether the couple matches, and picking proper dates for wedding. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (9)
            
          
              ","EAP143/1/1/71","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"72","xiao er guan sha dui zhao yong shu [19th century]","

        Digital images of xiao er guan sha dui zhao yong shu, a book used to predicting a child's future by calculating his birthday. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (16)
            
          
              ","EAP143/1/1/72","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"73","sang zang ze ji shu [1894]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals . Date: 1894. Author / scribe: Unknown.

                  
            
              
              View images from this file (26)
            
          
              ","EAP143/1/1/73","1 file","Manuscript","File","Sui","Shuishu, Sui","1894","Access is for research purposes only."
"74","zong he ze ji shu [19th century]","

        Digital images of zong he ze ji shu, a book on picking auspicious dates for various purposes. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (23)
            
          
              ","EAP143/1/1/74","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"75","zong he ze ji shu [19th century]","

        Digital images of zong he ze ji shu, a book on picking auspicious dates for various purposes. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (8)
            
          
              ","EAP143/1/1/75","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"76","sang zang ze ri shu [20th century]","

        Digital images of sang zang ze ri shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (19)
            
          
              ","EAP143/1/1/76","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"77","zheng qi juan bei yao [19th century]","

        Digital images of zheng qi juan bei yao, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (20)
            
          
              ","EAP143/1/1/77","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"78","zheng qi juan bei yao [1806]","

        Digital images of zheng qi juan bei yao, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: 1806. Author / scribe: Unknown.

                  
            
              
              View images from this file (28)
            
          
              ","EAP143/1/1/78","1 file","Manuscript","File","Sui","Shuishu, Sui","1806","Access is for research purposes only."
"79","zhan bu shu [19th century]","

        Digital images of zhan bu shu, a book on predicting on various subjects. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (69)
            
          
              ","EAP143/1/1/79","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"80","gong zhang ze ji shu [1883]","

        Digital images of gong zhang ze ji shu, a book on astrology. Date: 1883. Author / scribe: Unknown.

                  
            
              
              View images from this file (13)
            
          
              ","EAP143/1/1/80","1 file","Manuscript","File","Sui","Shuishu, Sui","1883","Access is for research purposes only."
"81","zong he ze ji shu [19th century]","

        Digital images of zong he ze ji shu, a book on picking auspicious dates for various purposes. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (6)
            
          
              ","EAP143/1/1/81","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"82","zheng qi gang yao [early 19th century]","

        Digital images of zheng qi gang yao, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: early 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (11)
            
          
              ","EAP143/1/1/82","1 file","Manuscript","File","Sui","Shuishu, Sui","early 19th century","Access is for research purposes only."
"83","zheng qi gang yao [19th century]","

        Digital images of zheng qi gang yao, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (9)
            
          
              ","EAP143/1/1/83","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"84","zong he ze ji shu [19th century]","

        Digital images of zong he ze ji shu, a book on picking auspicious dates for various purposes. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (4)
            
          
              ","EAP143/1/1/84","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"85","zheng qi juan bei yao [19th century]","

        Digital images of zheng qi juan bei yao, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (32)
            
          
              ","EAP143/1/1/85","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"86","sang zang ze ji shu [19th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (10)
            
          
              ","EAP143/1/1/86","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"87","zong he ze ji shu [early 19th century]","

        Digital images of zong he ze ji shu, a book on picking auspicious dates for various purposes. Date: early 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (25)
            
          
              ","EAP143/1/1/87","1 file","Manuscript","File","Sui","Shuishu, Sui","early 19th century","Access is for research purposes only."
"88","zong he ze ji shu [19th century]","

        Digital images of zong he ze ji shu, a book on picking auspicious dates for various purposes. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (16)
            
          
              ","EAP143/1/1/88","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"89","zong he ze ji shu [early 19th century]","

        Digital images of zong he ze ji shu, a book on picking auspicious dates for various purposes. Date: early 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (20)
            
          
              ","EAP143/1/1/89","1 file","Manuscript","File","Sui","Shuishu, Sui","early 19th century","Access is for research purposes only."
