"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal"
"152","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (12)
            
          
              ","EAP143/1/2/2","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"153","sang zang ze ji shu [19th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (8)
            
          
              ","EAP143/1/2/3","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"154","sang zang ze ji shu [19th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (11)
            
          
              ","EAP143/1/2/4","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"155","tiao jie ze jishu [19th century]","

        Digital images of tiao jie ze jishu, a book on picking dates to adjudicate disputes. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (8)
            
          
              ","EAP143/1/2/5","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"156","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (9)
            
          
              ","EAP143/1/2/6","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"157","sang zang ze ri shu [late 19th century]","

        Digital images of sang zang ze ri shu, a book on picking auspicious dates for funerals. Date: late 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (8)
            
          
              ","EAP143/1/2/7","1 file","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"158","sang zang ze ri shu [late 19th century]","

        Digital images of sang zang ze ri shu, a book on picking auspicious dates for funerals. Date: late 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (7)
            
          
              ","EAP143/1/2/8","1 file","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"159","jie gui fang gui shu [late 19th century]","

        Digital images of jie gui fang gui shu, a book on how to capture and release demons. Date: late 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (13)
            
          
              ","EAP143/1/2/9","1 file","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"160","zong he ze ji shu [late 19th century]","

        Digital images of zong he ze ji shu, a book on picking proper dates for various issues. Date: late 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (6)
            
          
              ","EAP143/1/2/10","1 file","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"161","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (10)
            
          
              ","EAP143/1/2/11","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"162","zheng qi ri ji [late 19th century]","

        Digital images of zheng qi ri ji, the fundamental text for Shui priests and contains general principles on obtaining good fortune and escaping from hurts of demons. Date: late 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (10)
            
          
              ","EAP143/1/2/12","1 file","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"163","sang zang ze ri shu [20th century]","

        Digital images of sang zang ze ri shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (10)
            
          
              ","EAP143/1/2/13","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"164","sang zang ze ri shu [early 20th century]","

        Digital images of sang zang ze ri shu, a book on picking auspicious dates for funerals. Date: early 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (19)
            
          
              ","EAP143/1/2/14","1 file","Manuscript","File","Sui","Shuishu, Sui","early 20th century","Access is for research purposes only."
"165","xiao er kai sha dui zhao [early 20th century]","

        Digital images of xiao er kai sha dui zhao, a book on avoiding spiritual hurts on children. Date: early 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (12)
            
          
              ","EAP143/1/2/15","1 file","Manuscript","File","Sui","Shuishu, Sui","early 20th century","Access is for research purposes only."
"166","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (40)
            
          
              ","EAP143/1/2/16","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"167","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (32)
            
          
              ","EAP143/1/2/17","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"168","sang zang jian zao ze ji shu [20th century]","

        Digital images of sang zang jian zao ze ji shu, a book on picking auspicious dates for funerals and building tombs. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (23)
            
          
              ","EAP143/1/2/18","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"169","an fang kan ji xiong shu","

        Digital images of an fang kan ji xiong shu, a book on predicting fortune in constructing new house. Date: Unknown. Author / scribe: Unknown.

                  
            
              
              View images from this file (11)
            
          
              ","EAP143/1/2/19","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century-20th century","Access is for research purposes only."
"170","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (10)
            
          
              ","EAP143/1/2/20","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"171","sang zang ze ji shu [1946]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 1946. Author / scribe: Unknown.

                  
            
              
              View images from this file (44)
            
          
              ","EAP143/1/2/21","1 file","Manuscript","File","Sui","Shuishu, Sui","1946","Access is for research purposes only."
"172","sang zang ze ji shu","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: Unknown. Author / scribe: Unknown.

                  
            
              
              View images from this file (10)
            
          
              ","EAP143/1/2/22","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century-20th century","Access is for research purposes only."
"173","sang zang ze ri shu","

        Digital images of sang zang ze ri shu, a book on picking auspicious dates for funerals. Date: Unknown. Author / scribe: Unknown.

                  
            
              
              View images from this file (4)
            
          
              ","EAP143/1/2/23","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century-20th century","Access is for research purposes only."
"174","sang zang ze ri shu","

        Digital images of sang zang ze ri shu, a book on picking auspicious dates for funerals. Date: Unknown. Author / scribe: Unknown.

                  
            
              
              View images from this file (8)
            
          
              ","EAP143/1/2/24","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century-20th century","Access is for research purposes only."
"175","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (15)
            
          
              ","EAP143/1/2/25","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"176","dang gui yong gui shu [early 20th century]","

        Digital images of dang gui yong gui shu, a book on how to defend from evils and employ evils. Date: early 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (16)
            
          
              ","EAP143/1/2/26","1 file","Manuscript","File","Sui","Shuishu, Sui","early 20th century","Access is for research purposes only."
"177","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (18)
            
          
              ","EAP143/1/2/27","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"178","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (20)
            
          
              ","EAP143/1/2/28","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"179","hai zi juan bei yao [late 19th century]","

        Digital images of hai zi juan bei yao, a fundamental book used by Shui priests and provides basic applications of principles stated in ""zheng qi juan"". Date: late 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (21)
            
          
              ","EAP143/1/2/29","1 file","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"180","dang gui yong gui shu [20th century]","

        Digital images of dang gui yong gui shu, a book on how to defend from evils and employ evils. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (23)
            
          
              ","EAP143/1/2/30","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"181","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (18)
            
          
              ","EAP143/1/2/31","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"182","sang zang ze ji shu [1941]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals . Date: 1941. Author / scribe: Unknown.

                  
            
              
              View images from this file (50)
            
          
              ","EAP143/1/2/32","1 file","Manuscript","File","Sui","Shuishu, Sui","1941","Access is for research purposes only."
"183","hun jia ze ji shu [late 19th century]","

        Digital images of hun jia ze ji shu, a book on picking auspicious dates for weddings. Date: late 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (25)
            
          
              ","EAP143/1/2/33","1 file","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"184","zong he ze ri shu [19th century]","

        Digital images of zong he ze ri shu, a book on picking auspicious dates for various purposes. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (13)
            
          
              ","EAP143/1/2/34","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"185","chao du yong shu [early 20th century]","

        Digital images of chao du yong shu, a book on how to keep the dead's virtues, forgive his wrong doings, and accompany him to return to the spiritual homeland. Date: early 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (14)
            
          
              ","EAP143/1/2/35","1 file","Manuscript","File","Sui","Shuishu, Sui","early 20th century","Access is for research purposes only."
"186","fan shu tong yong lan mu hao [1948]","

        Digital images of fan shu tong yong lan mu hao, a book on how to defend from threats from evils. Date: 1948. Author / scribe: Original creator unknown; copied by Wei Laosuo.

                  
            
              
              View images from this file (19)
            
          
              ","EAP143/1/2/36","1 file","Manuscript","File","Sui","Shuishu, Sui","1948","Access is for research purposes only."
"187","fan shu tong yong [1948]","

        Digital images of fan shu tong yong, a book on how to defend from evils' hurts. Date: 1948. Author / scribe: Original creator unknown; copied by Wei Laosuo.

                  
            
              
              View images from this file (36)
            
          
              ","EAP143/1/2/37","1 file","Manuscript","File","Sui","Shuishu, Sui","1948","Access is for research purposes only."
"188","fan shu zhuo gui fang gui [1948]","

        Digital images of fan shu zhuo gui fang gui, a book on how to capture and drive demons . Date: 1948. Author / scribe: Original creator unknown; copied by Wei Laosuo.

                  
            
              
              View images from this file (24)
            
          
              ","EAP143/1/2/38","1 file","Manuscript","File","Sui","Shuishu, Sui","1948","Access is for research purposes only."
"189","fan shu tong yong hao [1948]","

        Digital images of fan shu tong yong hao, a book on escaping general harms brought by bad spirits. Date: 1948. Author / scribe: Original creator unknown; copied by Wei Laosuo.

                  
            
              
              View images from this file (33)
            
          
              ","EAP143/1/2/39","1 file","Manuscript","File","Sui","Shuishu, Sui","1948","Access is for research purposes only."
"190","fan shu tong yong [1948]","

        Digital images of fan shu tong yong, a book on escaping general harms brought by bad spirits. Date: 1948. Author / scribe: Original creator unknown; copied by Wei Laosuo.

                  
            
              
              View images from this file (19)
            
          
              ","EAP143/1/2/40","1 file","Manuscript","File","Sui","Shuishu, Sui","1948","Access is for research purposes only."
"191","sang zang ze ji shu [19th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (51)
            
          
              ","EAP143/1/2/41","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"192","sang zang ze ri shu [20th century]","

        Digital images of sang zang ze ri shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (5)
            
          
              ","EAP143/1/2/42","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"193","sang zang ze ri shu [20th century]","

        Digital images of sang zang ze ri shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (8)
            
          
              ","EAP143/1/2/43","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"194","sang zang ze ri shu [1948]","

        Digital images of sang zang ze ri shu, a book on picking auspicious dates for funerals. Date: 1948. Author / scribe: Original creator unknown; copied by Wei Laosuo.

                  
            
              
              View images from this file (9)
            
          
              ","EAP143/1/2/44","1 file","Manuscript","File","Sui","Shuishu, Sui","1948","Access is for research purposes only."
"195","sang zang shu [19th century]","

        Digital images of sang zang shu, a book on picking auspicious dates for funerals. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (7)
            
          
              ","EAP143/1/2/45","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"196","sang zang ze ri shu [19th century]","

        Digital images of sang zang ze ri shu, a book on picking auspicious dates for funerals. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (6)
            
          
              ","EAP143/1/2/46","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"197","sang zang shu [late 19th century]","

        Digital images of sang zang shu, a book on picking auspicious dates for funerals. Date: late 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (8)
            
          
              ","EAP143/1/2/47","1 file","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"198","fan shu tong yong lan mu hao [early 20th century]","

        Digital images of fan shu tong yong lan mu hao, a book on how to keep evils away from the door. Date: early 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (5)
            
          
              ","EAP143/1/2/48","1 file","Manuscript","File","Sui","Shuishu, Sui","early 20th century","Access is for research purposes only."
"199","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (31)
            
          
              ","EAP143/1/2/49","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"200","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (26)
            
          
              ","EAP143/1/2/50","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"201","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (26)
            
          
              ","EAP143/1/2/51","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"202","sang zang ze ji shu [19th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (19)
            
          
              ","EAP143/1/2/52","1 file","Manuscript","File","Sui","Shuishu, Sui","19th century","Access is for research purposes only."
"203","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (11)
            
          
              ","EAP143/1/2/53","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"204","sang zang ze ji shu [early 20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: early 20th century. Author / scribe: Original creator unknown; copied by Wei Mei.

                  
            
              
              View images from this file (38)
            
          
              ","EAP143/1/2/54","1 file","Manuscript","File","Sui","Shuishu, Sui","early 20th century","Access is for research purposes only."
"205","sang zang ze ji shu [early 20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: early 20th century. Author / scribe: Original creator unknown; copied by Wei Mei.

                  
            
              
              View images from this file (63)
            
          
              ","EAP143/1/2/55","1 file","Manuscript","File","Sui","Shuishu, Sui","early 20th century","Access is for research purposes only."
"206","ming li ce suan shu [1970s]","

        Digital images of ming li ce suan shu, a future-telling book based on calculating one's birth date. Date: 1970s. Author / scribe: Unknown.

                  
            
              
              View images from this file (22)
            
          
              ","EAP143/1/2/56","1 file","Manuscript","File","Sui","Shuishu, Sui","1970s","Access is for research purposes only."
"207","zheng qi juan bei yao [early 20th century]","

        Digital images of zheng qi juan bei yao, the fundamental text for Shui priests and contains general principles on obtaining good fortune and escaping from hurts of demons. Date: early 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (24)
            
          
              ","EAP143/1/2/57","1 file","Manuscript","File","Sui","Shuishu, Sui","early 20th century","Access is for research purposes only."
"208","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (23)
            
          
              ","EAP143/1/2/58","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"209","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (21)
            
          
              ","EAP143/1/2/59","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"210","sang zang ze ji shu [1932]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 1932. Author / scribe: Unknown.

                  
            
              
              View images from this file (24)
            
          
              ","EAP143/1/2/60","1 file","Manuscript","File","Sui","Shuishu, Sui","1932","Access is for research purposes only."
"211","sang zang ze ri shu [20th century]","

        Digital images of sang zang ze ri shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (23)
            
          
              ","EAP143/1/2/61","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"212","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (23)
            
          
              ","EAP143/1/2/62","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"213","sang zang ze ji shu [early 20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: early 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (10)
            
          
              ","EAP143/1/2/63","1 file","Manuscript","File","Sui","Shuishu, Sui","early 20th century","Access is for research purposes only."
"214","zheng qi gang yao [early 20th century]","

        Digital images of zheng qi gang yao, the fundamental text for Shui priests and contains general principles on obtaining good fortune and escaping from hurts of demons. Date: early 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (24)
            
          
              ","EAP143/1/2/64","1 file","Manuscript","File","Sui","Shuishu, Sui","early 20th century","Access is for research purposes only."
"215","zheng qi gang yao [early 20th century]","

        Digital images of zheng qi gang yao, the fundamental text for Shui priests and contains general principles on obtaining good fortune and escaping from hurts of demons. Date: early 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (25)
            
          
              ","EAP143/1/2/65","1 file","Manuscript","File","Sui","Shuishu, Sui","early 20th century","Access is for research purposes only."
"216","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (21)
            
          
              ","EAP143/1/2/66","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"217","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (16)
            
          
              ","EAP143/1/2/67","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"218","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (19)
            
          
              ","EAP143/1/2/68","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"219","zheng qi gang yao [20th century]","

        Digital images of zheng qi gang yao, the fundamental text for Shui priests and contains general principles on obtaining good fortune and escaping from hurts of demons. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (19)
            
          
              ","EAP143/1/2/69","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"220","zheng qi juan bei yao [20th century]","

        Digital images of zheng qi juan bei yao, the fundamental text for Shui priests and contains general principles on obtaining good fortune and escaping from hurts of demons. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (17)
            
          
              ","EAP143/1/2/70","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"221","ren chen [20th century]","

        Digital images of ren chen, a fundamental text for Shui priests, concerning the year Renchen. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (20)
            
          
              ","EAP143/1/2/71","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"222","zi wu zheng qi [20th century]","

        Digital images of zi wu zheng qi, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (20)
            
          
              ","EAP143/1/2/72","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"223","zi qi yue [20th century]","

        Digital images of zi qi yue, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (20)
            
          
              ","EAP143/1/2/73","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"224","zang zao ze ji shu [20th century]","

        Digital images of zang zao ze ji shu, a book on picking proper dates for various purposes. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (18)
            
          
              ","EAP143/1/2/74","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"225","ming li ce suan shu [20th century]","

        Digital images of ming li ce suan shu, a future-telling book based on calculating one's birth date. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (17)
            
          
              ","EAP143/1/2/75","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"226","zi wu mao yin nian [20th century]","

        Digital images of zi wu mao yin nian, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (17)
            
          
              ","EAP143/1/2/76","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"227","zheng qi bei yao [20th century]","

        Digital images of zheng qi bei yao, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (16)
            
          
              ","EAP143/1/2/77","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"228","xing xiang ze ri shu [20th century]","

        Digital images of xing xiang ze ri shu, a book on picking auspicious dates by astrology. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (19)
            
          
              ","EAP143/1/2/78","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"229","mao geng gui nian [20th century]","

        Digital images of mao geng gui nian, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (15)
            
          
              ","EAP143/1/2/79","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"230","zang zao ze ji shu [20th century]","

        Digital images of zang zao ze ji shu, a book on picking auspicious dates for funerals and building tombs. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (17)
            
          
              ","EAP143/1/2/80","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"231","zi wu mao yin nian [20th century]","

        Digital images of zi wu mao yin nian, a book on picking auspicious dates for funerals and building tombs. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (19)
            
          
              ","EAP143/1/2/81","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"232","zi wu [20th century]","

        Digital images of zi wu, a book on picking auspicious dates for funerals and building tombs. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (19)
            
          
              ","EAP143/1/2/82","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"233","zheng qi [20th century]","

        Digital images of zheng qi, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (18)
            
          
              ","EAP143/1/2/83","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"234","zheng qi juan [late 19th century]","

        Digital images of zheng qi juan. It is the fundamental text for Shui priests and contains general principles on obtaining good fortune and escaping from hurts of demons. Date: late 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (19)
            
          
              ","EAP143/1/2/84","1 file","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"235","zheng qi juan [late 19th century]","

        Digital images of zheng qi juan. It is the fundamental text for Shui priests and contains general principles on obtaining good fortune and escaping from hurts of demons. Date: late 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (18)
            
          
              ","EAP143/1/2/85","1 file","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"236","sang zang ze ri shu [20th century]","

        Digital images of sang zang ze ri shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (17)
            
          
              ","EAP143/1/2/86","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"237","sang zang ze ri shu [20th century]","

        Digital images of sang zang ze ri shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (15)
            
          
              ","EAP143/1/2/87","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"238","zheng qi juan [20th century]","

        Digital images of zheng qi juan, a fundamental text for Shui priests containing general principles on achieving good fortune and avoiding bad spirits. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (15)
            
          
              ","EAP143/1/2/88","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
"239","zheng qi juan [late 19th century]","

        Digital images of zheng qi juan. It is the fundamental text for Shui priests and contains general principles on obtaining good fortune and escaping from hurts of demons. Date: late 19th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (19)
            
          
              ","EAP143/1/2/89","1 file","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"240","sang zang ze ji shu [20th century]","

        Digital images of sang zang ze ji shu, a book on picking auspicious dates for funerals. Date: 20th century. Author / scribe: Unknown.

                  
            
              
              View images from this file (28)
            
          
              ","EAP143/1/2/90","1 file","Manuscript","File","Sui","Shuishu, Sui","20th century","Access is for research purposes only."
