"","final.image.url","image.name"
"249","https://images.eap.bl.uk/EAP727/EAP727_1_27/4.jp2/info.json","EAP727_1_27/4"
"250","https://images.eap.bl.uk/EAP727/EAP727_1_27/5.jp2/info.json","EAP727_1_27/5"
"251","https://images.eap.bl.uk/EAP727/EAP727_1_27/6.jp2/info.json","EAP727_1_27/6"
"252","https://images.eap.bl.uk/EAP727/EAP727_1_30/1.jp2/info.json","EAP727_1_30/1"
"253","https://images.eap.bl.uk/EAP727/EAP727_1_30/2.jp2/info.json","EAP727_1_30/2"
"254","https://images.eap.bl.uk/EAP727/EAP727_1_30/3.jp2/info.json","EAP727_1_30/3"
"255","https://images.eap.bl.uk/EAP727/EAP727_1_30/4.jp2/info.json","EAP727_1_30/4"
"256","https://images.eap.bl.uk/EAP727/EAP727_1_30/5.jp2/info.json","EAP727_1_30/5"
"257","https://images.eap.bl.uk/EAP727/EAP727_1_30/6.jp2/info.json","EAP727_1_30/6"
"258","https://images.eap.bl.uk/EAP727/EAP727_1_30/7.jp2/info.json","EAP727_1_30/7"
"259","https://images.eap.bl.uk/EAP727/EAP727_1_30/8.jp2/info.json","EAP727_1_30/8"
"260","https://images.eap.bl.uk/EAP727/EAP727_1_30/9.jp2/info.json","EAP727_1_30/9"
"261","https://images.eap.bl.uk/EAP727/EAP727_1_30/10.jp2/info.json","EAP727_1_30/10"
"262","https://images.eap.bl.uk/EAP727/EAP727_1_30/11.jp2/info.json","EAP727_1_30/11"
"263","https://images.eap.bl.uk/EAP727/EAP727_1_30/12.jp2/info.json","EAP727_1_30/12"
"264","https://images.eap.bl.uk/EAP727/EAP727_1_30/13.jp2/info.json","EAP727_1_30/13"
"265","https://images.eap.bl.uk/EAP727/EAP727_1_30/14.jp2/info.json","EAP727_1_30/14"
"266","https://images.eap.bl.uk/EAP727/EAP727_1_30/15.jp2/info.json","EAP727_1_30/15"
"267","https://images.eap.bl.uk/EAP727/EAP727_1_30/16.jp2/info.json","EAP727_1_30/16"
