"","Image URL","Image Name"
"1","https://images.eap.bl.uk/EAP272/EAP272_1_1_1/1.jp2/info.json","EAP272_1_1_1/1"
"2","https://images.eap.bl.uk/EAP272/EAP272_1_1_1/2.jp2/info.json","EAP272_1_1_1/2"
"3","https://images.eap.bl.uk/EAP272/EAP272_1_1_2/2.jp2/info.json","EAP272_1_1_2/2"
"4","https://images.eap.bl.uk/EAP272/EAP272_1_1_2/3.jp2/info.json","EAP272_1_1_2/3"
"5","https://images.eap.bl.uk/EAP272/EAP272_1_1_3/3.jp2/info.json","EAP272_1_1_3/3"
"6","https://images.eap.bl.uk/EAP272/EAP272_1_1_3/4.jp2/info.json","EAP272_1_1_3/4"
"7","https://images.eap.bl.uk/EAP272/EAP272_1_1_4/1.jp2/info.json","EAP272_1_1_4/1"
"8","https://images.eap.bl.uk/EAP272/EAP272_1_1_4/2.jp2/info.json","EAP272_1_1_4/2"
"9","https://images.eap.bl.uk/EAP272/EAP272_1_1_4/3.jp2/info.json","EAP272_1_1_4/3"
"10","https://images.eap.bl.uk/EAP272/EAP272_1_1_4/4.jp2/info.json","EAP272_1_1_4/4"
"11","https://images.eap.bl.uk/EAP272/EAP272_1_1_4/5.jp2/info.json","EAP272_1_1_4/5"
"12","https://images.eap.bl.uk/EAP272/EAP272_1_1_5/5.jp2/info.json","EAP272_1_1_5/5"
"13","https://images.eap.bl.uk/EAP272/EAP272_1_1_5/6.jp2/info.json","EAP272_1_1_5/6"
"14","https://images.eap.bl.uk/EAP272/EAP272_1_1_6/6.jp2/info.json","EAP272_1_1_6/6"
"15","https://images.eap.bl.uk/EAP272/EAP272_1_1_6/7.jp2/info.json","EAP272_1_1_6/7"
"16","https://images.eap.bl.uk/EAP272/EAP272_1_1_7/7.jp2/info.json","EAP272_1_1_7/7"
"17","https://images.eap.bl.uk/EAP272/EAP272_1_1_7/8.jp2/info.json","EAP272_1_1_7/8"
"18","https://images.eap.bl.uk/EAP272/EAP272_1_1_8/8.jp2/info.json","EAP272_1_1_8/8"
"19","https://images.eap.bl.uk/EAP272/EAP272_1_1_8/9.jp2/info.json","EAP272_1_1_8/9"
"20","https://images.eap.bl.uk/EAP272/EAP272_1_1_9/1.jp2/info.json","EAP272_1_1_9/1"
