"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"1","Compendium of religious texts [mid 19th century]","        Description: A collection of various texts. Many seem to be theological in nature. The manuscript is written by several hands. Has signature of Baba Deen Singalaxana. Further research needed to determine exact content. Extent and format of original material: 404 page-long manuscript. Physical characteristics of original material: 19x15x2.5 cm, good condition-very legible. Black and red ink.                                                          View images from this file (404)                                    ","EAP450/1/1","complete manuscript. 404 TIFF images","Manuscript","File","Arabic, Malay","Arabic, Gundal","Mid 19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP450/EAP450_1_1/1.jp2/full/!600,300/0/default.jpg"
"2","Compendium of religious texts [mid 19th century]","        Description: Contains a variety of texts. Many seem to be theological in nature. Also included are two pages written in Javanese, the first evidence that the language was still known or at least copied in the 19th century.Some illustrations, different textures of paper and handwriting – may have been bound late as a compendium. Extent and format of original material: 272 page long manuscript. Physical characteristics of original material: 21.2x16.3.2. clear text, paper slightly faded, some pages stained, some torn. Complete pages torn off in a few places.                                                          View images from this file (272)                                    ","EAP450/1/2","complete manuscript. 272 TIFF images","Manuscript","File","Javanese","Arabic","Mid 19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP450/EAP450_1_2/1.jp2/full/!600,300/0/default.jpg"
"3","Tales of the Prophets and misc [19th century]","        Description: Includes the biographies of many of the prophets of Islam (for example: Adam, Yusuf, Daud, Sulaiman, Idris, Yakub, Nuh, Isa, Ibrahim, Muhammad), very popular across the Malay world. These are listed in a table of contents. Towards the end of the manuscript there are additional texts, probably theological ones. Extent and format of original material: Manuscript containing 1332 pages. Physical characteristics of original material: 21.5x16x8. Very large volume with over 1300 pages.The writing is clear but the book itself is in a bad shape. The spine is severely damaged and pages are in threat of coming out.                                                          View images from this file (1332)                                    ","EAP450/2/1","1332 TIFF images","Manuscript","File","Arabic, Malay","Arabic, Gundal","19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP450/EAP450_2_1/1.jp2/full/!600,300/0/default.jpg"
"4","Primer for beginning readers [late 19th century-early 20th century]","        Description: A book for young children to learn the Arabic script. Includes examples and illustrations. Extent and format of original material: 45 page long printed booklet. Physical characteristics of original material: 21x14.5x0.5New plastic cover added to the book. Attempts have been made to restore pages. The parts containing writing have been cut and pasted on new white pages. Pages are discoloured.              ","EAP450/3/1","45 TIFF images","NA","File","Arabic, Malay","Arabic, Gundul","Access is for research purposes only","NA","Primer for beginning readers [late 19th century-early 20th century]"
"5","Malay poems (pantong) [late 20th century]","        Description: There are 2 typed Malay pantuns. They are in the Roman script. The same songs are written in the Sinhala script in 2 pages and in Roman script in another page. The collection seems to be recent. The 2 typed pantuns in Roman scripts are perhaps old. But the others versions are re-written using Sinhala & Roman scripts. The purpose is perhaps for these songs to be performed at cultural shows organized by the association. Extent and format of original material: 6 pages of poems. Physical characteristics of original material: 30x21. Songs in 3 separate sheets of paper. One page is typed, the others are photocopies of hand written pages.                                                          View images from this file (6)                                    ","EAP450/4/1","6 TIFF images","NA","File","Malay, Sinhalese","Latin, Sinhala","12 Feb 2012","Access is for research purposes only","https://images.eap.bl.uk/EAP450/EAP450_4_1/1.jp2/full/!600,300/0/default.jpg"
