"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"47","Da cheng miao fa lian hua tan jing li qing [1865]","        Digital images of a mimeograph copy of Da cheng miao fa lian hua tan jing li qing, a sutra used in Dongjing activities. This copy is dated 1865; the creator remains anonymous.                                                          View images from this file (65)                                    ","EAP012/7/2","65 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1865","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_2/1.jp2/full/!600,300/0/default.jpg"
"48","Da cheng miao fa lian hua tan jing juan shang [? 1865]","        Digital images of a mimeograph copy of Da cheng miao fa lian hua tan jing juan shang, a sutra used in Dongjing activities. This copy is tentatively dated to 1865; the creator remains anonymous.                                                          View images from this file (63)                                    ","EAP012/7/3","63 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1865?","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_3/1.jp2/full/!600,300/0/default.jpg"
"49","Da cheng miao fa lian hua tan jing juan zhong [? 1865]","        Digital images of a mimeograph copy of Da cheng miao fa lian hua tan jing juan zhong, a sutra used in Dongjing activities. This copy is tentatively dated to 1865; the creator remains anonymous. Recitation marks have been added to the text.                                                          View images from this file (77)                                    ","EAP012/7/4","77 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1865?","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_4/1.jp2/full/!600,300/0/default.jpg"
"50","Da cheng miao fa lian hua tan jing juan xia [? 1865]","        Digital images of a mimeograph copy of Da cheng miao fa lian hua tan jing juan xia, a sutra used in Dongjing activities. This copy is tentatively dated to 1865; the creator remains anonymous. Recitation marks have been added to the text.                                                          View images from this file (64)                                    ","EAP012/7/5","64 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1865?","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_5/1.jp2/full/!600,300/0/default.jpg"
"51","Da dong xian jing juan shang [1987]","        Digital images of a mimeograph copy of Da dong xian jing juan shang, a sutra used in Dongjing activities. The creator of the sutra is anonymous, and the original manuscript was dated back to the mid-19th century; the copy that these images show was created by Xuelin Che in 1987. Recitation marks have been added to the text.                                                          View images from this file (70)                                    ","EAP012/7/6","70 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1987","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_6/1.jp2/full/!600,300/0/default.jpg"
"52","Da dong xian jing juan zhong [1987]","        Digital images of a mimeograph copy of Da dong xian jing juan zhong, a sutra used in Dongjing activities. The creator of the sutra is anonymous, and the original manuscript was dated back to the mid-19th century; the copy that these images show was created by Xuelin Che in 1987. Recitation marks have been added to the text.                                                          View images from this file (49)                                    ","EAP012/7/7","49 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1987","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_7/1.jp2/full/!600,300/0/default.jpg"
"53","Da dong xian jing juan xia [1987]","        Digital images of a mimeograph copy of Da dong xian jing juan xia, a sutra used in Dongjing activities. The creator of the sutra is anonymous, and the original manuscript was dated back to the mid-19th century; the copy that these images show was created by Xuelin Che in 1987. Rectitation marks have been added to the text.                                                          View images from this file (88)                                    ","EAP012/7/8","88 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1987","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_8/1.jp2/full/!600,300/0/default.jpg"
"54","Da dong xian jing juan li qing [1987]","        Digital images of a mimeograph copy of Da dong xian jing juan li qing, a sutra used in Dongjing activities. The creator of the sutra is anonymous, and the original manuscript was dated back to 1874; the copy that these images show was created by Xuelin Che in 1987.                                                          View images from this file (108)                                    ","EAP012/7/9","109 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1987","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_9/1.jp2/full/!600,300/0/default.jpg"
"55","Gao shang Yuhuang ben xing ji jing yan yi kai tan li qing [1865]","        Digital images of Gao shang Yuhuang ben xing ji jing yan yi kai tan li qing, a sutra used in Dongjing activities. This copy is dated 1865; the creator remains anonymous.                                                          View images from this file (50)                                    ","EAP012/7/10","50 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1865","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_10/1.jp2/full/!600,300/0/default.jpg"
"56","Gao shang Yuhuang ben xing ji jing yan yi juan shang [1864]","        Digital images of Gao shang Yuhuang ben xing ji jing yan yi juan shang, a sutra used in Dongjing activities. This copy is dated 1864; the creator remains anonymous.                                                          View images from this file (105)                                    ","EAP012/7/11","105 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1864","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_11/1.jp2/full/!600,300/0/default.jpg"
"57","Gao shang Yuhuang ben xing ji jing yan yi juan zhong [1864]","        Digital images of Gao shang Yuhuang ben xing ji jing yan yi juan zhong, a sutra used for Dongjing activities. This copy is dated 1864; the creator remains anonymous.                                                          View images from this file (54)                                    ","EAP012/7/12","54 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1864","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_12/1.jp2/full/!600,300/0/default.jpg"
"58","Gao shang Yuhuang ben xing ji jing yan yi juan xia [1864]","        Digital images of Gao shang Yuhuang ben xing ji jing yan yi juan xia, a sutra used for Dongjing activities. This copy is dated 1864; the creator remains anonymous.                                                          View images from this file (94)                                    ","EAP012/7/13","94 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1864","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_13/1.jp2/full/!600,300/0/default.jpg"
"59","Yin yue qiang diao pu zi ke ben [late 19th century]","        Digital images of Yin yue qiang diao pu zi ke ben, a sutra used for Dongjing activities. This copy dates from the late 19th century; the creator remains anonymous.                                                          View images from this file (70)                                    ","EAP012/7/14","70 TIFF images","Manuscript","File","Chinese","Han (Traditional)","Late 19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_14/1.jp2/full/!600,300/0/default.jpg"
"60","Chuxiong Yi zhou dong jing gu yue [2005]","        Digital images of Chuxiong Yi zhou dong jing gu yue, a score of archaic Dongjing music from Chuxiong. The transcript displayed in these images was copied by Wentong Zhang and Kaichao Wang in 2005; the document they copied from was transcribed in the 1980s. The file contains a written introduction and a contents page, followed by the score in jianpu notation.                                                          View images from this file (21)                                    ","EAP012/7/15","21 TIFF images","Score","File","Chinese","Han (Traditional)","2005","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_15/1.jp2/full/!600,300/0/default.jpg"
"61","Min zu min jian gu yue-gong chi pu yi jian pu ben [2006]","        Digital images of a mimeograph copy of Min zu min jian gu yue-gong chi pu yi jian pu ben, a transcript of an archaic Dongjing music score. The transcript displayed in these images was copied by Gong Li and Kaicho Wang in 2006; the document they copied from was transcribed in the 1980s. The score is written in gongche notation, and is accompanied by a handwritten introduction.                                                          View images from this file (33)                                    ","EAP012/7/16","33 TIFF images","Score","File","Chinese","Han (Traditional)","2006","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_16/1.jp2/full/!600,300/0/default.jpg"
"62","Sanguan dong jing juan xia [1911]","        Digital images of Sanguan dong jing juan xia, a sutra used in Dongjing activities. This copy is dated 1911; the creater remains anonymous.                                                          View images from this file (68)                                    ","EAP012/7/17","68 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1911","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_17/1.jp2/full/!600,300/0/default.jpg"
"63","Xuan men an tan li zhuan ke [1986]","        Digital images of Xuan men an tan li zhuan ke, a sutra used in Dongjing activities. The copy shown in these images dates from 1986, and the creator remains anonymous; the original document dated from the late 19th century. Recitation marks have been added to the text.                                                          View images from this file (21)                                    ","EAP012/7/18","21 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1986","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_18/1.jp2/full/!600,300/0/default.jpg"
"64","San yuan bao chan quan han [1911]","        Digital images of San yuan bao chan quan han, a sutra used in Dongjing activities. This copy is dated 1911; the creator remains anonymous.                                                          View images from this file (41)                                    ","EAP012/7/19","41 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1911","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_19/1.jp2/full/!600,300/0/default.jpg"
"65","Xuan men gong ke kai tan ke yi quan han [1986]","        Digital images of Xuan men gong ke kai tan ke yi quan han, a sutra used in Dongjing activities. The copy shown in these images dates from 1986, and the creator remains anonymous; the original document dated from the late 19th century.                                                          View images from this file (58)                                    ","EAP012/7/20","58 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1986","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_20/1.jp2/full/!600,300/0/default.jpg"
"66","Sanguan dong jing li qing [1911]","        Digital images of Sanguan dong jing li qing, a sutra used in Dongjing activities. This copy is dated 1911; the creator remains anonymous.                                                          View images from this file (92)                                    ","EAP012/7/21","92 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1911","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_21/1.jp2/full/!600,300/0/default.jpg"
"67","Sanguan dong jing juan shang [1911]","        Digital images of Sanguan dong jing juan shang, a sutra used in Dongjing activities. This copy is dated 1911; the creator remains anonymous.                                                          View images from this file (72)                                    ","EAP012/7/22","72 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1911","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_22/1.jp2/full/!600,300/0/default.jpg"
"68","Sanguan dong jing juan zhong [1911]","        Digital images of Sanguan dong jing juan zhong, a sutra used in Dongjing activities. This copy is dated 1911; the creator remains anonymous.                                                          View images from this file (76)                                    ","EAP012/7/23","76 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1911","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_7_23/1.jp2/full/!600,300/0/default.jpg"
"69","Bao'en jing qian bu shang juan [19th century]","        Digital images of a mimeograph copy of Bao'en jing qian bu shang juan, a sutra on filial piety. The manuscript dates from the 19th century; the author and scribe are unknown. The copying quality is quite poor in places, and the ink is fading. This is the first part (shang) of the sutra.                                                          View images from this file (94)                                    ","EAP012/8/1/1","94 TIFF images","Manuscript","File","Chinese","Han (Traditional)","19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_1/1.jp2/full/!600,300/0/default.jpg"
"70","Bao'en jing qian bu zhong juan [19th century]","        Digital images of a mimeograph copy of Bao'en jing qian bu zhong juan, a sutra on filial piety. The original manuscript dates from the 19th century; the author and the scribe are unknown. The copying quality is quite poor in places, and the ink is fading. This is the second part (zhong) of the sutra.                                                          View images from this file (102)                                    ","EAP012/8/1/2","90 TIFF images","Manuscript","File","Chinese","Han (Traditional)","19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_2/1.jp2/full/!600,300/0/default.jpg"
"71","Bao'en jing qian bu xia juan [19th century]","        Digital images of a mimeograph copy of Bao'en jing qian bu xia juan, a sutra on filial piety. The original manuscript dates from the 19th century; the author and the scribe are unknown. The copying quality is quite poor in places, and the ink is fading. This is the third part (xia) of the sutra.                                                          View images from this file (60)                                    ","EAP012/8/1/3","60 TIFF images","Manuscript","File","Chinese","Han (Traditional)","19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_3/1.jp2/full/!600,300/0/default.jpg"
"72","Bao'en jing kan bu li qing [19th century]","        Digital images of a mimeograph copy of Bao'en jing kan bu li qing, a manuscript detailing the ceremony for inviting spirits to join the ritual for filial piety. The original manuscript dates from the 19th century; the author and the scribe are unknown. The copying quality is quite poor in places, and the ink is fading.                                                          View images from this file (68)                                    ","EAP012/8/1/4","68 TIFF images","Manuscript","File","Chinese","Han (Traditional)","19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_4/1.jp2/full/!600,300/0/default.jpg"
"73","Bao'en jing kan bu li chan [19th century]","        Digital images of a mimeograph copy of Bao'en jing kan bu li chan, a manuscript detailing the ceremony for relieving one's guilt, performed during the ritual for filial piety. The original manuscript dates from the 19th century; the author and the scribe are unknown. The copying quality is quite poor in places, and the ink is fading.                                                          View images from this file (90)                                    ","EAP012/8/1/5","90 TIFF images","Manuscript","File","Chinese","Han (Traditional)","19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_5/1.jp2/full/!600,300/0/default.jpg"
"74","Guan di jue shi zhen jing li wen [19th century]","        Digital images of a mimeograph copy of Guan di jue shi zhen jing li wen, a sutra for worship of the God of Martial Arts. The original manuscript dates from the 19th century, author and scribe unknown. The copying quality is quite poor in places, and the ink is fading.                                                          View images from this file (76)                                    ","EAP012/8/1/6","76 TIFF images","Manuscript","File","Chinese","Han (Traditional)","19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_6/1.jp2/full/!600,300/0/default.jpg"
"75","Shenggao [19th century]","        Digital images of a mimeograph copy of Shenggao, a sutra used in the opening ceremony of Dongjing performances. The original manuscript dates from the early 19th century, and was created by the Chuxiong Dongjing Society. The copying quality is quite poor in places, and the ink is fading.                                                          View images from this file (31)                                    ","EAP012/8/1/7","31 TIFF images","Manuscript","File","Chinese","Han (Traditional)","19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_7/1.jp2/full/!600,300/0/default.jpg"
"76","Guan di jue shi zhen jing juan shang [19th century]","        Digital images of a mimeograph copy of Guan di jue shi zhen jing juan shang, a sutra for worship of the God of Martial Arts. The original manuscript dates from the 19th century, author and scribe unknown. The copying quality is quite poor in places, and the ink is fading. This is the first part (shang) of the sutra.                                                          View images from this file (94)                                    ","EAP012/8/1/8","94 TIFF images","Manuscript","File","Chinese","Han (Traditional)","19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_8/1.jp2/full/!600,300/0/default.jpg"
"77","Guan di jue shi zhen jing juan zhong [19th century]","        Digital images of a mimeograph copy of Guan di jue shi zhen jing juan zhong, a sutra for worship of the God of Martial Arts. The original manuscript dates from the 19th century, author and scribe unknown. The copying quality is quite poor in places, and the ink is fading. This is the second part (zhong) of this sutra.                                                          View images from this file (64)                                    ","EAP012/8/1/9","64 TIFF images","Manuscript","File","Chinese","Han (Traditional)","19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_9/1.jp2/full/!600,300/0/default.jpg"
"78","Guan di jue shi zhen jing juan xia [19th century]","        Digital images of a mimeograph copy of Guan di jue shi zhen jing juan xia, a sutra for worship of the God of Martial Arts. The original manuscript dates from the 19th century, author and scribe unknown. The copying quality is quite poor in places, and the ink is fading. This is the third part (xia) of this sutra.                                                          View images from this file (53)                                    ","EAP012/8/1/10","53 TIFF images","Manuscript","File","Chinese","Han (Traditional)","19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_10/1.jp2/full/!600,300/0/default.jpg"
"79","Wenchang da dong tan jing juan shang [19th century]","        Digital images of a mimeograph copy of Wenchang da dong tan jing juan shang, a sutra for worship of the God of Literature. The original manuscript dates from the 19th century, author and scribe unknown. The copying quality is quite poor in places, and the ink is fading. This is the first (shang) part of this sutra.                                                          View images from this file (66)                                    ","EAP012/8/1/11","66 TIFF images","Manuscript","File","Chinese","Han (Traditional)","19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_11/1.jp2/full/!600,300/0/default.jpg"
"80","Wenchang da dong tan jing juan zhong [19th century]","        Digital images of a mimeograph copy of Wenchang da dong tan jing juan zhong, a sutra for worship of the God of Literature. The original manuscript dates from the 19th century, author and scribe unknown. The copying quality is quite poor in places, and the ink is fading. This is the second (zhong) part of this sutra.                                                          View images from this file (84)                                    ","EAP012/8/1/12","84 TIFF images","Manuscript","File","Chinese","Han (Traditional)","19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_12/1.jp2/full/!600,300/0/default.jpg"
"81","Wenchang da dong tan jing juan xia [19th century]","        Digital images of a mimeograph copy of Wenchang da dong tan jing juan xia, a sutra for worship of the God of Literature. The original manuscript dates from the 19th century, author and scribe unknown. The copying quality is quite poor in places, and the ink is fading. This is the third (xia) part of this sutra.                                                          View images from this file (105)                                    ","EAP012/8/1/13","105 TIFF images","Manuscript","File","Chinese","Han (Traditional)","19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_13/1.jp2/full/!600,300/0/default.jpg"
"82","Dong jing yin yue","        Digital images of Dong jing yin yue, a manuscript book of transcribed Dongjing music scores in jianpu notation. The book dates from the 1980s; however it is unknown when the music was first composed, who the original composer was, or who wrote this transcript.                                                          View images from this file (47)                                    ","EAP012/8/1/14","47 TIFF images","Manuscript","File","Chinese","Han (Traditional)","20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_14/1.jp2/full/!600,300/0/default.jpg"
"83","Xiangshan sheng dian yi [19th century]","        Digital images of a mimeograph copy of Xianshan sheng dian yi, a sutra for worship of the Goddess Guanyin. The original woodblock print manuscript dates from the 19th century, and was created by the Chuxiong Dongjing Society. The copying quality is poor in places, and the ink is faded.                                                          View images from this file (111)                                    ","EAP012/8/1/15","111 TIFF images","Manuscript","File","Chinese","Han (Traditional)","19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_15/1.jp2/full/!600,300/0/default.jpg"
"84","Xiangshan sheng dian er [19th century]","        Digital images of a mimeograph copy of Xianshan sheng dian er, a sutra for worship of the Goddess Guanyin. The original woodblock print manuscript dates from the 19th century, and was created by the Chuxiong Dongjing Society. The copying quality is poor in places, and the ink is faded.                                                          View images from this file (69)                                    ","EAP012/8/1/16","69 TIFF images","Manuscript","File","Chinese","Han (Traditional)","19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_16/1.jp2/full/!600,300/0/default.jpg"
"85","Xiangshan sheng dian san [19th century]","        Digital images of a mimeograph copy of Xianshan sheng dian san, a sutra for worship of the Goddess Guanyin. The original woodblock print manuscript dates from the 19th century, and was created by the Chuxiong Dongjing Society. The copying quality is poor in places, and the ink is faded.                                                          View images from this file (86)                                    ","EAP012/8/1/17","86 TIFF images","Manuscript","File","Chinese","Han (Traditional)","19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_17/1.jp2/full/!600,300/0/default.jpg"
"86","Tai shang yu qing wu ji zong zhen Wenchang da dong tan yan xian jing quan bu juan shang [19th century]","        Digital images of Tai shang yu qing wu ji zong zhen Wenchang da dong tan yan xian jing quan bu juan shang, a sutra for worship of the God of Literature. The original manuscript dates from the early 19th century; this copy was created by Rufeng Su in the 1980s. The original author and scribe are unknown. Recitation marks have been annotated in red ink and pencil. This is the first part (shang) of the sutra.                                                          View images from this file (101)                                    ","EAP012/8/1/18","101 TIFF images","Manuscript","File","Chinese","Han (Traditional)","19th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_18/1.jp2/full/!600,300/0/default.jpg"
"87","Tai shang yu qing wu ji zong zhen Wenchang da dong tan yan xian jing quan bu juan zhong","        Digital images of Tai shang yu qing wu ji zong zhen Wenchang da dong tan yan xian jing quan bu juan zhong, a sutra for worship of the God of Literature. The original manuscript dates from the early 19th century; this copy was created by Rufeng Su in the 1980s. The original author and scribe are unknown. Recitation marks have been annotated in red ink and pencil. This is the second part (zhong) of the sutra.                                                          View images from this file (88)                                    ","EAP012/8/1/19","88 TIFF images","Manuscript","File","Chinese","Han (Traditional)","20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_19/1.jp2/full/!600,300/0/default.jpg"
"88","Tai shang yu qing wu ji zong zhen Wenchang da dong tan yan xian jing quan bu juan xia","        Digital images of Tai shang yu qing wu ji zong zhen Wenchang da dong tan yan xian jing quan bu juan xia, a sutra for worship of the God of Literature. The original manuscript dates from the early 19th century; this copy was created by Rufeng Su in the 1980s. The original author and scribe are unknown. Recitation marks have been annotated in red ink and pencil. This is the third part (xia) of this sutra.                                                          View images from this file (90)                                    ","EAP012/8/1/20","90 TIFF images","Manuscript","File","Chinese","Han (Traditional)","20th century","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_20/1.jp2/full/!600,300/0/default.jpg"
"89","""""""Dong jing yin yue"""" zi liao zhi yi. 1960-1983.""","        Digital images of transcripts of Dongjing material and research fieldnotes, collected and created by Dongjing scholar/enthusiast Daohong Yi between 1960 and 1983. The file contains correspondence between Dongjing societies, government agencies and Dongjing researchers; research notes about Dongjing practices; and music scores written in jianpu notation.                                                          View images from this file (47)                                    ","EAP012/8/1/21","47 TIFF images","Correspondence","File","Chinese","Han (Traditional)","1960-1983","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_21/1.jp2/full/!600,300/0/default.jpg"
"90","""""""Dong jing yin yue"""" zi liao zhi er. 1981-1982.""","        Digital images of transcripts of Dongjing material and research fieldnotes, collected and created by Dongjing scholars/enthusiasts Jiaotong Sheng and Lin Huang between 1981 and 1982. The file contains correspondence, research notes about Dongjing practices, and music scores written in Jianpu notation.                                                          View images from this file (55)                                    ","EAP012/8/1/22","55 TIFF images","Correspondence","File","Chinese","Han (Traditional)","1981-1982","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_22/1.jp2/full/!600,300/0/default.jpg"
"91","""""""Dong jing yin yue"""" zi liao zhi san. 1982.""","        Digital images of transcripts of Dongjing material, research fieldnotes and newspaper clippings, created and collected in 1982. The creator wishes to remain anonymous. The file contains correspondence, research notes about Dongjing practices, and music scores written in Jianpu notation.                                                          View images from this file (44)                                    ","EAP012/8/1/23","44 TIFF images","Correspondence","File","Chinese","Han (Traditional)","1982","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_23/1.jp2/full/!600,300/0/default.jpg"
"92","Zhao Peizhi xian sheng zi liao. 1984-1991","        Digital images of mimeograph copies of research fieldnotes from the collection of Zhao Peizi, created by Jiafu Zhao between 1984 and 1991. There are 2 documents in this file.                                                          View images from this file (15)                                    ","EAP012/8/1/24","15 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1984-1991","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_24/1.jp2/full/!600,300/0/default.jpg"
"93","Qiaojia suona qu pai. 1962","        Digital images of Dongjing musical scores from Qiaojia, with annotation and an explanatory introduction. The transcripts were created by Kaixiang Zhu, Kaiyi Zhu and Yongshou Zhu in 1962, and written in jianpu notation.                                                          View images from this file (34)                                    ","EAP012/8/1/25","34 TIFF images","Score","File","Chinese","Han (Traditional)","1962","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_25/1.jp2/full/!600,300/0/default.jpg"
"94","Mengzi xian dong jing gu yue fu Kunming xue xi hui bao yan zou xin bian ci. 1989","        Digital images of a mimeograph copy of a manuscript showing lyrics for a Dongjing performance in Kunming. The mimeograph and original were created by the Mengzi Dongjing Society in 1989. The copy is of quite high quality, although the ink is slightly faded.                                                          View images from this file (17)                                    ","EAP012/8/1/26","17 TIFF images","Manuscript","File","Chinese","Han (Traditional)","1989","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_26/1.jp2/full/!600,300/0/default.jpg"
"95","Dong jing yinyue. 1981","        Digital images of [Dong jing yinyue], a printed Dongjing music score in jianpu notation, with an explanatory introduction. Created by Wenqin Jiang, Liang Luo, Xuwu You, Chuhong Zhao and Fengxi Yu, 1981.                                                          View images from this file (42)                                    ","EAP012/8/1/27","42 TIFF images","Score","File","Chinese","Han (Traditional)","1981","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_27/1.jp2/full/!600,300/0/default.jpg"
"96","Dali shi Xiaguan dong jing yue pu. 1984","        Digital images of a selection of Dongjing music scores in jianpu notation, from Xiaguan, Dali. The documents were created by the Nanya Dongjing Society in Xiaguan, in 1984. There are 8 documents in this file.                                                          View images from this file (59)                                    ","EAP012/8/1/28","59 TIFF images","Score","File","Chinese","Han (Traditional)","1984","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_28/1.jp2/full/!600,300/0/default.jpg"
"97","Bazhai min jian dong jing yin yue. 1983","        Digital images of a Dongjing music score in jianpu notation with explanatory introduction, created by an anonymous Dongjing enthusiast in Bazhai in 1983. Original date and author of composition unknown.The file contains research notes and the score itself.                                                          View images from this file (9)                                    ","EAP012/8/1/29","9 TIFF images","Score","File","Chinese","Han (Traditional)","1983","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_29/1.jp2/full/!600,300/0/default.jpg"
"98","Heqing dong jing yin yue. 1981","        Digital images of a Dongjing music score in jianpu notation with explanatory introduction, from Heqing county. The transcript is dated 1981; the transcript scribe, and the composer of the score, are unknown.                                                          View images from this file (29)                                    ","EAP012/8/1/30","29 TIFF images","Score","File","Chinese","Han (Traditional)","1981","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_30/1.jp2/full/!600,300/0/default.jpg"
"99","Baoshan dong jing gu dian yin yue xuan. 1980-1981","        Digital images of music scores in jianpu notation for classical Dongjing music from Baoshan. The file consists of scores, and newspaper cuttings featuring music scores. The documents were produced between 1980 and 1981 in Baoshan County; creator(s) unknown.                                                          View images from this file (66)                                    ","EAP012/8/1/31","66 TIFF images","Score","File","Chinese","Han (Traditional)","1980-1981","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_31/1.jp2/full/!600,300/0/default.jpg"
"100","Dali shi Xiaguan dong jing yin yue qu pu shang. 1985","        Digital images of a music score in jianpu notation and lyrics for Dongjing music from Dali. The transcripts were created by the Xiaguan Dongjing Society in 1985. This document is paginated numbers 1 to 21, and is the first part (shang) of the score.                                                          View images from this file (52)                                    ","EAP012/8/1/32","52 TIFF images","Score","File","Chinese","Han (Traditional)","1985","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_32/1.jp2/full/!600,300/0/default.jpg"
"101","Dali shi Xiaguan dong jing yin yue qu pu zhong. 1985","        Digital images of a music score in jianpu notation and lyrics for Dongjing music from Dali. The transcripts were created by the Xiaguan Dongjing Society in 1985. This document is paginated numbers 22 to 36, and is the second part (zhong) of the score.                                                          View images from this file (35)                                    ","EAP012/8/1/33","35 TIFF images","Score","File","Chinese","Han (Traditional)","1985","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_33/1.jp2/full/!600,300/0/default.jpg"
"102","Dali shi Xiaguan dong jing yin yue qu pu xia. 1985","        Digital images of a music score in jianpu notation and lyrics for Dongjing music from Dali. The transcripts were created by the Xiaguan Dongjing Society in 1985. This document is paginated numbers 37 to 54, and is the third part (xia) of the score.                                                          View images from this file (31)                                    ","EAP012/8/1/34","31 TIFF images","Score","File","Chinese","Han (Traditional)","1985","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_34/1.jp2/full/!600,300/0/default.jpg"
"103","Wenshan dong jing yin yue qu pu [1981]","        Digital images of Wenshan dong jing yin yue qu pu, a book of Dongjing music scores in jianpu notation, which also contains introductory notes and photographs of Dongjing performance. The transcripts are attributed to Yuming Liang, Guande Xiao, Shiyong Zhang and Jinshang Sun in 1981; the composers and original dates of composition are unknown.                                                          View images from this file (120)                                    ","EAP012/8/1/35","120 TIFF images","Book","File","Chinese","Han (Traditional)","1981","Access is for research purposes only","https://images.eap.bl.uk/EAP012/EAP012_8_1_35/1.jp2/full/!600,300/0/default.jpg"
