"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal"
"1","Ai bu qi fu jing","

        Sutra for praying for fortune. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (39)
            
          
              ","EAP081/1/1","39 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"2","Tai shang gan ying pian","

        Sutra for praying for fortune. Date unknown, assigned to the 16th century. Creator unknown. Original material paper.

                  
            
              
              View images from this file (113)
            
          
              ","EAP081/1/2","113 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"3","Li suan shu","

        Almanac. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (81)
            
          
              ","EAP081/1/3","81 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"4","Li suan shu","

        Almanac. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (79)
            
          
              ","EAP081/1/4","79 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"5","Li suan shu","

        Almanac. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (65)
            
          
              ","EAP081/1/5","65 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"6","Li suan shu","

        Almanac. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (58)
            
          
              ","EAP081/1/6","58 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"7","Li suan shu","

        Almanac. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (62)
            
          
              ","EAP081/1/7","62 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"8","Li suan shu","

        Almanac. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (65)
            
          
              ","EAP081/1/8","65 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"9","Li suan shu","

        Almanac. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (47)
            
          
              ","EAP081/1/9","47 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"10","Li suan shu","

        Almanac. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (39)
            
          
              ","EAP081/1/10","39 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"11","Kai lu jing","

        Sutra used in funeral to guide the soul back to its homeland. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (15)
            
          
              ","EAP081/1/11","15 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"12","Kai lu jing","

        Sutra used in funeral to guide the soul back to its homeland. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (18)
            
          
              ","EAP081/1/12","18 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"13","Kai lu jing","

        Sutra used in funeral to guide the soul back to its homeland. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (9)
            
          
              ","EAP081/1/13","9 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"14","Kai lu jing","

        Sutra used in funeral to guide the soul back to its homeland. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (17)
            
          
              ","EAP081/1/14","17 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"15","Kai lu jing","

        Sutra used in funeral to guide the soul back to its homeland. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (47)
            
          
              ","EAP081/1/15","47 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"16","Kai lu jing","

        Sutra used in funeral to guide the soul back to its homeland. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (23)
            
          
              ","EAP081/1/16","23 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"17","Kai lu jing","

        Sutra used in funeral to guide the soul back to its homeland. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (30)
            
          
              ","EAP081/1/17","30 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"18","Kai lu jing","

        Sutra used in funeral to guide the soul back to its homeland. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (20)
            
          
              ","EAP081/1/18","20 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"19","Kai lu jing","

        Sutra used in funeral to guide the soul back to its homeland. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (39)
            
          
              ","EAP081/1/19","39 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"20","Zhi lu jing","

        Sutra used in funeral to guide the soul back to its homeland. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (17)
            
          
              ","EAP081/1/20","17 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"21","Zhi lu jing","

        Sutra used in funeral to guide the soul back to its homeland. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (21)
            
          
              ","EAP081/1/21","21 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"22","Zhi lu jing","

        Sutra used in funeral to guide the soul back to its homeland. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (33)
            
          
              ","EAP081/1/22","33 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"23","Zhi lu jing","

        Sutra used in funeral to guide the soul back to its homeland. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (18)
            
          
              ","EAP081/1/23","18 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"24","Zhi lu jing","

        Sutra used in funeral to guide the soul back to its homeland. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (23)
            
          
              ","EAP081/1/24","23 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"25","Zhi lu jing","

        Sutra used in funeral to guide the soul back to its homeland. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (43)
            
          
              ","EAP081/1/25","43 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"26","Zhi lu jing","

        Sutra used in funeral to guide the soul back to its homeland. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (19)
            
          
              ","EAP081/1/26","19 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
"27","Zhi lu jing","

        Sutra used in funeral to guide the soul back to its homeland. Date unknown. Creator unknown. Original material paper.

                  
            
              
              View images from this file (16)
            
          
              ","EAP081/1/27","16 TIFF images","Manuscript","File","Nuosu","Yi","Late 16th century-Early 20th century","Access is for research purposes only."
