"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal"
"86","Ji sha niu jing zugong [1982]","

        A book containing dates unsuitable for killing oxen nor worshipping ancestors. Extent of original material: 1 volume containing 19 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (19)
            
          
              ","EAP460/14/12","19 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1982","Access is for research purposes only."
"87","Jia si nian jiu yue wei fang [1981]","

        A chapter for the ninth month of the Jiasi year in almanac. Extent of original material: 1 volume containing 42 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (42)
            
          
              ","EAP460/14/13","42 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"88","Zi wu mao you hai ze le [1981]","

        A general almanac. Extent of original material: 1 volume containing 28 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (28)
            
          
              ","EAP460/14/14","28 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"89","Dang da wang [Early 20th century]","

        A book on how to pick the most auspicious dates. Extent of original material: 1 volume containing 22 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (22)
            
          
              ","EAP460/14/15","22 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Early 20th century","Access is for research purposes only."
"90","Zhe ben tui guai [Early 20th century]","

        A book on deducing the most curious occasions. Extent of original material: 1 volume containing 17 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (9)
            
          
              ","EAP460/14/16","9 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Early 20th century","Access is for research purposes only."
"91","Li fang shu [1946]","

        A book on how to pick auspicious dates for building new houses. Extent of original material: 1 volume containing 13 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (8)
            
          
              ","EAP460/14/17","8 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1946","Access is for research purposes only."
"92","Chen xu nian chou fang [1981]","

        A general almanac for the Chenxu year, for the direction of Chou (northest). Extent of original material: 1 volume containing 56 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (56)
            
          
              ","EAP460/14/18","56 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"93","Sai shi [1981]","

        A general almanac for various purposes. Extent of original material: 1 volume containing 29 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (29)
            
          
              ","EAP460/14/19","29 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"94","Li fang yi kan ji xiong [Early 20th century]","

        A book on how to pick auspicious dates for building new houses. Extent of original material: 1 volume containing 13 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (13)
            
          
              ","EAP460/15/1","13 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Early 20th century","Access is for research purposes only."
"95","Tan wu zhu [Early 20th century]","

        A general almanac. Extent of original material: 1 volume containing 24 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (24)
            
          
              ","EAP460/15/2","24 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Early 20th century","Access is for research purposes only."
"96","Hunyin [Early 20th century]","

        A book on predicting fortunes and misfortunes in marriage. Extent of original material: 1 volume containing 16 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (16)
            
          
              ","EAP460/15/3","16 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Early 20th century","Access is for research purposes only."
"97","Zi wu mao you nian yin shen hai fang [Early 20th century]","

        A general almanac. Extent of original material: 1 volume containing 24 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (24)
            
          
              ","EAP460/15/4","24 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Early 20th century","Access is for research purposes only."
"98","Shen zi da ji [Early 20th century]","

        A general almanac for every Shen, Zi and Chen years. Extent of original material: 1 volume containing 31 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (31)
            
          
              ","EAP460/15/5","31 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Early 20th century","Access is for research purposes only."
"99","Nian yong nannv ri wen [1963]","

        A general almanac. Extent of original material: 1 volume containing 24 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (13)
            
          
              ","EAP460/16/1","13 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1963","Access is for research purposes only."
"100","Chun yin wu xu [1981]","

        A general almanac. Extent of original material: 1 volume containing 25 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (25)
            
          
              ","EAP460/17/1","25 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"101","Zi wu mao you hai ze le [1981]","

        A general almanac. Extent of original material: 1 volume containing 63 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (32)
            
          
              ","EAP460/17/2","32 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"102","Zi wu nian you fang [1981]","

        A general almanac for years of Zi and Wu. Extent of original material: 1 volume containing 24 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (24)
            
          
              ","EAP460/17/3","24 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"103","Jiu fan [1981]","

        A Chinese almanac. Extent of original material: 1 volume containing 39 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (20)
            
          
              ","EAP460/17/4","20 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"104","Linshi bian yong [1981]","

        A book on divination ready for all purposes . Extent of original material: 1 volume containing 22 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (12)
            
          
              ","EAP460/17/5","12 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"105","Jia zi shi [1981]","

        A chapter on the hour Jiazi in the almanac. Extent of original material: 1 volume containing 65 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (65)
            
          
              ","EAP460/17/6","65 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"106","Jia si nian jiu yue wei fang [1981]","

        A chapter on the ninth month of the Jiasi year in the almanac. Extent of original material: 1 volume containing 44 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (44)
            
          
              ","EAP460/17/7","44 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"107","Sai shi [1981]","

        A book on divination ready for all purposes. Extent of original material: 1 volume containing 29 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (29)
            
          
              ","EAP460/17/8","29 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"108","Zi wu mao you chen chen [1981]","

        A general almanac. Extent of original material: 1 volume containing 29 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (29)
            
          
              ","EAP460/17/9","29 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"109","Tan lang [1981]","

        A general almanac. Extent of original material: 1 volume containing 30 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (30)
            
          
              ","EAP460/17/10","30 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"110","Tai bai ba [1981]","

        A general almanac. Extent of original material: 1 volume containing 46 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (46)
            
          
              ","EAP460/17/11","46 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"111","Tan mu liu shi jin shui wei shen [1981]","

        A general almanac. Extent of original material: 1 volume containing 28 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (28)
            
          
              ","EAP460/17/12","28 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"112","Da ji tong shu ri [1981]","

        A book listing most auspicious days. Extent of original material: 1 volume containing 42 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (42)
            
          
              ","EAP460/17/13","42 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"113","Dang da wang [1981]","

        A book on how to achieve great fortunes. Extent of original material: 1 volume containing 23 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (23)
            
          
              ","EAP460/17/14","23 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"114","Di shier shang tan [1981]","

        A general almanac. Extent of original material: 1 volume containing 37 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (19)
            
          
              ","EAP460/17/15","19 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"115","Wan nian shu [Early 20th century]","

        A general almanac. Extent of original material: 1 volume containing 33 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (17)
            
          
              ","EAP460/18/1","17 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Early 20th century","Access is for research purposes only."
"116","Zi wu mao you nian hai hai [Late 19th century]","

        A general almanac. Extent of original material: 1 volume containing 35 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (18)
            
          
              ","EAP460/19/1","18 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"117","Xu ? Wu fang [Late 19th century]","

        A general almanac. Extent of original material: 1 volume containing 14 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (8)
            
          
              ","EAP460/19/2","8 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"118","Jia si jiu yue wei fang [1982]","

        A general almanac. Extent of original material: 1 volume containing 43 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (23)
            
          
              ","EAP460/20/1","23 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1982","Access is for research purposes only."
"119","Zhe ben kan bai ba [1982]","

        A general almanac. Extent of original material: 1 volume containing 46 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (46)
            
          
              ","EAP460/20/2","46 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1982","Access is for research purposes only."
"120","Lun ben ji yu an zang [1982]","

        A book on how to pick proper dates for funerals. Extent of original material: 1 volume containing 36 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (19)
            
          
              ","EAP460/20/3","19 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1982","Access is for research purposes only."
"121","Ri shi ji zang [1982]","

        A book on how to pick proper dates and time for funerals. Extent of original material: 1 volume containing 35 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (18)
            
          
              ","EAP460/20/4","18 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1982","Access is for research purposes only."
"122","Liu [1982]","

        Unknown content. Extent of original material: 1 volume containing 49 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (49)
            
          
              ","EAP460/20/5","49 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1982","Access is for research purposes only."
"123","Jia si bing yin [1988]","

        A general almanac. Extent of original material: 1 volume containing 28 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (28)
            
          
              ","EAP460/20/6","28 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1988","Access is for research purposes only."
"124","Zheng qi geng jia [1979]","

        A general almanac. Extent of original material: 1 volume containing 33 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (33)
            
          
              ","EAP460/20/7","33 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1979","Access is for research purposes only."
"125","Zi wu mao you nian [Mid 20th century]","

        A general almanac. Extent of original material: 1 volume containing 27 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (27)
            
          
              ","EAP460/20/8","27 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Mid 20th century","Access is for research purposes only."
"126","Jia si jiu yue wei fang [1964]","

        A chapter of the ninth month from an almanac. Extent of original material: 1 volume containing 40 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (40)
            
          
              ","EAP460/21/1","40 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1964","Access is for research purposes only."
"127","Zhe ben [1964]","

        Unknown content. Extent of original material: 1 volume containing 15 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (15)
            
          
              ","EAP460/21/2","15 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1964","Access is for research purposes only."
"128","Wan nian [Late 19th century]","

        A general almanac. Extent of original material: 1 volume containing 51 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (27)
            
          
              ","EAP460/22/1","27 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"129","Jia si nian bing yin [1916]","

        An almanac for the year Jiasi. Extent of original material: 1 volume containing 45 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (23)
            
          
              ","EAP460/22/2","24 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1916","Access is for research purposes only."
"130","Zhan tui xiong ri shi yong ji [1916]","

        A book on how to avoid and expel misfortunes and employ good fortunes. Extent of original material: 1 volume containing 50 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (26)
            
          
              ","EAP460/22/3","26 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1916","Access is for research purposes only."
"131","Ji xing bian lan [Late 19th century]","

        A collection of predicting on various fortunes and misfortunes. Extent of original material: 1 volume containing 41 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (22)
            
          
              ","EAP460/23/1","22 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"132","Xiang xia tong shu [1900]","

        An almanac from countryside. Extent of original material: 1 volume containing 51 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (27)
            
          
              ","EAP460/23/2","27 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1900","Access is for research purposes only."
"133","Unknown [1900]","

        Unknown content. Extent of original material: 1 volume containing 25 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (25)
            
          
              ","EAP460/23/3","25 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1900","Access is for research purposes only."
"134","Unknown [Late 19th century]","

        Unknown content. Extent of original material: 1 volume containing 35 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (19)
            
          
              ","EAP460/23/4","19 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"135","Tan ju la [Late 19th century]","

        A general almanac. Extent of original material: 1 volume containing 32 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (18)
            
          
              ","EAP460/23/5","18 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"136","Yi kan ji xiong [1900]","

        A book on predicting good or bad luck. Extent of original material: 1 volume containing 27 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (27)
            
          
              ","EAP460/23/6","27 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1900","Access is for research purposes only."
"137","Tong shu [1900]","

        A general almanac. Extent of original material: 1 volume containing 36 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (20)
            
          
              ","EAP460/23/7","20 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1900","Access is for research purposes only."
"138","Qu gua shu [Late 19th century]","

        A book on divination. Extent of original material: 1 volume containing 27 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (15)
            
          
              ","EAP460/23/8","15 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"139","Tong shu [Late 19th century]","

        A general almanac. Extent of original material: 1 volume containing 18 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (10)
            
          
              ","EAP460/23/9","10 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"140","Wan sui yong [1900]","

        A general almanac. Extent of original material: 1 volume containing 24 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (24)
            
          
              ","EAP460/23/10","24 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1900","Access is for research purposes only."
"141","Men ji [Late 19th century]","

        A general almanac. Extent of original material: 1 volume containing 38 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (20)
            
          
              ","EAP460/23/11","20 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"142","Wu jiu ji [1987]","

        A general almanac. Extent of original material: 1 volume containing 30 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (30)
            
          
              ","EAP460/24/1","30 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1987","Access is for research purposes only."
"143","Wu ? Sheng nian yue shi ri [1987]","

        A general almanac. Extent of original material: 1 volume containing 20 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (20)
            
          
              ","EAP460/24/2","20 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1987","Access is for research purposes only."
"144","Chun yin wu xu [1981]","

        A general almanac. Extent of original material: 1 volume containing 44 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (23)
            
          
              ","EAP460/24/3","23 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1981","Access is for research purposes only."
"145","Unknown [1987]","

        Unknown content. Extent of original material: 1 volume containing 11 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (6)
            
          
              ","EAP460/24/4","6 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1987","Access is for research purposes only."
"146","Kan gong zheng kan wu yin [1987]","

        A book on divination. Extent of original material: 1 volume containing 17 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (10)
            
          
              ","EAP460/24/5","10 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1987","Access is for research purposes only."
"147","Zi wu mao you nian [Early 20th century]","

        A general almanac. Extent of original material: 1 volume containing 23 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (23)
            
          
              ","EAP460/25/1","23 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Early 20th century","Access is for research purposes only."
"148","Tong yong [Late 19th century]","

        A book could be used by priests in various occasions. Extent of original material: 1 volume containing 34 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (34)
            
          
              ","EAP460/26/1","34 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"149","Bing ding yong [Late 19th century]","

        An almanac for particular hours of Bing and Ding. Extent of original material: 1 volume containing 72 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (72)
            
          
              ","EAP460/26/2","72 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"150","Xiangxia tongshu [Late 19th century]","

        A general almanac used in the countryside. Extent of original material: 1 volume containing 47 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (25)
            
          
              ","EAP460/26/3","25 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"151","Wei shen nian tan [Early 20th century]","

        A general almanac. Extent of original material: 1 volume containing 9 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (9)
            
          
              ","EAP460/27/1","9 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Early 20th century","Access is for research purposes only."
"152","Unknown [1910s]","

        Unknown content. Extent of original material: 1 volume containing 26 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (26)
            
          
              ","EAP460/27/2","26 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1910s","Access is for research purposes only."
"153","Tan lang [Early 20th century]","

        A Chinese almanac. Extent of original material: 1 volume containing 25 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (25)
            
          
              ","EAP460/27/3","25 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Early 20th century","Access is for research purposes only."
"154","Unknown [Late 19th century]","

        Unknown content. Extent of original material: 1 volume containing 55 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (55)
            
          
              ","EAP460/27/4","55 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"155","Unknown [Early 20th century]","

        Unknown content. Extent of original material: 1 volume containing 38 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (38)
            
          
              ","EAP460/27/5","38 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Early 20th century","Access is for research purposes only."
"156","Shu wu [Early 20th century]","

        A collection of various divination methods. Extent of original material: 1 volume containing 39 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (20)
            
          
              ","EAP460/27/6","20 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Early 20th century","Access is for research purposes only."
"157","Shi er nian tu [Early 20th century]","

        A general almanac. Extent of original material: 1 volume containing 21 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (21)
            
          
              ","EAP460/27/7","21 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Early 20th century","Access is for research purposes only."
"158","Gao xiang yin wen [1950s]","

        A Chinese almanac. Extent of original material: 1 volume containing 33 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (33)
            
          
              ","EAP460/27/8","33 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1950s","Access is for research purposes only."
"159","Kan sheng nian yong ri bing ji yao [1939]","

        A book on divination on life, lucky days and sickness etc. Extent of original material: 1 volume containing 24 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (24)
            
          
              ","EAP460/28/1","24 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1939","Access is for research purposes only."
"160","Zhe ben shu neng ke kan qi sha [1969]","

        A book on how to defend against various supernatural attacks. Extent of original material: 1 volume containing 47 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (24)
            
          
              ","EAP460/28/2","24 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1969","Access is for research purposes only."
"161","Tan si ji","

        A general almanac. Extent of original material: 1 volume containing 27 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (27)
            
          
              ","EAP460/28/3","27 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"162","Zhe gen ben fu gui du ben [1951]","

        A book on how to pursue fortunes. Extent of original material: 1 volume containing 18 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (18)
            
          
              ","EAP460/28/4","18 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1951","Access is for research purposes only."
"163","Zhe ben guan","

        A book on divination. Extent of original material: 1 volume containing 17 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (16)
            
          
              ","EAP460/28/5","17 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"164","Kan jie qin","

        A book on how to pick auspicious dates for weddings. Extent of original material: 1 volume containing 20 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (20)
            
          
              ","EAP460/28/6","20 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"165","Kan li fang","

        A book on how to pick auspicious dates for building new houses. Extent of original material: 1 volume containing 20 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (20)
            
          
              ","EAP460/28/7","20 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"166","Tan wu jiu ji","

        A general almanac. Extent of original material: 1 volume containing 30 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (30)
            
          
              ","EAP460/28/8","30 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"167","Zhe ben kan sheng nian yong ri an zang da ji","

        A collection of divination on life span, lucky days, burial and many others. Extent of original material: 1 volume containing 41 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (41)
            
          
              ","EAP460/28/9","41 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"168","Zhe ben fen fu gui","

        A book on how to pursue fortunes. Extent of original material: 1 volume containing 26 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (26)
            
          
              ","EAP460/28/10","26 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","Late 19th century","Access is for research purposes only."
"169","Zhe ben shu ji ge xiang ri xiong [1949]","

        A collection of all black days for various activities. Extent of original material: 1 volume containing 10 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (10)
            
          
              ","EAP460/28/11","10 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1949","Access is for research purposes only."
"170","Wu yin hui hai mao mo [1963]","

        A general almanac. Extent of original material: 1 volume containing 16 pages Physical condition of original material: Manuscript written in ink, on cotton paper and bound.

                  
            
              
              View images from this file (9)
            
          
              ","EAP460/29/1","9 digital images in TIFF format","Manuscript","File","Sui","Shuishu, Sui","1963","Access is for research purposes only."
