"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal"
"136","Ri hou nu ye ti [19th century]","

        Wedding songs. Creator: unknown.

                  
            
              
              View images from this file (28)
            
          
              ","EAP217/14/4","28 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"137","Li suan shu [18th century]","

        Sutra used to pick an auspicious date. Creator: unknown.

                  
            
              
              View images from this file (102)
            
          
              ","EAP217/14/5","102 TIFF images","Manuscript","File","Nuosu","Yi","18th century","Access is for research purposes only."
"138","Gong shu [Unknown date]","

        Almanac. Creator: unknown.

                  
            
              
              View images from this file (86)
            
          
              ","EAP217/14/6","86 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"139","Li suan shu [Unknown date]","

        Almanac. Creator: unknown.

                  
            
              
              View images from this file (107)
            
          
              ","EAP217/14/7","107 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"140","Li suan shu [Unknown date]","

        Almanac. Creator: unknown.

                  
            
              
              View images from this file (43)
            
          
              ","EAP217/14/8","43 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"141","Jing shu [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (110)
            
          
              ","EAP217/14/9","110 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"142","Jing shu [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (80)
            
          
              ","EAP217/14/10","80 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"143","Jing shu [Unknown date]","

        Sutra used by Bimo priest in funerals. Creator: unknown.

                  
            
              
              View images from this file (70)
            
          
              ","EAP217/14/11","70 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"144","Gu shi shu [19th century]","

        A collection of stories circulated in South Yunnan. Creator: unknown.

                  
            
              
              View images from this file (71)
            
          
              ","EAP217/14/12","71 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"145","Gu shi shu [19th century]","

        A collection of stories circulated in South Yunnan. Creator: unknown.

                  
            
              
              View images from this file (39)
            
          
              ","EAP217/14/13","39 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"146","Kai lu jing [Unknown date]","

        Sutra used in funeral to guild the soul back to its homeland. Creator: unknown.

                  
            
              
              View images from this file (97)
            
          
              ","EAP217/14/14","97 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"147","Kai lu jing [Unknown date]","

        Sutra used in funeral to guild the soul back to its homeland. Creator: unknown.

                  
            
              
              View images from this file (144)
            
          
              ","EAP217/14/15","144 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"148","Zhao fu shui jing [19th century]","

        Sutra used to find auspicious water in the ancestor worship ceremony. Creator: unknown.

                  
            
              
              View images from this file (81)
            
          
              ","EAP217/14/16","81 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"149","Jing shu [Unknown date]","

        Bimo sutra. Creator: unknown.

                  
            
              
              View images from this file (79)
            
          
              ","EAP217/14/17","79 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"150","Zhi lu jing [Unknown date]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (41)
            
          
              ","EAP217/14/18","41 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"151","Jing shu [Unknown date]","

        Bimo sutra. Creator: unknown.

                  
            
              
              View images from this file (120)
            
          
              ","EAP217/14/19","120 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"152","Xian fu shui xian sheng jing [Unknown date]","

        Sutra used in offering auspicious water to ancesters. Creator: unknown.

                  
            
              
              View images from this file (31)
            
          
              ","EAP217/14/20","31 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"153","Li suan shu [Unknown date]","

        Almanac. Creator: unknown.

                  
            
              
              View images from this file (89)
            
          
              ","EAP217/14/21","89 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"154","Jing shu [Unknown date]","

        Bimo sutra. Creator: unknown.

                  
            
              
              View images from this file (62)
            
          
              ","EAP217/14/22","62 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"155","Ji zu jing [19th century]","

        Sutra on conducting ceremony of ancestral worship, from picking the date, layout of altar and offering appropriate food and water to ancestors. Creator: unknown.

                  
            
              
              View images from this file (120)
            
          
              ","EAP217/14/23","120 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"156","Zhi lu jing [1992]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (213)
            
          
              ","EAP217/14/24","213 TIFF images","Manuscript","File","Nuosu","Yi","1992","Access is for research purposes only."
"157","Jing shu [Unknown date]","

        Bimo sutra. Creator: unknown.

                  
            
              
              View images from this file (89)
            
          
              ","EAP217/14/25","89 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"158","Jing shu [Unknown date]","

        Bimo sutra. Creator: unknown.

                  
            
              
              View images from this file (111)
            
          
              ","EAP217/14/26","111 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"159","Ji long jing [1985]","

        Sutra of offering to dragons in the ceremony of ancestral worship. Creator: unknown.

                  
            
              
              View images from this file (101)
            
          
              ","EAP217/14/27","101 TIFF images","Manuscript","File","Nuosu","Yi","1985","Access is for research purposes only."
"160","Jing shu [Unknown date]","

        Bimo sutra. Creator: unknown.

                  
            
              
              View images from this file (127)
            
          
              ","EAP217/14/28","127 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"161","Bi mo jing [Unknown date]","

        A collection of local lyrics used in ceremonies. Creator: unknown.

                  
            
              
              View images from this file (95)
            
          
              ","EAP217/14/29","95 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"162","Sang zang jing [Unknown date]","

        Sutra used in funeral. Creator: unknown.

                  
            
              
              View images from this file (70)
            
          
              ","EAP217/14/30","70 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"163","Zhi lu jing [Unknown date]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (103)
            
          
              ","EAP217/14/31","103 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"164","Li suan shu [Unknown date]","

        Calendar. Creator: unknown.

                  
            
              
              View images from this file (133)
            
          
              ","EAP217/14/32","133 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"165","Zhi lu jing [Unknown date]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (111)
            
          
              ","EAP217/14/33","111 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"166","Zhi lu jing [Unknown date]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (49)
            
          
              ","EAP217/14/34","49 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"167","Gu shi shu he Li suan shu [Unknown date]","

        A story book and a calendar. Creator: unknown.

                  
            
              
              View images from this file (99)
            
          
              ","EAP217/14/35","99 TIFF images","Book","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"168","Tang wang you di fu [19th century]","

        The story of a Chinese emporer visiting the underground world. A 19th century copy of earlier texts, dated no later than the 18th century. Creator: unknown.

                  
            
              
              View images from this file (93)
            
          
              ","EAP217/14/36","93 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"169","Ze ri shu [Unknown date]","

        Sutra used to pick an auspicious date. Creator: unknown.

                  
            
              
              View images from this file (14)
            
          
              ","EAP217/14/37","14 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"170","Li suan shu [20th century]","

        Almanac. A copy of earlier text. Creator: unknown.

                  
            
              
              View images from this file (47)
            
          
              ","EAP217/14/38","47 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"171","Bi mo jing [Unknown date]","

        Bimo sutra. Creator: unknown.

                  
            
              
              View images from this file (59)
            
          
              ","EAP217/14/39","59 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"172","Bi mo jing [Unknown date]","

        Bimo sutra. Creator: unknown.

                  
            
              
              View images from this file (37)
            
          
              ","EAP217/14/40","37 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"173","Bi mo jing [Unknown date]","

        Bimo sutra. Creator: unknown.

                  
            
              
              View images from this file (67)
            
          
              ","EAP217/14/41","67 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"174","Xian fu shui xian sheng jing [19th century]","

        Sutra used in offering auspicious water and offerings to ancesters. Creator: unknown.

                  
            
              
              View images from this file (139)
            
          
              ","EAP217/14/42","139 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"175","Li suan shu [1998]","

        Almanac. Creator: unknown.

                  
            
              
              View images from this file (68)
            
          
              ","EAP217/14/43","68 TIFF images","Manuscript","File","Nuosu","Yi","1998","Access is for research purposes only."
"176","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (171)
            
          
              ","EAP217/14/44","171 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"177","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (60)
            
          
              ","EAP217/14/45","60 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"178","Ji zu qi fu jing [Unknown date]","

        Sutra used in ceremony of ancestral worship, and request for fortune. Creator: unknown.

                  
            
              
              View images from this file (80)
            
          
              ","EAP217/14/46","80 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"179","Sang zang jing [Unknown date]","

        Sutra used in funeral. Creator: unknown.

                  
            
              
              View images from this file (67)
            
          
              ","EAP217/14/47","67 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"180","Shen zuo fen bu tu [19th century]","

        Sutra on arrangment of ancestral tablets and other installations in ceremony. Creator: unknown.

                  
            
              
              View images from this file (92)
            
          
              ","EAP217/14/48","92 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"181","Zhi lu jing [Early 20th century]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (58)
            
          
              ","EAP217/14/49","58 TIFF images","Manuscript","File","Nuosu","Yi","Early 20th century","Access is for research purposes only."
"182","Bi mo jing [Early 20th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (85)
            
          
              ","EAP217/14/50","85 TIFF images","Manuscript","File","Nuosu","Yi","Early 20th century","Access is for research purposes only."
"183","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (78)
            
          
              ","EAP217/14/51","78 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"184","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (104)
            
          
              ","EAP217/14/52","104 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"185","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (100)
            
          
              ","EAP217/14/53","100 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"186","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (74)
            
          
              ","EAP217/14/54","74 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"187","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (64)
            
          
              ","EAP217/14/55","64 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"188","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (76)
            
          
              ","EAP217/14/56","76 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"189","Zhi lu jing [Unknown date]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (53)
            
          
              ","EAP217/14/57","53 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"190","Shen zuo fen bu tu [Unknown date]","

        Sutra on arrangment of ancestral tablets and other installations in ceremony. Creator: unknown.

                  
            
              
              View images from this file (78)
            
          
              ","EAP217/14/58","78 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"191","Di fu gu shi shu [Unknown date]","

        A story about travelling in the underground world. Creator: unknown.

                  
            
              
              View images from this file (77)
            
          
              ","EAP217/14/59","77 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"192","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (89)
            
          
              ","EAP217/14/60","89 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"193","Li suan ze ri shu [Unknown date]","

        Sutra used to pick an auspicious date. Creator: unknown.

                  
            
              
              View images from this file (89)
            
          
              ","EAP217/14/61","89 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"194","Li suan shu [Unknown date]","

        Almanac. Creator: unknown.

                  
            
              
              View images from this file (73)
            
          
              ","EAP217/14/62","73 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"195","Zhi lu jing [Unknown date]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (197)
            
          
              ","EAP217/14/63","197 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"196","Bi mo jing [Early 20th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (58)
            
          
              ","EAP217/14/64","58 TIFF images","Manuscript","File","Nuosu","Yi","Early 20th century","Access is for research purposes only."
"197","Bi mo jing [19th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (145)
            
          
              ","EAP217/14/65","145 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"198","Ji long zhao shui jing [19th century]","

        Sutra used to worship dragons and locate auspicious water in ceremony. Creator: unknown.

                  
            
              
              View images from this file (113)
            
          
              ","EAP217/14/66","113 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"199","Xian sheng jing [Late 20th century]","

        Sutra on offering sacrifices to ancestors in ceremony. A late 20th century copy of an earlier text. Creator: unknown.

                  
            
              
              View images from this file (94)
            
          
              ","EAP217/14/67","94 TIFF images","Manuscript","File","Nuosu","Yi","Late 20th century","Access is for research purposes only."
"200","Shi ti xia chuang jing [Late 18th century]","

        Part of the sutra on guilding the souls back to their homeland; this section describes how the soul leave the corpse and bed. Creator: unknown.

                  
            
              
              View images from this file (40)
            
          
              ","EAP217/14/68","40 TIFF images","Manuscript","File","Nuosu","Yi","Late 18th century","Access is for research purposes only."
"201","Li suan shu [1983]","

        Almanac. Creator: unknown.

                  
            
              
              View images from this file (32)
            
          
              ","EAP217/14/69","32 TIFF images","Manuscript","File","Nuosu","Yi","1983","Access is for research purposes only."
"202","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (43)
            
          
              ","EAP217/14/70","43 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"203","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (30)
            
          
              ","EAP217/14/71","30 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"204","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (68)
            
          
              ","EAP217/14/72","68 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"205","Li suan shu [19th century]","

        Almanac. Creator: unknown.

                  
            
              
              View images from this file (74)
            
          
              ","EAP217/14/73","74 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"206","Bi mo jing [Late 20th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (70)
            
          
              ","EAP217/14/74","70 TIFF images","Manuscript","File","Nuosu","Yi","Late 20th century","Access is for research purposes only."
"207","Li suan shu [20th century]","

        Almanac. Creator: unknown.

                  
            
              
              View images from this file (49)
            
          
              ","EAP217/14/75","49 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"208","Qi fu yu ce ji xiong jing [20th century]","

        Sutra to request fortune and predict one's fate. Creator: unknown.

                  
            
              
              View images from this file (70)
            
          
              ","EAP217/14/76","70 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"209","Qi fu jing [Early 20th century]","

        Sutra used in ceremony of ancestral worship, and request for fortune. Creator: unknown.

                  
            
              
              View images from this file (48)
            
          
              ","EAP217/14/77","48 TIFF images","Manuscript","File","Nuosu","Yi","Early 20th century","Access is for research purposes only."
"210","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (77)
            
          
              ","EAP217/14/78","77 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"211","Zhan bing ji xiong shu [19th century]","

        Sutra on various illness corresponding to one's birth date. Creator: unknown.

                  
            
              
              View images from this file (70)
            
          
              ","EAP217/14/79","70 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"212","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (38)
            
          
              ","EAP217/14/80","38 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"213","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (69)
            
          
              ","EAP217/14/81","69 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"214","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (138)
            
          
              ","EAP217/14/82","138 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"215","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (27)
            
          
              ","EAP217/14/83","27 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"216","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (45)
            
          
              ","EAP217/14/84","45 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"217","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (48)
            
          
              ","EAP217/14/85","48 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"218","Liu shi jia zi tui ming shu [20th century]","

        A future-telling book based on calculating on a lunar calendar. Creator: unknown.

                  
            
              
              View images from this file (23)
            
          
              ","EAP217/14/86","23 TIFF images","Book","File","Nuosu","Yi","20th century","Access is for research purposes only."
"219","Qi fu jing [19th century]","

        Sutra on requesting for fortune. Creator: unknown.

                  
            
              
              View images from this file (14)
            
          
              ","EAP217/14/87","14 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"220","Tui ming shu [19th century]","

        Sutra on predicting one's future. Creator: unknown.

                  
            
              
              View images from this file (33)
            
          
              ","EAP217/14/88","33 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"221","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (47)
            
          
              ","EAP217/14/89","47 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"222","Ji niu yang zhu ji jing [18th century]","

        Sutra on offering ox, sheep, pig and chicken to ancestors. Creator: unknown.

                  
            
              
              View images from this file (29)
            
          
              ","EAP217/14/90","29 TIFF images","Manuscript","File","Nuosu","Yi","18th century","Access is for research purposes only."
"223","Ji zu qi fu jing [18th century]","

        Sutra used in ceremony of ancestral worship, and request for fortune. Creator: unknown.

                  
            
              
              View images from this file (49)
            
          
              ","EAP217/14/91","49 TIFF images","Manuscript","File","Nuosu","Yi","18th century","Access is for research purposes only."
"224","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (16)
            
          
              ","EAP217/14/92","16 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"225","Qi fu jing [19th century]","

        Sutra on requesting for fortune. Creator: unknown.

                  
            
              
              View images from this file (44)
            
          
              ","EAP217/14/93","44 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"226","Qi fu zhao shui jing [1985]","

        Sutra on requesting for fortune and searching for auspicious water. Creator: unknown.

                  
            
              
              View images from this file (68)
            
          
              ","EAP217/14/94","68 TIFF images","Manuscript","File","Nuosu","Yi","1985","Access is for research purposes only."
"227","Qi fu jing [Unknown date]","

        Sutra on requesting for fortune. Creator: unknown.

                  
            
              
              View images from this file (30)
            
          
              ","EAP217/14/95","30 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"228","Zhi lu jing [1985]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (46)
            
          
              ","EAP217/14/96","46 TIFF images","Manuscript","File","Nuosu","Yi","1985","Access is for research purposes only."
"229","Xian sheng jing [20th century]","

        Sutra on offering sacrifices to ancestors in ceremony. Creator: unknown.

                  
            
              
              View images from this file (26)
            
          
              ","EAP217/14/97","26 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"230","Jie jing jing [19th century]","

        Sutra on cleaning and preparing for ceremony. Creator: unknown.

                  
            
              
              View images from this file (28)
            
          
              ","EAP217/14/98","28 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"231","Bi mo jing [Early 19th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (89)
            
          
              ","EAP217/14/99","89 TIFF images","Manuscript","File","Nuosu","Yi","Early 19th century","Access is for research purposes only."
"232","Bi mo jing [Early 20th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (27)
            
          
              ","EAP217/14/100","27 TIFF images","Manuscript","File","Nuosu","Yi","Early 20th century","Access is for research purposes only."
"233","Ji shen ji zu ze ri shu [20th century]","

        Sutra on picking appropriate dates to worship gods and ancestors. Creator: unknown.

                  
            
              
              View images from this file (34)
            
          
              ","EAP217/14/101","34 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"234","Zhao yao xian sheng jing [19th century]","

        Sutra of searching for herbs and offering sacrifice to ancestors and gods. Creator: unknown.

                  
            
              
              View images from this file (50)
            
          
              ","EAP217/14/102","50 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"235","Bi mo jing [19th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (20)
            
          
              ","EAP217/14/103","20 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"236","Bi mo jing [20th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (12)
            
          
              ","EAP217/14/104","12 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"237","Bi mo jing [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (134)
            
          
              ","EAP217/14/105","134 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"238","Zhi lu jing [20th century]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (146)
            
          
              ","EAP217/14/106","146 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"239","Zhi lu jing [20th century]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (80)
            
          
              ","EAP217/14/107","80 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"240","Bi mo jing [Late 19th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (61)
            
          
              ","EAP217/14/108","61 TIFF images","Manuscript","File","Nuosu","Yi","Late 19th century","Access is for research purposes only."
"241","Bi mo jing [19th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (104)
            
          
              ","EAP217/14/109","104 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"242","Jia chu jie jing jing [19th century]","

        Sutra to cure plagues among human beings and domestic animals. Creator: unknown.

                  
            
              
              View images from this file (69)
            
          
              ","EAP217/14/110","69 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"243","Li suan ze ri shu [19th century]","

        Sutra used to pick an auspicious date. Creator: unknown.

                  
            
              
              View images from this file (67)
            
          
              ","EAP217/14/111","67 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"244","Zhu lu jing [19th century]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (123)
            
          
              ","EAP217/14/112","123 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"245","Zhao yao zhi bing jing [Early 19th century]","

        Sutra on searching for herbs and curing illness by supernatural power. Creator: unknown.

                  
            
              
              View images from this file (70)
            
          
              ","EAP217/14/113","70 TIFF images","Manuscript","File","Nuosu","Yi","Early 19th century","Access is for research purposes only."
"246","Chu sui jie jing jing [19th century]","

        Sutra on cleaning houses and driving evils away. Creator: unknown.

                  
            
              
              View images from this file (31)
            
          
              ","EAP217/14/114","31 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"247","She shen wei xian ji jing [19th century]","

        Sutra on establishing tablets for gods and ancestors and offering sacrifice. Creator: unknown.

                  
            
              
              View images from this file (53)
            
          
              ","EAP217/14/115","53 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"248","Bi mo jing [19th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (35)
            
          
              ","EAP217/14/116","35 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"249","Bi mo jing [19th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (58)
            
          
              ","EAP217/14/117","58 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
