"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal"
"20","Zhao yao zhi bing jing [Early 20th century]","

        Sutra on searching for herbs and curing illness by supernatural power. Creator: unknown.

                  
            
              
              View images from this file (48)
            
          
              ","EAP217/1/20","49 TIFF images","Manuscript","File","Nuosu","Yi","Early 20th century","Access is for research purposes only."
"21","Bi mo jing [Early 20th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (31)
            
          
              ","EAP217/1/21","31 TIFF images","Manuscript","File","Nuosu","Yi","Early 20th century","Access is for research purposes only."
"22","Xian fu shui xian sheng jing [Early 20th century]","

        Sutra on offering sacrifices to ancestors in ceremony. Creator: unknown.

                  
            
              
              View images from this file (58)
            
          
              ","EAP217/1/22","58 TIFF images","Manuscript","File","Nuosu","Yi","Early 20th century","Access is for research purposes only."
"23","Zhi lu jing [Early 20th century]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (39)
            
          
              ","EAP217/1/23","39 TIFF images","Manuscript","File","Nuosu","Yi","Early 20th century","Access is for research purposes only."
"24","Bi mo xu pu [19th century]","

        A history of Bimo priests. Creator: unknown.

                  
            
              
              View images from this file (12)
            
          
              ","EAP217/2/1","12 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"25","Qi fu lu jing [19th century]","

        Sutra on requesting for fortune. Creator: unknown.

                  
            
              
              View images from this file (49)
            
          
              ","EAP217/2/2","49 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"26","Bi mo jing [Early 19th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (16)
            
          
              ","EAP217/2/3","16 TIFF images","Manuscript","File","Nuosu","Yi","Early 19th century","Access is for research purposes only."
"27","Qi fu lu jing [Late 18th century]","

        Sutra on requesting for fortune. Creator: unknown.

                  
            
              
              View images from this file (62)
            
          
              ","EAP217/2/4","62 TIFF images","Manuscript","File","Nuosu","Yi","Late 18th century","Access is for research purposes only."
"28","Xian fu shui xian sheng jing [19th century]","

        Sutra on offering sacrifices to ancestors in ceremony. Creator: unknown.

                  
            
              
              View images from this file (77)
            
          
              ","EAP217/2/5","77 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"29","Gan en qi fu jing [19th century]","

        Sutra on requesting for fortune. Creator: unknown.

                  
            
              
              View images from this file (75)
            
          
              ","EAP217/2/6","75 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"30","Qi fu jing [Early 19th century]","

        Sutra on requesting for fortune. Creator: unknown.

                  
            
              
              View images from this file (33)
            
          
              ","EAP217/2/7","33 TIFF images","Manuscript","File","Nuosu","Yi","Early 19th century","Access is for research purposes only."
"31","Qi fu jing [19th century]","

        Sutra on requesting for fortune. Creator: unknown.

                  
            
              
              View images from this file (80)
            
          
              ","EAP217/2/8","80 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"32","Han ren gu shi shu [19th century]","

        A translation of Chinese stories. Creator: unknown.

                  
            
              
              View images from this file (71)
            
          
              ","EAP217/2/9","71 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"33","Qu gui qi fu jing [1745]","

        Sutra on expelling evils and begging fortunes. Creator: unknown.

                  
            
              
              View images from this file (119)
            
          
              ","EAP217/2/10","119 TIFF images","Manuscript","File","Nuosu","Yi","1745","Access is for research purposes only."
"34","Zhi lu jing [Unknown date]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (34)
            
          
              ","EAP217/3/1","34 TIFF images","Manuscript","File","Nuosu","Yi","19th century-20th century","Access is for research purposes only."
"35","Li suan ze ri shu [20th century]","

        Sutra used to pick an auspicious date. Creator: unknown.

                  
            
              
              View images from this file (130)
            
          
              ","EAP217/3/2","130 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"36","Zhan bu zhao yao shu [19th century]","

        Sutra on probing herbs by oracle divination. Creator: unknown.

                  
            
              
              View images from this file (47)
            
          
              ","EAP217/3/3","47 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"37","Xian sheng jing [19th century]","

        Sutra on offering sacrifices to ancestors in ceremony. Creator: unknown.

                  
            
              
              View images from this file (52)
            
          
              ","EAP217/3/4","52 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"38","Bi mo jing [20th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (24)
            
          
              ","EAP217/3/5","24 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"39","Bi mo jing [20th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (55)
            
          
              ","EAP217/3/6","55 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"40","Qi fu lu jing [19th century]","

        Sutra on requesting for fortune. Creator: unknown.

                  
            
              
              View images from this file (67)
            
          
              ","EAP217/3/7","67 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"41","Hun jia shi [19th century]","

        Epics sung at weddings. Creator: unknown.

                  
            
              
              View images from this file (37)
            
          
              ","EAP217/3/8","37 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"42","Li suan shu [Unknown date]","

        Almanac. Creator: unknown.

                  
            
              
              View images from this file (32)
            
          
              ","EAP217/3/9","32 TIFF images","Manuscript","File","Nuosu","Yi","19th century-20th century","Access is for research purposes only."
"43","Zhan bu yu ce shu [Late 19th century]","

        Sutra on predicting one's future. Creator: unknown.

                  
            
              
              View images from this file (129)
            
          
              ","EAP217/4/1","129 TIFF images","Manuscript","File","Nuosu","Yi","Late 19th century","Access is for research purposes only."
"44","Shen zuo ji zu jing [Late 19th century]","

        Sutra on conducting ceremony of ancestral worship, from picking the date, layout of altar and offering appropriate food and water to ancestors. Creator: unknown.

                  
            
              
              View images from this file (37)
            
          
              ","EAP217/4/2","37 TIFF images","Manuscript","File","Nuosu","Yi","Late 19th century","Access is for research purposes only."
"45","Sang zang jing [19th century]","

        Sutra used in funeral. Creator: unknown.

                  
            
              
              View images from this file (86)
            
          
              ","EAP217/4/3","86 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"46","Sang zang jing [19th century]","

        Sutra used in funeral. Creator: unknown.

                  
            
              
              View images from this file (38)
            
          
              ","EAP217/4/4","38 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"47","Shen zuo ji zu jing [19th century]","

        Sutra on conducting ceremony of ancestral worship, from picking the date, layout of altar and offering appropriate food and water to ancestors. Creator: unknown.

                  
            
              
              View images from this file (71)
            
          
              ","EAP217/4/5","71 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"48","Sang zang jing [19th century]","

        Sutra used in funeral. Creator: unknown.

                  
            
              
              View images from this file (49)
            
          
              ","EAP217/4/6","49 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"49","Bi mo jing [Early 20th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (84)
            
          
              ","EAP217/4/7","84 TIFF images","Manuscript","File","Nuosu","Yi","Early 20th century","Access is for research purposes only."
"50","Zhi lu jing [20th century]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (59)
            
          
              ","EAP217/4/8","59 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"51","Bi mo jing [20th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (81)
            
          
              ","EAP217/4/9","81 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"52","Qi fu jing [19th century]","

        Sutra on requesting for fortune. Creator: unknown.

                  
            
              
              View images from this file (46)
            
          
              ","EAP217/4/10","46 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"53","Bi mo jing [19th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (90)
            
          
              ","EAP217/4/11","90 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"54","Bi mo jing [19th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (80)
            
          
              ","EAP217/4/12","80 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"55","Zhan bu yu ce shu [19th century]","

        Sutra on predicting one's future. Creator: unknown.

                  
            
              
              View images from this file (75)
            
          
              ","EAP217/4/13","75 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"56","Ze ri ze fang xiang shu [19th century]","

        Sutra used to pick an auspicious date and direction for ceremony. Creator: unknown.

                  
            
              
              View images from this file (142)
            
          
              ","EAP217/4/14","142 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"57","Jie jing jing [Late 19th century]","

        Sutra on cleaning and preparing for ceremony. Creator: unknown.

                  
            
              
              View images from this file (152)
            
          
              ","EAP217/4/15","152 TIFF images","Manuscript","File","Nuosu","Yi","Late 19th century","Access is for research purposes only."
"58","Jie yuan jie jing jing [19th century]","

        Sutra on cleaning houses and driving evils away. Creator: unknown.

                  
            
              
              View images from this file (61)
            
          
              ","EAP217/4/16","61 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"59","Qi fu lu jing [19th century]","

        Sutra on requesting for fortune. Creator: unknown.

                  
            
              
              View images from this file (131)
            
          
              ","EAP217/4/17","131 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"60","Bi mo jing [19th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (67)
            
          
              ","EAP217/4/18","67 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"61","Li suan shu [20th century]","

        Sutra used to pick an auspicious date. Creator: unknown.

                  
            
              
              View images from this file (67)
            
          
              ","EAP217/5/1","67 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"62","Jing shu [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (28)
            
          
              ","EAP217/5/2","28 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"63","Xian sheng jing [Unknown date]","

        Sutra used in offering sacrifices to ancestors. Creator: unknown.

                  
            
              
              View images from this file (141)
            
          
              ","EAP217/5/3","141 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"64","Li suan shu [Unknown date]","

        Sutra used to pick an auspicious date. Creator: unknown.

                  
            
              
              View images from this file (22)
            
          
              ","EAP217/5/4","22 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"65","Jing shu [Unknown date]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (28)
            
          
              ","EAP217/5/5","28 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"66","Zhi lu jing [Unknown date]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (57)
            
          
              ","EAP217/5/6","57 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"67","Jing shu [Unknown date]","

        Bimo sutra. Creator: unknown.

                  
            
              
              View images from this file (72)
            
          
              ","EAP217/5/7","72 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"68","Jing shu [Unknown date]","

        Bimo sutra. Creator: unknown.

                  
            
              
              View images from this file (58)
            
          
              ","EAP217/5/8","58 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"69","Ji zu jing [19th century]","

        Sutra used in ceremony of ancestral worship. Creator: unknown.

                  
            
              
              View images from this file (158)
            
          
              ","EAP217/5/9","158 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"70","Ji zu jing [18th century]","

        Sutra used in ceremony of ancestral worship. Creator: unknown.

                  
            
              
              View images from this file (51)
            
          
              ","EAP217/5/10","51 TIFF images","Manuscript","File","Nuosu","Yi","18th century","Access is for research purposes only."
"71","Jing shu [Unknown date]","

        Sutra used in various ceremonies including selecting a date and erecting a new house. Creator: unknown.

                  
            
              
              View images from this file (99)
            
          
              ","EAP217/5/11","99 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"72","Shen zuo jing [19th century]","

        Sutra on preparing for the ancestral worship ceremony. Creator: unknown.

                  
            
              
              View images from this file (45)
            
          
              ","EAP217/5/12","45 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"73","Jing shu [Unknown date]","

        Bimo sutra. Creator: unknown.

                  
            
              
              View images from this file (77)
            
          
              ","EAP217/5/13","77 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"74","Zhi lu jing [Unknown date]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (76)
            
          
              ","EAP217/5/14","76 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"75","Bi mo jing [Unknown date]","

        Bimo sutra. Creator: unknown.

                  
            
              
              View images from this file (42)
            
          
              ","EAP217/5/15","42 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"76","Bi mo jing [Unknown date]","

        Bimo sutra. Creator: unknown.

                  
            
              
              View images from this file (79)
            
          
              ","EAP217/5/16","79 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"77","Zhi lu jing [Early 20th century]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (70)
            
          
              ","EAP217/5/17","70 TIFF images","Manuscript","File","Nuosu","Yi","Early 20th century","Access is for research purposes only."
"78","Sang zang jing [Unknown date]","

        Sutra used in funeral. Creator: unknown.

                  
            
              
              View images from this file (110)
            
          
              ","EAP217/5/18","110 TIFF images","Manuscript","File","Nuosu","Yi","18th century-20th century","Access is for research purposes only."
"79","Bi mo jing [Early 20th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (56)
            
          
              ","EAP217/6/1","56 TIFF images","Manuscript","File","Nuosu","Yi","Early 20th century","Access is for research purposes only."
"80","Ji zu qi fu jing [19th century]","

        Sutra used to worship ancestors and request good fortunes. Creator: unknown.

                  
            
              
              View images from this file (39)
            
          
              ","EAP217/6/2","39 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"81","Chu sui qi fu jing [Early 20th century]","

        Sutra on expelling evils and begging fortunes. Creator: unknown.

                  
            
              
              View images from this file (117)
            
          
              ","EAP217/6/3","117 TIFF images","Manuscript","File","Nuosu","Yi","Early 20th century","Access is for research purposes only."
"82","Chu sui qi fu jing [Early 20th century]","

        Sutra on expelling evils and begging fortunes. Creator: unknown.

                  
            
              
              View images from this file (15)
            
          
              ","EAP217/6/4","15 TIFF images","Manuscript","File","Nuosu","Yi","Early 20th century","Access is for research purposes only."
"83","Ji zu qi fu jing [19th century]","

        Sutra used to worship ancestors and request good fortunes. Creator: unknown.

                  
            
              
              View images from this file (144)
            
          
              ","EAP217/6/5","144 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"84","Zhi lu jing [19th century]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (42)
            
          
              ","EAP217/6/6","42 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"85","Ji zu qi fu jing [19th century]","

        Sutra used to worship ancestors and request good fortunes. Creator: unknown.

                  
            
              
              View images from this file (47)
            
          
              ","EAP217/6/7","47 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"86","Ji zu qi fu jing [19th century]","

        Sutra used to worship ancestors and request good fortunes. Creator: unknown.

                  
            
              
              View images from this file (37)
            
          
              ","EAP217/6/8","37 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"87","Ji zu qi fu jing [19th century]","

        Sutra used to worship ancestors and request good fortunes. Creator: unknown.

                  
            
              
              View images from this file (32)
            
          
              ","EAP217/6/9","32 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"88","Ze ji shu [19th century]","

        Sutra used to pick an auspicious date and direction for ceremony. Creator: unknown.

                  
            
              
              View images from this file (34)
            
          
              ","EAP217/6/10","34 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"89","Bi mo jing [19th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (46)
            
          
              ","EAP217/6/11","46 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"90","Bi mo jing [20th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (28)
            
          
              ","EAP217/6/12","28 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"91","Bi mo jing [19th century]","

        Sutra used by local priest Bimo. Creator: unknown.

                  
            
              
              View images from this file (21)
            
          
              ","EAP217/6/13","21 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"92","Zhi lu jing [1986]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (76)
            
          
              ","EAP217/7/1","76 TIFF images","Manuscript","File","Nuosu","Yi","1986","Access is for research purposes only."
"93","Ji zu jing [Unknown date]","

        Sutra used in ceremony of ancestral worship. Creator: unknown.

                  
            
              
              View images from this file (54)
            
          
              ","EAP217/7/2","54 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"94","Jing shu [Unknown date]","

        Bimo sutra. Creator: unknown.

                  
            
              
              View images from this file (81)
            
          
              ","EAP217/7/3","81 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"95","Bi mo xu pu [Early 19th century]","

        A history of Bimo priests. Creator: unknown.

                  
            
              
              View images from this file (130)
            
          
              ","EAP217/8/1","130 TIFF images","Manuscript","File","Nuosu","Yi","Early 19th century","Access is for research purposes only."
"96","Bi mo xu pu [Early 19th century]","

        A history of Bimo priests. Creator: unknown.

                  
            
              
              View images from this file (133)
            
          
              ","EAP217/8/2","133 TIFF images","Manuscript","File","Nuosu","Yi","Early 19th century","Access is for research purposes only."
"97","Di fu gu shi shu [Late 20th century]","

        A story about travelling in the underground world. Creator: unknown.

                  
            
              
              View images from this file (63)
            
          
              ","EAP217/9/1","63 TIFF images","Manuscript","File","Nuosu","Yi","Late 20th century","Access is for research purposes only."
"98","Di fu gu shi shu [Late 20th century]","

        A story about travelling in the underground world. Creator: unknown.

                  
            
              
              View images from this file (62)
            
          
              ","EAP217/9/2","62 TIFF images","Manuscript","File","Nuosu","Yi","Late 20th century","Access is for research purposes only."
"99","Li suan ze ri shu [20th century]","

        Sutra used to pick an auspicious date and direction for ceremony. Creator: unknown.

                  
            
              
              View images from this file (18)
            
          
              ","EAP217/10/1","18 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"100","Qi fu lu jing [Late 19th century]","

        Sutra on requesting for fortune. Creator: unknown.

                  
            
              
              View images from this file (32)
            
          
              ","EAP217/10/2","32 TIFF images","Manuscript","File","Nuosu","Yi","Late 19th century","Access is for research purposes only."
"101","Ji zu jing [20th century]","

        Sutra on worshipping ancestors. Creator: unknown.

                  
            
              
              View images from this file (136)
            
          
              ","EAP217/10/3","136 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"102","Qu xie jie jing jing [19th century]","

        Sutra on expelling evils and begging fortunes. Creator: unknown.

                  
            
              
              View images from this file (87)
            
          
              ","EAP217/10/4","87 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"103","Zhi lu jing [19th century]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (72)
            
          
              ","EAP217/10/5","72 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"104","Qi fu lu jing [19th century]","

        Sutra on requesting for fortune. Creator: unknown.

                  
            
              
              View images from this file (90)
            
          
              ","EAP217/10/6","90 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"105","Shen zuo ji zu jing [Late 19th century]","

        Sutra on conducting ceremony of ancestral worship, from picking the date, layout of altar and offering appropriate food and water to ancestors. Creator: unknown.

                  
            
              
              View images from this file (92)
            
          
              ","EAP217/10/7","92 TIFF images","Manuscript","File","Nuosu","Yi","Late 19th century","Access is for research purposes only."
"106","Sang zang jing [19th century]","

        Sutra used in funeral. Creator: unknown.

                  
            
              
              View images from this file (53)
            
          
              ","EAP217/10/8","53 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"107","Zhi lu jing [20th century]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (90)
            
          
              ","EAP217/11/1","90 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"108","Zhi lu jing [Early 20th century]","

        Sutra used to guide the soul of the dead to return to their homeland. Creator: unknown.

                  
            
              
              View images from this file (14)
            
          
              ","EAP217/11/2","14 TIFF images","Manuscript","File","Nuosu","Yi","Early 20th century","Access is for research purposes only."
"109","Qu gui qi fu jing [19th century]","

        Sutra on expelling evils and begging fortunes. Creator: unknown.

                  
            
              
              View images from this file (48)
            
          
              ","EAP217/12/1","48 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"110","Sang zang jing [19th century]","

        Sutra used in funeral. Creator: unknown.

                  
            
              
              View images from this file (20)
            
          
              ","EAP217/12/2","20 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"111","Qu gui qi fu jing [20th century]","

        Sutra on requesting for fortune. Creator: unknown.

                  
            
              
              View images from this file (45)
            
          
              ","EAP217/12/3","45 TIFF images","Manuscript","File","Nuosu","Yi","20th century","Access is for research purposes only."
"112","Qi fu jing [19th century]","

        Sutra on requesting for fortune. Creator: unknown.

                  
            
              
              View images from this file (37)
            
          
              ","EAP217/12/4","37 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"113","Sang zang jing [19th century]","

        Sutra used in funeral. Creator: unknown.

                  
            
              
              View images from this file (32)
            
          
              ","EAP217/12/5","32 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
"114","Xian sheng jing [19th century]","

        Sutra on offering sacrifices to ancestors in ceremony. Creator: unknown.

                  
            
              
              View images from this file (54)
            
          
              ","EAP217/12/6","54 TIFF images","Manuscript","File","Nuosu","Yi","19th century","Access is for research purposes only."
