"","Image URL","Image Name"
"1","https://images.eap.bl.uk/EAP212/EAP212_1_1/1.jp2/info.json","EAP212_1_1/1"
"2","https://images.eap.bl.uk/EAP212/EAP212_1_1/2.jp2/info.json","EAP212_1_1/2"
"3","https://images.eap.bl.uk/EAP212/EAP212_1_1/3.jp2/info.json","EAP212_1_1/3"
"4","https://images.eap.bl.uk/EAP212/EAP212_1_1/4.jp2/info.json","EAP212_1_1/4"
"5","https://images.eap.bl.uk/EAP212/EAP212_1_1/5.jp2/info.json","EAP212_1_1/5"
"6","https://images.eap.bl.uk/EAP212/EAP212_1_1/6.jp2/info.json","EAP212_1_1/6"
"7","https://images.eap.bl.uk/EAP212/EAP212_1_1/7.jp2/info.json","EAP212_1_1/7"
"8","https://images.eap.bl.uk/EAP212/EAP212_1_1/8.jp2/info.json","EAP212_1_1/8"
"9","https://images.eap.bl.uk/EAP212/EAP212_1_1/9.jp2/info.json","EAP212_1_1/9"
"10","https://images.eap.bl.uk/EAP212/EAP212_1_1/10.jp2/info.json","EAP212_1_1/10"
"11","https://images.eap.bl.uk/EAP212/EAP212_1_1/11.jp2/info.json","EAP212_1_1/11"
"12","https://images.eap.bl.uk/EAP212/EAP212_1_1/12.jp2/info.json","EAP212_1_1/12"
"13","https://images.eap.bl.uk/EAP212/EAP212_1_1/13.jp2/info.json","EAP212_1_1/13"
"14","https://images.eap.bl.uk/EAP212/EAP212_1_1/14.jp2/info.json","EAP212_1_1/14"
"15","https://images.eap.bl.uk/EAP212/EAP212_1_1/15.jp2/info.json","EAP212_1_1/15"
"16","https://images.eap.bl.uk/EAP212/EAP212_1_1/16.jp2/info.json","EAP212_1_1/16"
"17","https://images.eap.bl.uk/EAP212/EAP212_1_1/17.jp2/info.json","EAP212_1_1/17"
"18","https://images.eap.bl.uk/EAP212/EAP212_1_1/18.jp2/info.json","EAP212_1_1/18"
"19","https://images.eap.bl.uk/EAP212/EAP212_1_1/19.jp2/info.json","EAP212_1_1/19"
"20","https://images.eap.bl.uk/EAP212/EAP212_1_1/20.jp2/info.json","EAP212_1_1/20"
"21","https://images.eap.bl.uk/EAP212/EAP212_1_1/21.jp2/info.json","EAP212_1_1/21"
"22","https://images.eap.bl.uk/EAP212/EAP212_1_1/22.jp2/info.json","EAP212_1_1/22"
"23","https://images.eap.bl.uk/EAP212/EAP212_1_1/23.jp2/info.json","EAP212_1_1/23"
"24","https://images.eap.bl.uk/EAP212/EAP212_1_1/24.jp2/info.json","EAP212_1_1/24"
"25","https://images.eap.bl.uk/EAP212/EAP212_1_1/25.jp2/info.json","EAP212_1_1/25"
"26","https://images.eap.bl.uk/EAP212/EAP212_1_1/26.jp2/info.json","EAP212_1_1/26"
"27","https://images.eap.bl.uk/EAP212/EAP212_1_1/27.jp2/info.json","EAP212_1_1/27"
"28","https://images.eap.bl.uk/EAP212/EAP212_1_1/28.jp2/info.json","EAP212_1_1/28"
"29","https://images.eap.bl.uk/EAP212/EAP212_1_1/29.jp2/info.json","EAP212_1_1/29"
"30","https://images.eap.bl.uk/EAP212/EAP212_1_1/30.jp2/info.json","EAP212_1_1/30"
"31","https://images.eap.bl.uk/EAP212/EAP212_1_1/31.jp2/info.json","EAP212_1_1/31"
"32","https://images.eap.bl.uk/EAP212/EAP212_1_1/32.jp2/info.json","EAP212_1_1/32"
"33","https://images.eap.bl.uk/EAP212/EAP212_1_1/33.jp2/info.json","EAP212_1_1/33"
"34","https://images.eap.bl.uk/EAP212/EAP212_1_1/34.jp2/info.json","EAP212_1_1/34"
"35","https://images.eap.bl.uk/EAP212/EAP212_1_1/35.jp2/info.json","EAP212_1_1/35"
"36","https://images.eap.bl.uk/EAP212/EAP212_1_1/36.jp2/info.json","EAP212_1_1/36"
"37","https://images.eap.bl.uk/EAP212/EAP212_1_1/37.jp2/info.json","EAP212_1_1/37"
"38","https://images.eap.bl.uk/EAP212/EAP212_1_1/38.jp2/info.json","EAP212_1_1/38"
"39","https://images.eap.bl.uk/EAP212/EAP212_1_1/39.jp2/info.json","EAP212_1_1/39"
"40","https://images.eap.bl.uk/EAP212/EAP212_1_1/40.jp2/info.json","EAP212_1_1/40"
"41","https://images.eap.bl.uk/EAP212/EAP212_1_1/41.jp2/info.json","EAP212_1_1/41"
"42","https://images.eap.bl.uk/EAP212/EAP212_1_1/42.jp2/info.json","EAP212_1_1/42"
"43","https://images.eap.bl.uk/EAP212/EAP212_1_1/43.jp2/info.json","EAP212_1_1/43"
"44","https://images.eap.bl.uk/EAP212/EAP212_1_1/44.jp2/info.json","EAP212_1_1/44"
"45","https://images.eap.bl.uk/EAP212/EAP212_1_1/45.jp2/info.json","EAP212_1_1/45"
"46","https://images.eap.bl.uk/EAP212/EAP212_1_1/46.jp2/info.json","EAP212_1_1/46"
"47","https://images.eap.bl.uk/EAP212/EAP212_1_1/47.jp2/info.json","EAP212_1_1/47"
"48","https://images.eap.bl.uk/EAP212/EAP212_1_1/48.jp2/info.json","EAP212_1_1/48"
"49","https://images.eap.bl.uk/EAP212/EAP212_1_1/49.jp2/info.json","EAP212_1_1/49"
"50","https://images.eap.bl.uk/EAP212/EAP212_1_1/50.jp2/info.json","EAP212_1_1/50"
"51","https://images.eap.bl.uk/EAP212/EAP212_1_1/51.jp2/info.json","EAP212_1_1/51"
"52","https://images.eap.bl.uk/EAP212/EAP212_1_1/52.jp2/info.json","EAP212_1_1/52"
"53","https://images.eap.bl.uk/EAP212/EAP212_1_1/53.jp2/info.json","EAP212_1_1/53"
"54","https://images.eap.bl.uk/EAP212/EAP212_1_1/54.jp2/info.json","EAP212_1_1/54"
"55","https://images.eap.bl.uk/EAP212/EAP212_1_1/55.jp2/info.json","EAP212_1_1/55"
"56","https://images.eap.bl.uk/EAP212/EAP212_1_2/1.jp2/info.json","EAP212_1_2/1"
"57","https://images.eap.bl.uk/EAP212/EAP212_1_2/2.jp2/info.json","EAP212_1_2/2"
"58","https://images.eap.bl.uk/EAP212/EAP212_1_2/3.jp2/info.json","EAP212_1_2/3"
"59","https://images.eap.bl.uk/EAP212/EAP212_1_2/4.jp2/info.json","EAP212_1_2/4"
"60","https://images.eap.bl.uk/EAP212/EAP212_1_2/5.jp2/info.json","EAP212_1_2/5"
"61","https://images.eap.bl.uk/EAP212/EAP212_1_2/6.jp2/info.json","EAP212_1_2/6"
"62","https://images.eap.bl.uk/EAP212/EAP212_1_2/7.jp2/info.json","EAP212_1_2/7"
"63","https://images.eap.bl.uk/EAP212/EAP212_1_2/8.jp2/info.json","EAP212_1_2/8"
"64","https://images.eap.bl.uk/EAP212/EAP212_1_2/9.jp2/info.json","EAP212_1_2/9"
"65","https://images.eap.bl.uk/EAP212/EAP212_1_2/10.jp2/info.json","EAP212_1_2/10"
"66","https://images.eap.bl.uk/EAP212/EAP212_1_2/11.jp2/info.json","EAP212_1_2/11"
"67","https://images.eap.bl.uk/EAP212/EAP212_1_2/12.jp2/info.json","EAP212_1_2/12"
"68","https://images.eap.bl.uk/EAP212/EAP212_1_2/13.jp2/info.json","EAP212_1_2/13"
"69","https://images.eap.bl.uk/EAP212/EAP212_1_2/14.jp2/info.json","EAP212_1_2/14"
"70","https://images.eap.bl.uk/EAP212/EAP212_1_2/15.jp2/info.json","EAP212_1_2/15"
