"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"11","""History of our establishing in Ceylon, Vol 1. - by Fr. Semeria [1847-]""","        Memoirs. History of our establishing in Ceylon, Vol 1. - by Fr. Semeria. Extent, format and physcial characteristics of original material: One volume of 298 folios. 21x33 cm size paged hardbound manuscript. Author: Semeria. Scribe: Batayron.                                                          View images from this file (288)                                    ","EAP700/1/1/11","288 Tiff images","Manuscript","File","French","Latin","after 1847","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_1_11/1.jp2/full/!600,300/0/default.jpg"
"12","Beginnings of OMI Missions in Ceylan - by Fr. Semeria. Vol 2 [1853-1861]","        Memoirs. Beginnings of OMI Missions in Ceylan - by Fr. Semeria. Vol 2. Extent, format and physcial characteristics of original material: One volume of 292 folios. 21x33 cm size paged hardbound manuscript. Author: Semeria. Scribe: Batayron.                                                          View images from this file (296)                                    ","EAP700/1/1/12","296 Tiff images","Manuscript","File","French","Latin","1853-1861","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_1_12/1.jp2/full/!600,300/0/default.jpg"
"13","""Codex Historicus of the Jaffna Diocese, 2nd Vol [1902-1908]""","        Codex Historicus of the Jaffna Diocese, 2nd Vol. Table of contents, images: 281-288. Extent, format and physcial characteristics of original material: One volume of 267 folios. 21x33 cm size paged hardbound manuscript. Author: Joulain.                                                          View images from this file (292)                                    ","EAP700/1/1/13","292 Tiff images","Manuscript","File","French","Latin","1902-1908","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_1_13/1.jp2/full/!600,300/0/default.jpg"
"14","""Codex Historicus of the Jaffna Diocese, 3rd Vol. [1902]""","        Codex Historicus of the Jaffna Diocese, 3rd Vol. Extent, format and physcial characteristics of original material: One volume of 288 folios. 21x33 cm size paged hardbound manuscript. Author: Joulain.                                                          View images from this file (268)                                    ","EAP700/1/1/14","268 Tiff images","Manuscript","File","French","Latin","1902","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_1_14/1.jp2/full/!600,300/0/default.jpg"
"15","Events related to various activities of the members of the mission. Memoirs [1911]","        Memoirs. Events related to various activities of the members of the mission. Table of contents / Index, images: 275-281. Extent, format and physcial characteristics of original material: One volume of 288 folios. 21x33 cm size paged hardbound manuscript. Author: Joulain.                                                          View images from this file (288)                                    ","EAP700/1/1/15","288 Tiff images","Manuscript","File","French","Latin","1911","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_1_15/1.jp2/full/!600,300/0/default.jpg"
"16","Events related to various activities of the members of the mission. Historical relations. Codex [1912]","        Historical relations. Codex. Events related to various activities of the members of the mission. Table of contents, images: 269-275. Extent, format and physcial characteristics of original material: One volume of 347 folios. 21x33 cm size paged hardbound manuscript. Author: Joulain.                                                          View images from this file (280)                                    ","EAP700/1/1/16","280 Tiff images","Manuscript","File","French","Latin","1912","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_1_16/1.jp2/full/!600,300/0/default.jpg"
"17","Events related to various activities of the members of the mission. Historical relations. Codex [1913]","        Historical relations. Codex. Events related to various activities of the members of the mission. Table of contents, images: 327-334. Extent, format and physcial characteristics of original material: One volume of 390 folios. 21x33 cm size paged hardbound manuscript. Author: Joulain.                                                          View images from this file (346)                                    ","EAP700/1/1/17","346 Tiffimages","Manuscript","File","French","Latin","1913","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_1_17/1.jp2/full/!600,300/0/default.jpg"
"18","Events related to various activities of the members of the mission. Historical relations. Codex [1914]","        Historical relations. Codex. Events related to various activities of the members of the mission. Table of contents, images: 373-382. Extent, format and physcial characteristics of original material: One volume of 288 folios. 21x17 cm size paged hardbound manuscript.                                                          View images from this file (390)                                    ","EAP700/1/1/18","390 Tiff images","Manuscript","File","French","Latin","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_1_18/1.jp2/full/!600,300/0/default.jpg"
"19","Report on the churches in Mantotta [1850-1900]","        Report. Report on the churches in Mantotta. Etymology of Tamil place names. General notes on Mantotta North and South, images: 281-285 . Extent, format and physcial characteristics of original material: One volume of 518 folios. 21x33 cm size paged hardbound manuscript.                                                          View images from this file (288)                                    ","EAP700/1/1/19","288 Tiff images","Manuscript","File","French, Tamil","Latin, Tamil","1850-1900","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_1_19/1.jp2/full/!600,300/0/default.jpg"
"20","Mgr Semeria's Journal [1847-1861]","        Memoirs. Mgr Semeria's Journal, from 1847 to 1861. History of our Establishing in Ceylon. Analytical summary, images: 3-6. Extent, format and physcial characteristics of original material: One volume of 752 folios. 21x33 cm size paged hardbound manuscript. NOTE: The images from 20 up to 428 on the left side, in some cases the right side ones too, are upside down. Moreover, the medial double leaves (one or more) are missing. Author: Semeria.                                                          View images from this file (518)                                    ","EAP700/1/1/20","518 Tiff images","Manuscript","File","French","Latin","1847-1861","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_1_20/1.jp2/full/!600,300/0/default.jpg"
"21","The Jaffna Diocese & the OMIs. 1st part. Pontificate of Mgr Bettachini [1845-1867]","        Memoirs. The Jaffna Diocese & the OMIs. 1st part. Pontificate of Mgr Bettachini. Table of contents, images: 4 & 749-752. Extent, format and physcial characteristics of original material: 8 files. Author: Semeria. Scribe: Batayron.                                                          View images from this file (752)                                    ","EAP700/1/1/21","752 Tiff images","NA","File","French","Latin","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_1_21/1.jp2/full/!600,300/0/default.jpg"
"22","Letters written by Melizan [1884-1888]","        Copy of Letters written by Melizan. Extent, format and physcial characteristics of original material: One volume of 300 folios. 21x33 cm size paged hardbound manuscript. Author: Melizan.                                                          View images from this file (616)                                    ","EAP700/1/2/1","616 Tiff images","Correspondence","File","French, Latin","Latin","1884-1888","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_2_1/1.jp2/full/!600,300/0/default.jpg"
"23","The Jaffna Diocese and the OMI - Supplement, containing letters & documents [1848-1861]","        The Jaffna Diocese and the OMI - Supplement, containing letters & documents. Table of contents, images:286-296. Extent, format and physcial characteristics of original material: One volume of 310 folios. 21x33 cm size paged hardbound manuscript. Author: Semeria, Bonjean et al. Scribe: Batayron.                                                          View images from this file (300)                                    ","EAP700/1/2/2","300 Tiff images","NA","File","French","Latin","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_2_2/1.jp2/full/!600,300/0/default.jpg"
"24","The Jaffna Diocese and the OMI - Supplement, containing letters & documents [1861]","        The Jaffna Diocese and the OMI. Supplement, containing letters & documents. Table of contents, images:298-306. Extent, format and physcial characteristics of original material: One volume of 308 folios. 21x33 cm size paged hardbound manuscript. Author: Semeria, Bonjean et al. Scribe: Batayron.                                                          View images from this file (310)                                    ","EAP700/1/2/3","310 Tiff images","NA","File","French","Latin","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_2_3/1.jp2/full/!600,300/0/default.jpg"
"25","The Jaffna Diocese and the OMI - Supplement, containing letters & documents [1857-1871]","        The Jaffna Diocese and the OMI - Supplement, containing letters & documents. Table of contents, images:294-304. Extent, format and physcial characteristics of original material: One volume of 301 folios. 21x33 cm size paged hardbound manuscript. Author: Semeria, Bonjean et al. Scribe: Batayron.                                                          View images from this file (308)                                    ","EAP700/1/2/4","308 Tiff images","NA","File","French","Latin","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_2_4/1.jp2/full/!600,300/0/default.jpg"
"26","The Jaffna Diocese and the OMI - Supplement, containing letters & documents [1871-1875]","        The Jaffna Diocese and the OMI - Supplement, containing letters & documents. Table of contents, images: 294-297. Extent, format and physcial characteristics of original material: One volume of 318 folios. 21x33 cm size paged hardbound manuscript. Author: Bonjean et al. Scribe: Batayron.                                                          View images from this file (302)                                    ","EAP700/1/2/5","301 Tiff images","NA","File","French","Latin","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_2_5/1.jp2/full/!600,300/0/default.jpg"
"27","The Jaffna Diocese and the OMI - Supplement, containing letters & documents [1873-1882]","        The Jaffna Diocese and the OMI - Supplement, containing letters & documents. Table of contents, images: 308-314. Extent, format and physcial characteristics of original material: One volume of 298 folios. 21x33 cm size paged hardbound manuscript. Author: Bonjean, Melizan et al. Scribe: Batayron.                                                          View images from this file (318)                                    ","EAP700/1/2/6","318 Tiff images","NA","File","French","Latin","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_2_6/1.jp2/full/!600,300/0/default.jpg"
"28","The Jaffna Diocese and the OMI - Supplement, containing letters & documents [1869-1885]","        The Jaffna Diocese and the OMI - Supplement, containing letters & documents. Table of contents, images: 286-2:94 . Extent, format and physcial characteristics of original material: One volume of 254 folios. 21x33 cm size paged hardbound manuscript. Author: Bonjean, Melizan et al. Scribe: Batayron.                                                          View images from this file (298)                                    ","EAP700/1/2/7","298 Tiff images","NA","File","French","Latin","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_2_7/1.jp2/full/!600,300/0/default.jpg"
"29","The Jaffna Diocese and the OMI - Supplement, containing letters & documents [1885-1893]","        The Jaffna Diocese and the OMI - Supplement, containing letters & documents. Table of contents, images: 242-248. Extent, format and physcial characteristics of original material: 17 files. Author: Melizan, Zaleski et al. Scribe: Batayron.                                                          View images from this file (254)                                    ","EAP700/1/2/8","254 Tiff images","NA","File","French","Latin","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_2_8/1.jp2/full/!600,300/0/default.jpg"
"30","Account book [1903-1910]","        Account book. Expenses & income on different chapters like mass, ritual, clothing, food, doctor etc., . Extent, format and physcial characteristics of original material: One volume of 236 folios. 22x22 cm size paged softbound manuscript.                                                          View images from this file (109)                                    ","EAP700/1/3/1","109 Tiff images","NA","File","French","Latin","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_3_1/1.jp2/full/!600,300/0/default.jpg"
"31","Account book [1911-1912] The Jaffna Diocese","        Account book. The Jaffna Diocese. Income - Expenses. Extent, format and physcial characteristics of original material: One volume of 367 folios. 22x38 cm size paged hardbound manuscript.                                                          View images from this file (236)                                    ","EAP700/1/3/2","236 Tiff images","Manuscript","File","French","Latin","1911-1912","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_3_2/1.jp2/full/!600,300/0/default.jpg"
"32","Account book [1913-1925]","        Account book. Financial situation of the Diocese at the end of 1912. Sundy collections. Table of contents at the end of the book, image: 189. Extent, format and physcial characteristics of original material: One volume of 48 folios. 34x22 cm size unpaged softbound manuscript.                                                          View images from this file (366)                                    ","EAP700/1/3/3","367 Tiff images","Manuscript","File","French, Tamil","Latin, Tamil","1913-1925","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_3_3/1.jp2/full/!600,300/0/default.jpg"
"33","Account book [1930-1935] The Jaffna Diocese","        Account book. The Jaffna Diocese. Income-Expenses. Quarterly accounts. Fess for the mass, maintenance of missionaries, food, drinks and clothing. Extent, format and physcial characteristics of original material: One volume of 48 folios . 34x22 cm size unpaged softbound manuscript.                                                          View images from this file (48)                                    ","EAP700/1/3/4","48 Tiff images","Manuscript","File","French","Latin","1930-1935","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_3_4/1.jp2/full/!600,300/0/default.jpg"
"34","""Account book [1936-1941] Mission de St James, Jaffna""","        Account book. Income-Expenses, Mission de St James, Jaffna. Extent, format and physcial characteristics of original material: One volume of 267 folios. 22 x 38 cm size paged hardbound manuscript.                                                          View images from this file (48)                                    ","EAP700/1/3/5","48 Tiff images","Manuscript","File","French, English","Latin","1936-1941","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_3_5/1.jp2/full/!600,300/0/default.jpg"
"35","Account book [1875-1878] House of Jaffna","        Account book. House of Jaffna - Expenses Book. Extent, format and physcial characteristics of original material: One volume of 271 folios. 22 x 38 cm size unpaged hardbound manuscript.                                                          View images from this file (267)                                    ","EAP700/1/3/6","267 Tiff images","Manuscript","File","French","Latin","1875-1878","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_3_6/1.jp2/full/!600,300/0/default.jpg"
"36","""Accountancy book of Fr. Casenave, Point-Pedro [1883-1884]""","        Accountancy book of Fr. Casenave, Point-Pedro. Extent, format and physcial characteristics of original material: One volume of 208 folios. 18 x 24 cm size unpaged hardbound manuscript. Author: Casenave.                                                          View images from this file (272)                                    ","EAP700/1/3/7","271 Tiff images","Manuscript","File","French, Tamil","Latin, Tamil","1883-1884","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_3_7/1.jp2/full/!600,300/0/default.jpg"
"37","Account book [1882-1909]","        Account book. Accounts of Cathedral and others. Income and Expenses. Extent, format and physcial characteristics of original material: One volume of 226 folios. 22x38 cm size paged hardbound manuscript.                                                          View images from this file (208)                                    ","EAP700/1/3/8","208 Tiff images","Manuscript","File","French","Latin","1882-1909","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_3_8/1.jp2/full/!600,300/0/default.jpg"
"38","Account book [1847-1939]","        Account book. Annual summary of the accounts with the general fund. Extent, format and physcial characteristics of original material: One volume of 404 folios. 24x38 cm size paged hardbound manuscript.                                                          View images from this file (226)                                    ","EAP700/1/3/9","226 Tiff images","Manuscript","File","French, English","Latin","1847-1939","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_3_9/1.jp2/full/!600,300/0/default.jpg"
"39","Account book [1891-1916]","        Account book. Account of Missions. Dowry to orphns.Table of contents, image:5. Extent, format and physcial characteristics of original material: One volume of 252 folios. 24x38 cm size paged hardbound manuscript.                                                          View images from this file (404)                                    ","EAP700/1/3/10","404 Tiff images","Manuscript","File","French","Latin","1891-1916","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_3_10/1.jp2/full/!600,300/0/default.jpg"
"40","Account book [1895-1908]","        Account book. Seminary. Extent, format and physcial characteristics of original material: One volume of 168 folios. 18 x 24 cm size paged hardbound manuscript.                                                          View images from this file (252)                                    ","EAP700/1/3/11","252 Tiff images","Manuscript","File","French","Latin","1895-1908","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_3_11/1.jp2/full/!600,300/0/default.jpg"
"41","Account book [1921-1929]","        Account book. Observations and accounts. Extent, format and physcial characteristics of original material: One volume of 77 folios. 5.5x27 cm size unpaged softbound manuscript.                                                          View images from this file (169)                                    ","EAP700/1/3/12","168 Tiff images","Manuscript","File","French, English","Latin","1921-1929","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_3_12/1.jp2/full/!600,300/0/default.jpg"
"42","Account book [1919-1920]","        Account book. Mass account book. Extent, format and physcial characteristics of original material: One volume of 112 folios. 5.5x27 cm size unpaged softbound manuscript.                                                          View images from this file (77)                                    ","EAP700/1/3/13","77 Tiff images","Manuscript","File","French","Latin","1919-1920","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_3_13/1.jp2/full/!600,300/0/default.jpg"
"43","Account book [1921-1922]","        Account book. Mass account book. Extent, format and physcial characteristics of original material: One volume of 472 folios. 22x38 cm size paged hardbound manuscript.                                                          View images from this file (112)                                    ","EAP700/1/3/14","112 Tiff images","Manuscript","File","French","Latin","1921-1922","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_3_14/1.jp2/full/!600,300/0/default.jpg"
"44","Account book [1875-1886]","        Account book. Income and Vicarial fund. Seminary. Extent, format and physcial characteristics of original material: One volume of 68 folios. 34x22 cm size paged hardbound manuscript.                                                          View images from this file (472)                                    ","EAP700/1/3/15","472 Tiff images","Manuscript","File","French","Latin","1875-1886","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_3_15/1.jp2/full/!600,300/0/default.jpg"
"45","Account book [1920-1925]","        Account book.Government Grants to Schools. Mission Schools. Extent, format and physcial characteristics of original material: One volume of 170 folios. 20x33 cm size paged hardbound manuscript.                                                          View images from this file (68)                                    ","EAP700/1/3/16","68 Tiff images","Manuscript","File","French","Latin","1920-1925","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_3_16/1.jp2/full/!600,300/0/default.jpg"
"46","""Account book [1872-1904] Churches of Navanthurai, Navalay, St James and Suthumalai""","        Account book. Churches of Navanthurai, Navalay, St James and Suthumalai. Extent, format and physcial characteristics of original material: 3 files.                                                          View images from this file (170)                                    ","EAP700/1/3/17","170 Tiff images","Book","File","French, Tamil","Latin, Tamil","1872-1904","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_3_17/1.jp2/full/!600,300/0/default.jpg"
"47","Catalogue of letters. Diocese of Jaffna-Archives-Letters. 3rd volume [1857-1904]","        Archives of Jaffna. Catalogue of letters. Diocese of Jaffna-Archives-Letters. 3rd volume of the catalogue. Extent, format and physcial characteristics of original material: One volume of 214 folios. 21x33 cm size paged hardbound manuscript.                                                          View images from this file (170)                                    ","EAP700/1/4/1","170 Tiff images","Correspondence","File","French","Latin","1857-1904","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_4_1/1.jp2/full/!600,300/0/default.jpg"
"48","Catalogue of letters. General Catalogue of the Archives of the Jaffna Diocese. 1st Register [1858-1881]","        Catalogue of letters. General Catalogue of the Archives of the Jaffna Diocese. 1st Register. Index / table of contents, image: 8. Extent, format and physcial characteristics of original material: One volume of 350 folios. 21x33 cm size paged hardbound manuscript. Author: Batayron.                                                          View images from this file (214)                                    ","EAP700/1/4/2","214 Tiff images","Correspondence","File","French","Latin","1858-1881","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_4_2/1.jp2/full/!600,300/0/default.jpg"
"49","Catalogue of letters. General Catalogue of the Archives of the Jaffna Diocese. 2nd Register [1851-1893]","        Catalogue of letters. General Catalogue of the Archives of the Jaffna Diocese. 2nd Register. Index / table of contents, images: 7-9. Author: Batayron.                                                          View images from this file (350)                                    ","EAP700/1/4/3","350 Tiff images","Correspondence","File","French","Latin","1851-1893","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_4_3/1.jp2/full/!600,300/0/default.jpg"
"50","Commentaries from Tamil texts [19th Century]","        Commentaries from Tamil texts. Information and review of Tamil books. Extent, format and physcial characteristics of original material: One volume of 725 folios. 21x33 cm size paged hardbound manuscript.                                                          View images from this file (888)                                    ","EAP700/1/5/1","888 Tiff images","Manuscript","File","French, Tamil","Latin, Tamil","19th Century","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_5_1/1.jp2/full/!600,300/0/default.jpg"
"51","Sermons [1860s]","        Sermons copies & drafts. Sermons - Extracts & Lectures. Extent, format and physcial characteristics of original material: One volume of 240 folios. 21x33 cm size paged hardbound manuscript.                                                          View images from this file (725)                                    ","EAP700/1/5/2","725 Tiff images","NA","File","French, English, Tamil","Latin, Tamil","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_5_2/1.jp2/full/!600,300/0/default.jpg"
"52","Sermons [1850-1900]","        Sermons copies & drafts. Sinhala Sermons II. Extent, format and physcial characteristics of original material: 4 files.                                                          View images from this file (240)                                    ","EAP700/1/5/3","240 Tiff images","NA","File","French, Sinhalese","Latin, Sinhala","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_5_3/1.jp2/full/!600,300/0/default.jpg"
"53","""Biography. Mgr Bonjean, First Archbishop of Colombo [1910]""","        Biography. Mgr Bonjean, First Archbishop of Colombo. Mgr Bonjean, Oblat de Marie Immaculée, Premier Archevêque de Colombo 2nd volume. Contains plates. Table of contents, images: 254-255. Extent, format and physcial characteristics of original material: One volume of 234 folios. 13x20 cm Printed book. Author: R.P. Jonquet. Publisher: Imprimerie Générale, Nimes. 1910.                                                          View images from this file (264)                                    ","EAP700/1/6/1","264 Tiff images","Book","File","French","Latin","1910","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_6_1/1.jp2/full/!600,300/0/default.jpg"
"54","Pastoral Letters [1904-1914]","        Pastoral Letters. Collection of printed documents, mostly from Saint Joseph Catholic Press, Jaffna. Extent, format and physcial characteristics of original material: One volume of 146 folios. 21x28 cm Printed book. Author: Joulain. Publisher: Mostly from Saint Joseph Catholic Press, Jaffna.                                                          View images from this file (234)                                    ","EAP700/1/6/2","234 Tiff images","Correspondence","File","French","Latin, Tamil","1904-1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_6_2/1.jp2/full/!600,300/0/default.jpg"
"55","The Oblates and the 1894 Draft Act on Marriage [1896]","        The Oblates and the 1894 Draft Act on Marriage. Extent, format and physcial characteristics of original material: One volume of 138 folios. 21x27 cm Collection of Printed with hand written manuscripts. Publisher: Vatican Press, Rome.                                                          View images from this file (146)                                    ","EAP700/1/6/3","146 Tiff images","Manuscript","File","French, Latin","Latin","1896","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_6_3/1.jp2/full/!600,300/0/default.jpg"
"56","""Report of the Oblates, France [1850-1961]""","        Report of the Oblates, France. Contains hand written notes and letters. Author: De Menodaz. Publisher: Mostly at Marseille - Ve Marius Olive,Imp. De Mgr. L'Evêque et du Clergé, rue Paradis, 68.                                                          View images from this file (138)                                    ","EAP700/1/6/4","138 Tiff images","Report","File","French, Latin","Latin","1850-1961","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_6_4/1.jp2/full/!600,300/0/default.jpg"
"57","Matrimonial register [1889-1898]","        Matrimonial register. Consanguinity & Exemption. Book for matrimonial exemption.                                                          View images from this file (408)                                    ","EAP700/1/7/1","408 Tiff images","NA","File","Latin","Latin","2015","Access is for research purposes only.","https://images.eap.bl.uk/EAP700/EAP700_1_7_1/1.jp2/full/!600,300/0/default.jpg"
