"","Page Title","Description","Reference","Extent","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"1355","Sukhavo Śāntiya Ondanē Bhāga","

        Literature. 1 Printed Book. Original reference number: 9893.

                  
            
              
              View images from this file (136)
            
          
              ","EAP673/4/318","136 TIFF images","File","Kannada","Kannada","1920","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_318/1.jp2/full/!600,300/0/default.jpg"
"1356","Nabhā","

        Literature. 1 Printed Book. Original reference number: 10364.

                  
            
              
              View images from this file (132)
            
          
              ","EAP673/4/319","132 TIFF images","File","Kannada","Kannada","1920","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_319/1.jp2/full/!600,300/0/default.jpg"
"1357","Haḷē Oḍambaḍikegū Hosa Oḍambaḍikegū Iruva Caritre Sambanda","

        Literature. 1 Printed Book. Original reference number: 10502.

                  
            
              
              View images from this file (88)
            
          
              ","EAP673/4/320","88 TIFF images","File","Kannada","Kannada","1903","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_320/1.jp2/full/!600,300/0/default.jpg"
"1358","Brahmadharmaanusaar","

        Literature. 1 Printed Book. Original reference number: 10798.

                  
            
              
              View images from this file (276)
            
          
              ","EAP673/4/321","276 TIFF images","File","Kannada","Kannada","1906","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_321/1.jp2/full/!600,300/0/default.jpg"
"1359","Śrī Gōpālakr̥ṣṇa Gōkhaleyavara Jīvana Caritre Mattu Upan'Yāṣagaḷu","

        Literature. 1 Printed Book. Original reference number: 11506.

                  
            
              
              View images from this file (68)
            
          
              ","EAP673/4/322","68 TIFF images","File","Kannada","Kannada","1918","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_322/1.jp2/full/!600,300/0/default.jpg"
"1360","Karnāṭaka Vāsavadatta","

        Literature. 1 Printed Book. Original reference number: 11528.

                  
            
              
              View images from this file (24)
            
          
              ","EAP673/4/323","24 TIFF images","File","Kannada","Kannada","1913","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_323/1.jp2/full/!600,300/0/default.jpg"
"1361","Vijñāna","

        General. 1 Printed Book. Original reference number: 11577.

                  
            
              
              View images from this file (400)
            
          
              ","EAP673/4/324","400 TIFF images","File","Kannada","Kannada","1919","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_324/1.jp2/full/!600,300/0/default.jpg"
"1362","Abhijñāna Śākuntala Nāṭaka Karnāṭaka Gadyānuvāda Vimarśe Sahita","

        Folk Literature. 1 Printed Book. Original reference number: 11609.

                  
            
              
              View images from this file (206)
            
          
              ","EAP673/4/325","206 TIFF images","File","Kannada","Kannada","1922","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_325/1.jp2/full/!600,300/0/default.jpg"
"1363","Karnāṭaka Naḷōpākhyāna Campu Kāvya","

        Literature. 1 Printed Book. Original reference number: 11631.

                  
            
              
              View images from this file (186)
            
          
              ","EAP673/4/326","186 TIFF images","File","Kannada","Kannada","1897","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_326/1.jp2/full/!600,300/0/default.jpg"
"1364","Śrīśivaparāda Kṣamāpaṇa Stōtraṁ","

        Literature. 1 Printed Book. Original reference number: 11686.

                  
            
              
              View images from this file (32)
            
          
              ","EAP673/4/327","32 TIFF images","File","Kannada","Kannada","1911","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_327/1.jp2/full/!600,300/0/default.jpg"
"1365","Eraḍaneya Bhāgada Pākaśāstravu","

        Literature. 1 Printed Book. Original reference number: 11704.

                  
            
              
              View images from this file (126)
            
          
              ","EAP673/4/328","126 TIFF images","File","Kannada","Kannada","1920","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_328/1.jp2/full/!600,300/0/default.jpg"
"1366","Śrīmatsundara Kāṇḍatatva Saṅgrahavu","

        Literature. 1 Printed Book. Original reference number: 11731.

                  
            
              
              View images from this file (164)
            
          
              ","EAP673/4/329","164 TIFF images","File","Kannada","Kannada","1915","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_329/1.jp2/full/!600,300/0/default.jpg"
"1367","Akbar Cakravartiya Caritre","

        History. 1 Printed Book. Original reference number: 11751.

                  
            
              
              View images from this file (246)
            
          
              ","EAP673/4/330","246 TIFF images","File","Kannada","Kannada","1919","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_330/1.jp2/full/!600,300/0/default.jpg"
"1368","Antarikṣa Havegaḷa Nirīkṣaṇe","

        General. 1 Printed Book. Original reference number: 11779.

                  
            
              
              View images from this file (152)
            
          
              ","EAP673/4/331","152 TIFF images","File","Kannada","Kannada","1917","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_331/1.jp2/full/!600,300/0/default.jpg"
"1369","Karnāṭaka Bālaśikṣe 2Nē Bhāga","

        Literature. 1 Printed Book. Original reference number: 11794.

                  
            
              
              View images from this file (72)
            
          
              ","EAP673/4/332","72 TIFF images","File","Kannada","Kannada","1921","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_332/1.jp2/full/!600,300/0/default.jpg"
"1370","Padārthavijñāna Śāstravu (Aṇu Gatiśāstri)","

        Folk Literature. 1 Printed Book. Original reference number: 11803.

                  
            
              
              View images from this file (214)
            
          
              ","EAP673/4/333","214 TIFF images","File","Kannada","Kannada","1917","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_333/1.jp2/full/!600,300/0/default.jpg"
"1371","Dēvarasēve 1Nē Bhāga","

        General. 1 Printed Book. Original reference number: 11804.

                  
            
              
              View images from this file (112)
            
          
              ","EAP673/4/334","112 TIFF images","File","Kannada","Kannada","1919","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_334/1.jp2/full/!600,300/0/default.jpg"
"1372","Sādhu Carita","

        History. 1 Printed Book. Original reference number: 11805.

                  
            
              
              View images from this file (94)
            
          
              ","EAP673/4/335","94 TIFF images","File","Kannada","Kannada","1915","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_335/1.jp2/full/!600,300/0/default.jpg"
"1373","Glāḍstan Ravara Mahime","

        Literature. 1 Printed Book. Original reference number: 11814.

                  
            
              
              View images from this file (32)
            
          
              ","EAP673/4/336","32 TIFF images","File","Kannada","Kannada","1915","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_336/1.jp2/full/!600,300/0/default.jpg"
"1374","Kelavu Bautika Vijñāna Vaicitryagaḷu","

        Literature. 1 Printed Book. Original reference number: 11828a.

                  
            
              
              View images from this file (50)
            
          
              ","EAP673/4/337","50 TIFF images","File","Kannada","Kannada","1918","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_337/1.jp2/full/!600,300/0/default.jpg"
"1375","Pavanaśāstra","

        Literature. 1 Printed Book. Original reference number: 11828b.

                  
            
              
              View images from this file (34)
            
          
              ","EAP673/4/338","34 TIFF images","File","Kannada","Kannada","1918","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_338/1.jp2/full/!600,300/0/default.jpg"
"1376","Vajra","

        Literature. 1 Printed Book. Original reference number: 11828d.

                  
            
              
              View images from this file (92)
            
          
              ","EAP673/4/339","92 TIFF images","File","Kannada","Kannada","1918","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_339/1.jp2/full/!600,300/0/default.jpg"
"1377","Kempu Mattu Nīla","

        Literature. 1 Printed Book. Original reference number: 11828e.

                  
            
              
              View images from this file (24)
            
          
              ","EAP673/4/340","24 TIFF images","File","Kannada","Kannada","1919","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_340/1.jp2/full/!600,300/0/default.jpg"
"1378","Vyavasāyaśāstrada Kelavu Mukhya Tatvagaḷu","

        Literature. 1 Printed Book. Original reference number: 11828f.

                  
            
              
              View images from this file (22)
            
          
              ","EAP673/4/341","22 TIFF images","File","Kannada","Kannada","1919","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_341/1.jp2/full/!600,300/0/default.jpg"
"1379","Vāsadamane","

        Literature. 1 Printed Book. Original reference number: 11828g.

                  
            
              
              View images from this file (22)
            
          
              ","EAP673/4/342","22 TIFF images","File","Kannada","Kannada","1918","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_342/1.jp2/full/!600,300/0/default.jpg"
"1380","Maḷe","

        Literature. 1 Printed Book. Original reference number: 11828h.

                  
            
              
              View images from this file (38)
            
          
              ","EAP673/4/343","38 TIFF images","File","Kannada","Kannada","1918","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_343/1.jp2/full/!600,300/0/default.jpg"
"1381","Arthasādhana","

        General. 1 Printed Book. Original reference number: 11831.

                  
            
              
              View images from this file (114)
            
          
              ","EAP673/4/344","114 TIFF images","File","Kannada","Kannada","1916","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_344/1.jp2/full/!600,300/0/default.jpg"
"1382","Gaṇitakalānidhi","

        General. 1 Printed Book. Original reference number: 11876.

                  
            
              
              View images from this file (152)
            
          
              ","EAP673/4/345","152 TIFF images","File","Kannada","Kannada","1915","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_345/1.jp2/full/!600,300/0/default.jpg"
"1383","Kannad Adbhut Raamaayan","

        Literature. 1 Printed Book. Original reference number: 11884.

                  
            
              
              View images from this file (80)
            
          
              ","EAP673/4/346","80 TIFF images","File","Kannada","Kannada","1915","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_346/1.jp2/full/!600,300/0/default.jpg"
"1384","Praśnōttara Ratnamālike","

        General. 1 Printed Book. Original reference number: 11888.

                  
            
              
              View images from this file (76)
            
          
              ","EAP673/4/347","76 TIFF images","File","Kannada","Kannada","1818","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_347/1.jp2/full/!600,300/0/default.jpg"
"1385","Jayaparameshvar","

        General. 1 Printed Book. Original reference number: 12108.

                  
            
              
              View images from this file (94)
            
          
              ","EAP673/4/348","94 TIFF images","File","Kannada","Kannada","1873","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_348/1.jp2/full/!600,300/0/default.jpg"
"1386","Raaghavaabhyuday Naatakan Raamaayan Bhaag -1","

        Literature. 1 Printed Book. Original reference number: 12163.

                  
            
              
              View images from this file (120)
            
          
              ","EAP673/4/349","120 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_349/1.jp2/full/!600,300/0/default.jpg"
"1387","Abhīti Stavavembha","

        Literature. 1 Printed Book. Original reference number: 14789.

                  
            
              
              View images from this file (160)
            
          
              ","EAP673/4/350","160 TIFF images","File","Kannada","Kannada","1924","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_350/1.jp2/full/!600,300/0/default.jpg"
"1388","Mādhavakaruṇa Vilāsa","

        Literature. 1 Printed Book. Original reference number: 17456.

                  
            
              
              View images from this file (630)
            
          
              ","EAP673/4/351","630 TIFF images","File","Kannada","Kannada","1923","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_351/1.jp2/full/!600,300/0/default.jpg"
"1389","Khagōḷaśāstra","

        General. 1 Printed Book. Original reference number: 20817.

                  
            
              
              View images from this file (512)
            
          
              ","EAP673/4/352","512 TIFF images","File","Kannada","Kannada","1924","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_352/1.jp2/full/!600,300/0/default.jpg"
"1390","Tatva Saṅgraha Rāmāyaṇaṁ Bālakāṇḍaṁ","

        Literature. 1 Printed Book. Original reference number: 21426a.

                  
            
              
              View images from this file (282)
            
          
              ","EAP673/4/353","282 TIFF images","File","Kannada","Kannada","1912","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_353/1.jp2/full/!600,300/0/default.jpg"
"1391","Tatva Saṅgraha Rāmāyaṇaṁ Ayōdyā Kāṇḍaṁ","

        Literature. 1 Printed Book. Original reference number: 21426b.

                  
            
              
              View images from this file (294)
            
          
              ","EAP673/4/354","294 TIFF images","File","Kannada","Kannada","1912","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_354/1.jp2/full/!600,300/0/default.jpg"
"1392","Tatvasaṅgraha Rāmāyaṇaṁ Araṇya Kāṇḍaṁ","

        Literature. 1 Printed Book. Original reference number: 21426c.

                  
            
              
              View images from this file (418)
            
          
              ","EAP673/4/355","418 TIFF images","File","Kannada","Kannada","1913","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_355/1.jp2/full/!600,300/0/default.jpg"
"1393","Tatvasaṅgraha Rāmāyaṇaṁ Sundara Kāṇḍaṁ","

        Literature. 1 Printed Book. Original reference number: 21426d.

                  
            
              
              View images from this file (166)
            
          
              ","EAP673/4/356","166 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_356/1.jp2/full/!600,300/0/default.jpg"
"1394","Shreevaasisht Raamaayan Shreekrshn Raaj Vigyaan Vaibhav","

        General. 1 Printed Book. Original reference number: 21427.

                  
            
              
              View images from this file (836)
            
          
              ","EAP673/4/357","836 TIFF images","File","Kannada","Kannada","1917","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_357/1.jp2/full/!600,300/0/default.jpg"
"1395","Raghunātha Sinha","

        Literature. 1 Printed Book. Original reference number: 23097.

                  
            
              
              View images from this file (220)
            
          
              ","EAP673/4/358","220 TIFF images","File","Kannada","Kannada","1922","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_358/1.jp2/full/!600,300/0/default.jpg"
"1396","Vimaladēvi","

        Literature. 1 Printed Book. Original reference number: 23098.

                  
            
              
              View images from this file (328)
            
          
              ","EAP673/4/359","328 TIFF images","File","Kannada","Kannada","1923","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_359/1.jp2/full/!600,300/0/default.jpg"
"1397","Kalyāṇi Sāmājika Kādambari","

        Literature. 1 Printed Book. Original reference number: 23606.

                  
            
              
              View images from this file (226)
            
          
              ","EAP673/4/360","226 TIFF images","File","Kannada","Kannada","1917","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_360/1.jp2/full/!600,300/0/default.jpg"
"1398","Sarasvati","

        General. 1 Printed Book. Original reference number: 23728.

                  
            
              
              View images from this file (166)
            
          
              ","EAP673/4/361","166 TIFF images","File","Kannada","Kannada","1913","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_361/1.jp2/full/!600,300/0/default.jpg"
"1399","Bhīmā Mahimādarṣa Bhārata Caritre","

        History. 1 Printed Book. Original reference number: 40128.

                  
            
              
              View images from this file (168)
            
          
              ","EAP673/4/362","168 TIFF images","File","Kannada","Kannada","1923","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_362/1.jp2/full/!600,300/0/default.jpg"
"1400","Manōjavijayaṁ Vēdānta Prakaraṇavu","

        Vedanta. 1 Printed Book. Original reference number: 40176.

                  
            
              
              View images from this file (168)
            
          
              ","EAP673/4/363","168 TIFF images","File","Kannada","Kannada","1910","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_363/1.jp2/full/!600,300/0/default.jpg"
"1401","Navāba Nandini","

        General. 1 Printed Book. Original reference number: 40305.

                  
            
              
              View images from this file (262)
            
          
              ","EAP673/4/364","262 TIFF images","File","Kannada","Kannada","1913","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_364/1.jp2/full/!600,300/0/default.jpg"
"1402","Navīnahindu Dēśa","

        History. 1 Printed Book. Original reference number: 40377.

                  
            
              
              View images from this file (80)
            
          
              ","EAP673/4/365","80 TIFF images","File","Kannada","Kannada","1921","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_365/1.jp2/full/!600,300/0/default.jpg"
"1403","Sacitra Ghaṭaśōdhana","

        Literature. 1 Printed Book. Original reference number: 40567.

                  
            
              
              View images from this file (76)
            
          
              ","EAP673/4/366","76 TIFF images","File","Kannada","Kannada","1911","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_366/1.jp2/full/!600,300/0/default.jpg"
"1404","Shreeraamakatha Prasang Vaalivadan Samarthan","

        Literature. 1 Printed Book. Original reference number: 40650.

                  
            
              
              View images from this file (68)
            
          
              ","EAP673/4/367","68 TIFF images","File","Kannada","Kannada","1917","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_367/1.jp2/full/!600,300/0/default.jpg"
"1405","Aary Darsh Ratnamaala","

        Literature. 1 Printed Book. Original reference number: 41369.

                  
            
              
              View images from this file (36)
            
          
              ","EAP673/4/368","36 TIFF images","File","Kannada","Kannada","1921","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_368/1.jp2/full/!600,300/0/default.jpg"
"1406","Vyāvasāya Bhōdhini","

        Literature. 1 Printed Book. Original reference number: 45911.

                  
            
              
              View images from this file (218)
            
          
              ","EAP673/4/369","218 TIFF images","File","Kannada","Kannada","1915","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_369/1.jp2/full/!600,300/0/default.jpg"
"1407","Bhāmini ṣaṭpadi Naḷacaritre","

        Literature. 1 Printed Book. Original reference number: 70029.

                  
            
              
              View images from this file (80)
            
          
              ","EAP673/4/370","80 TIFF images","File","Kannada","Kannada","1893","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_370/1.jp2/full/!600,300/0/default.jpg"
"1408","Saṭīka Tātparya Sahita Prauḍarāyana Kāvyāvu","

        Literature. 1 Printed Book. Original reference number: 70179.

                  
            
              
              View images from this file (316)
            
          
              ","EAP673/4/371","316 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_371/1.jp2/full/!600,300/0/default.jpg"
"1409","Bhūmiśāstra","

        General. 1 Printed Book. Original reference number: 70385.

                  
            
              
              View images from this file (146)
            
          
              ","EAP673/4/372","146 TIFF images","File","Kannada","Kannada","1917","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_4_372/1.jp2/full/!600,300/0/default.jpg"
"1410","Rājaśēkara Viḷāsaṁ","

        Folk Literature. 1 Printed Book. Original reference number: 1.

                  
            
              
              View images from this file (172)
            
          
              ","EAP673/5/1","172 TIFF images","File","Kannada","Kannada","1911","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_1/1.jp2/full/!600,300/0/default.jpg"
"1411","Kanyāvitantu","

        General. 1 Printed Book. Original reference number: 2.

                  
            
              
              View images from this file (152)
            
          
              ","EAP673/5/2","152 TIFF images","File","Kannada","Kannada","1895","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_2/1.jp2/full/!600,300/0/default.jpg"
"1412","1897 Nēya'Isaviya Lōvar Sekeṇḍari Parīkṣege Gottāda Kannaḍa ṭeksṭ Buk","

        General. 1 Printed Book. Original reference number: 3.

                  
            
              
              View images from this file (88)
            
          
              ","EAP673/5/3","88 TIFF images","File","Kannada","Kannada","1896","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_3/1.jp2/full/!600,300/0/default.jpg"
"1413","Vijñāna Nauke","

        Literature. 1 Printed Book. Original reference number: 4.

                  
            
              
              View images from this file (60)
            
          
              ","EAP673/5/4","60 TIFF images","File","Kannada","Kannada","1922","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_4/1.jp2/full/!600,300/0/default.jpg"
"1414","Mudrāman̄Jūśavu","

        Literature. 1 Printed Book. Original reference number: 5.

                  
            
              
              View images from this file (108)
            
          
              ","EAP673/5/5","108 TIFF images","File","Kannada","Kannada","1912","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_5/1.jp2/full/!600,300/0/default.jpg"
"1415","Utpalakumāri","

        Literature. 1 Printed Book. Original reference number: 6.

                  
            
              
              View images from this file (94)
            
          
              ","EAP673/5/6","94 TIFF images","File","Kannada","Kannada","1908","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_6/1.jp2/full/!600,300/0/default.jpg"
"1416","Rāycūr Vijaya 2 Ne Bhāga","

        Literature. 1 Printed Book. Original reference number: 7.

                  
            
              
              View images from this file (56)
            
          
              ","EAP673/5/7","56 TIFF images","File","Kannada","Kannada","1921","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_7/1.jp2/full/!600,300/0/default.jpg"
"1417","Śrīśaṅkaravijaya Sampuṭa 1","

        Literature. 1 Printed Book. Original reference number: 8.

                  
            
              
              View images from this file (60)
            
          
              ","EAP673/5/8","60 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_8/1.jp2/full/!600,300/0/default.jpg"
"1418","Bhakta Vijaya","

        Literature. 1 Printed Book. Original reference number: 9.

                  
            
              
              View images from this file (86)
            
          
              ","EAP673/5/9","86 TIFF images","File","Kannada","Kannada","1921","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_9/1.jp2/full/!600,300/0/default.jpg"
"1419","Iṅgleṇḍ Dēśada Caritravu","

        History. 1 Printed Book. Original reference number: 10.

                  
            
              
              View images from this file (222)
            
          
              ","EAP673/5/10","222 TIFF images","File","Kannada","Kannada","1866","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_10/1.jp2/full/!600,300/0/default.jpg"
"1420","Hr̥Daya Darvaṇa","

        Literature. 1 Printed Book. Original reference number: 11.

                  
            
              
              View images from this file (172)
            
          
              ","EAP673/5/11","172 TIFF images","File","Kannada","Kannada","1906","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_11/1.jp2/full/!600,300/0/default.jpg"
"1421","Śrī Svāmī Vivēkānanda Sacitre","

        History. 1 Printed Book. Original reference number: 12.

                  
            
              
              View images from this file (108)
            
          
              ","EAP673/5/12","108 TIFF images","File","Kannada","Kannada","1912","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_12/1.jp2/full/!600,300/0/default.jpg"
"1422","Raṅgacārlu Avara Caritre","

        History. 1 Printed Book. Original reference number: 13.

                  
            
              
              View images from this file (212)
            
          
              ","EAP673/5/13","212 TIFF images","File","Kannada","Kannada","1920","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_13/1.jp2/full/!600,300/0/default.jpg"
"1423","Yakṣagāna Naḷacaritre","

        Literature. 1 Printed Book. Original reference number: 14.

                  
            
              
              View images from this file (412)
            
          
              ","EAP673/5/14","412 TIFF images","File","Kannada","Kannada","1909","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_14/1.jp2/full/!600,300/0/default.jpg"
"1424","Saṭīkā Tātparya Śrī Madvēddānta Pan̄Cadaśiyu","

        Literature. 1 Printed Book. Original reference number: 15.

                  
            
              
              View images from this file (156)
            
          
              ","EAP673/5/15","156 TIFF images","File","Kannada","Kannada","1908","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_15/1.jp2/full/!600,300/0/default.jpg"
"1425","Haḷēbīḍu Purātana Caritre","

        History. 1 Printed Book. Original reference number: 16.

                  
            
              
              View images from this file (148)
            
          
              ","EAP673/5/16","148 TIFF images","File","Kannada","Kannada","1909","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_16/1.jp2/full/!600,300/0/default.jpg"
"1426","Kenarīśa Grāmar","

        Literature. 1 Printed Book. Original reference number: 17.

                  
            
              
              View images from this file (348)
            
          
              ","EAP673/5/17","348 TIFF images","File","Kannada","Kannada","1914","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_17/1.jp2/full/!600,300/0/default.jpg"
"1427","Vilēj ḍailāg","

        Literature. 1 Printed Book. Original reference number: 18.

                  
            
              
              View images from this file (242)
            
          
              ","EAP673/5/18","242 TIFF images","File","Kannada","Kannada","1905","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_18/1.jp2/full/!600,300/0/default.jpg"
"1428","Dakṣiṇamūrti Stōtraṁ","

        Literature. 1 Printed Book. Original reference number: 19.

                  
            
              
              View images from this file (68)
            
          
              ","EAP673/5/19","68 TIFF images","File","Kannada","Kannada","1923","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_19/1.jp2/full/!600,300/0/default.jpg"
"1429","Tāmraprabhu Caritre","

        History. 1 Printed Book. Original reference number: 20.

                  
            
              
              View images from this file (268)
            
          
              ","EAP673/5/20","268 TIFF images","File","Kannada","Kannada","1924","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_20/1.jp2/full/!600,300/0/default.jpg"
"1430","Bhūvivaraṇe","

        General. 1 Printed Book. Original reference number: 21.

                  
            
              
              View images from this file (490)
            
          
              ","EAP673/5/21","490 TIFF images","File","Kannada","Kannada","1911","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_21/1.jp2/full/!600,300/0/default.jpg"
"1431","Śrīmadgītārtha Sārathi Tr̥Tīya Skaṭavu","

        Literature. 1 Printed Book. Original reference number: 22.

                  
            
              
              View images from this file (148)
            
          
              ","EAP673/5/22","148 TIFF images","File","Kannada","Kannada","1901","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_22/1.jp2/full/!600,300/0/default.jpg"
"1432","Savyākhyāna Maṇiman̄Jari","

        Literature. 1 Printed Book. Original reference number: 23.

                  
            
              
              View images from this file (198)
            
          
              ","EAP673/5/23","198 TIFF images","File","Kannada","Kannada","1887","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_23/1.jp2/full/!600,300/0/default.jpg"
"1433","Jānakipariṇaya Gītalahari","

        Literature. 1 Printed Book. Original reference number: 24.

                  
            
              
              View images from this file (64)
            
          
              ","EAP673/5/24","64 TIFF images","File","Kannada","Kannada","1907","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_24/1.jp2/full/!600,300/0/default.jpg"
"1434","Śabdādarṣa Emba Hosagannaḍa Vyākaraṇa","

        Literature. 1 Printed Book. Original reference number: 25.

                  
            
              
              View images from this file (70)
            
          
              ","EAP673/5/25","70 TIFF images","File","Kannada","Kannada","1918","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_25/1.jp2/full/!600,300/0/default.jpg"
"1435","Kumāravālmīki Narahariya Vairāṇana Kāḷaga Bhāmini ṣaṭpadi","

        Literature. 1 Printed Book. Original reference number: 26.

                  
            
              
              View images from this file (28)
            
          
              ","EAP673/5/26","28 TIFF images","File","Kannada","Kannada","1921","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_26/1.jp2/full/!600,300/0/default.jpg"
"1436","Suvratara Karmavilāsa","

        Folk Literature. 1 Printed Book. Original reference number: 27.

                  
            
              
              View images from this file (438)
            
          
              ","EAP673/5/27","438 TIFF images","File","Kannada","Kannada","1915","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_27/1.jp2/full/!600,300/0/default.jpg"
"1437","Karnāṭaka Pan̄Catantraṁ Mitrabhēda Emba Prathama Tantraṁ","

        Literature. 1 Printed Book. Original reference number: 28.

                  
            
              
              View images from this file (272)
            
          
              ","EAP673/5/28","272 TIFF images","File","Kannada","Kannada","1919","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_5_28/1.jp2/full/!600,300/0/default.jpg"
