"","Page Title","Description","Reference","Extent","Level","Languages","Scripts","Creation date","Legal","ImgSrc"
"1","Rājaśēkhara Vilāsavu V-1","

        Biography. 1 Printed Book. Original reference number: 5.

                  
            
              
              View images from this file (130)
            
          
              ","EAP673/1/1","130 TIFF images","File","Kannada","Kannada","1890","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_1/1.jp2/full/!600,300/0/default.jpg"
"2","Śrikr̥ṣṇarāja Vāṇivilāsa Mahābhāratada Kannaḍa ṭīku Sakhāparva","

        Literature. 1 Printed Book. Original reference number: 8.

                  
            
              
              View images from this file (174)
            
          
              ","EAP673/1/2","174 TIFF images","File","Kannada","Kannada","1890","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_2/1.jp2/full/!600,300/0/default.jpg"
"3","Śrī Kr̥ṣṇarāja Vāṇivilāsa Mahābhāratada Kannaḍa ṭīku Drōṇa Parva","

        Literature. 1 Printed Book. Original reference number: 12.

                  
            
              
              View images from this file (312)
            
          
              ","EAP673/1/3","312 TIFF images","File","Kannada","Kannada","1890","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_3/1.jp2/full/!600,300/0/default.jpg"
"4","Kr̥ṣṇarājavāṇivilāsa Mahābhāratada Kannaḍa ṭīku Śalyaparva","

        Literature. 1 Printed Book. Original reference number: 13.

                  
            
              
              View images from this file (138)
            
          
              ","EAP673/1/4","138 TIFF images","File","Kannada","Kannada","1891","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_4/1.jp2/full/!600,300/0/default.jpg"
"5","Kannaḍa Bhāratadalli Uttarāṣṭa Parvatagaḷu","

        History. 1 Printed Book. Original reference number: 22.

                  
            
              
              View images from this file (782)
            
          
              ","EAP673/1/5","782 TIFF images","File","Kannada","Kannada","1887","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_5/1.jp2/full/!600,300/0/default.jpg"
"6","Jaimini Bhārata","

        Literature. 1 Printed Book. Original reference number: 26.

                  
            
              
              View images from this file (284)
            
          
              ","EAP673/1/6","284 TIFF images","File","Kannada","Kannada","1886","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_6/1.jp2/full/!600,300/0/default.jpg"
"7","Nāgavarmana Kannaḍa Chandas'Su","

        Literature. 1 Printed Book. Original reference number: 35.

                  
            
              
              View images from this file (254)
            
          
              ","EAP673/1/7","254 TIFF images","File","Kannada","Kannada","1875","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_7/1.jp2/full/!600,300/0/default.jpg"
"8","Jānaki Pariṇaya","

        Literature. 1 Printed Book. Original reference number: 39.

                  
            
              
              View images from this file (192)
            
          
              ","EAP673/1/8","192 TIFF images","File","Kannada","Kannada","1887","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_8/1.jp2/full/!600,300/0/default.jpg"
"9","Hariścandranāṭakaṁ","

        Folk Literature. 1 Printed Book. Original reference number: 41.

                  
            
              
              View images from this file (140)
            
          
              ","EAP673/1/9","140 TIFF images","File","Kannada","Kannada","1889","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_9/1.jp2/full/!600,300/0/default.jpg"
"10","Śrīrāmābyudayā Kathākusuma Man̄Jari Kannaḍa Ānanda Rāmāyaṇa","

        Literature. 1 Printed Book. Original reference number: 55.

                  
            
              
              View images from this file (470)
            
          
              ","EAP673/1/10","470 TIFF images","File","Kannada","Kannada","1887","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_10/1.jp2/full/!600,300/0/default.jpg"
"11","Ārya Mata San̄Jīvini","

        History. 1 Printed Book. Original reference number: 68.

                  
            
              
              View images from this file (96)
            
          
              ","EAP673/1/11","96 TIFF images","File","Kannada","Kannada","1890","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_11/1.jp2/full/!600,300/0/default.jpg"
"12","Yakṣagāna Sāraṅgadharana Kate","

        Folk Literature. 1 Printed Book. Original reference number: 77.

                  
            
              
              View images from this file (50)
            
          
              ","EAP673/1/12","50 TIFF images","File","Kannada","Kannada","1886","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_12/1.jp2/full/!600,300/0/default.jpg"
"13","Sītāvanavāsa","

        Literature. 1 Printed Book. Original reference number: 82.

                  
            
              
              View images from this file (104)
            
          
              ","EAP673/1/13","104 TIFF images","File","Kannada","Kannada","1884","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_13/1.jp2/full/!600,300/0/default.jpg"
"14","Yakṣagāna Nalaceritre","

        Folk Literature. 1 Printed Book. Original reference number: 84.

                  
            
              
              View images from this file (124)
            
          
              ","EAP673/1/14","124 TIFF images","File","Kannada","Kannada","1838","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_14/1.jp2/full/!600,300/0/default.jpg"
"15","Sudhāmacaritre","

        Literature. 1 Printed Book. Original reference number: 87.

                  
            
              
              View images from this file (86)
            
          
              ","EAP673/1/15","86 TIFF images","File","Kannada","Kannada","1884","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_15/1.jp2/full/!600,300/0/default.jpg"
"16","Śrīmaddēvīmāhāthmyavu","

        Minor Literature. 1 Printed Book. Original reference number: 100.

                  
            
              
              View images from this file (116)
            
          
              ","EAP673/1/16","116 TIFF images","File","Kannada","Kannada","1885","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_16/1.jp2/full/!600,300/0/default.jpg"
"17","Karnārjunara Kāḷaga","

        Literature. 1 Printed Book. Original reference number: 110.

                  
            
              
              View images from this file (48)
            
          
              ","EAP673/1/17","48 TIFF images","File","Kannada","Kannada","1889","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_17/1.jp2/full/!600,300/0/default.jpg"
"18","Vivēkacintāmaṇi","

        Literature. 1 Printed Book. Original reference number: 118.

                  
            
              
              View images from this file (368)
            
          
              ","EAP673/1/18","368 TIFF images","File","Kannada","Kannada","1890","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_18/1.jp2/full/!600,300/0/default.jpg"
"19","Pāramārtha Prakāśikeyu","

        Fiction. 1 Printed Book. Original reference number: 119.

                  
            
              
              View images from this file (104)
            
          
              ","EAP673/1/19","104 TIFF images","File","Kannada","Kannada","1874","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_19/1.jp2/full/!600,300/0/default.jpg"
"20","Arcāvatāravilāsavu","

        Poem. 1 Printed Book. Original reference number: 124.

                  
            
              
              View images from this file (274)
            
          
              ","EAP673/1/20","274 TIFF images","File","Kannada","Kannada","1884","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_20/1.jp2/full/!600,300/0/default.jpg"
"21","Bhāganagarada Kate","

        Fiction. 1 Printed Book. Original reference number: 140.

                  
            
              
              View images from this file (22)
            
          
              ","EAP673/1/21","22 TIFF images","File","Kannada","Kannada","1888","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_21/1.jp2/full/!600,300/0/default.jpg"
"22","Bhāvyāmr̥Ta","

        Fiction. 1 Printed Book. Original reference number: 144.

                  
            
              
              View images from this file (20)
            
          
              ","EAP673/1/22","20 TIFF images","File","Kannada","Kannada","1892","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_22/1.jp2/full/!600,300/0/default.jpg"
"23","Caritra Darpaṇa","

        Literature. 1 Printed Book. Original reference number: 148.

                  
            
              
              View images from this file (404)
            
          
              ","EAP673/1/23","404 TIFF images","File","Kannada","Kannada","1882","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_23/1.jp2/full/!600,300/0/default.jpg"
"24","Dunduma Padagaḷu Śāntakavi","

        Poetry. 1 Printed Book. Original reference number: 155.

                  
            
              
              View images from this file (20)
            
          
              ","EAP673/1/24","20 TIFF images","File","Kannada","Kannada","1886","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_24/1.jp2/full/!600,300/0/default.jpg"
"25","Vālisugrīvara Kāḷaga","

        Literature. 1 Printed Book. Original reference number: 157.

                  
            
              
              View images from this file (44)
            
          
              ","EAP673/1/25","44 TIFF images","File","Kannada","Kannada","1887","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_25/1.jp2/full/!600,300/0/default.jpg"
"26","Gajēndra Mōkṣa","

        Literature. 1 Printed Book. Original reference number: 163.

                  
            
              
              View images from this file (60)
            
          
              ","EAP673/1/26","60 TIFF images","File","Kannada","Kannada","1891","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_26/1.jp2/full/!600,300/0/default.jpg"
"27","Śrikr̥ṣṇarājavāṇivilāsamahābhāratada Kannaḍa ṭīku Śāntiparva, Āpaddarma","

        Literature. 1 Printed Book. Original reference number: 169.

                  
            
              
              View images from this file (80)
            
          
              ","EAP673/1/27","80 TIFF images","File","Kannada","Kannada","1892","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_27/1.jp2/full/!600,300/0/default.jpg"
"28","Śrikr̥ṣṇarāja Vāṇivilāsa Mahābhāratada Kannaḍa ṭīku Āśramavāsika Parva","

        Literature. 1 Printed Book. Original reference number: 172.

                  
            
              
              View images from this file (90)
            
          
              ","EAP673/1/28","90 TIFF images","File","Kannada","Kannada","1893","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_28/1.jp2/full/!600,300/0/default.jpg"
"29","Karnataka Naganada Nadakam","

        Folk Literature. 1 Printed Book. Original reference number: 182.

                  
            
              
              View images from this file (96)
            
          
              ","EAP673/1/29","96 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_29/1.jp2/full/!600,300/0/default.jpg"
"30","Nijadīpika Ratnavemba","

        Fiction. 1 Printed Book. Original reference number: 187.

                  
            
              
              View images from this file (174)
            
          
              ","EAP673/1/30","174 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_30/1.jp2/full/!600,300/0/default.jpg"
"31","Karnāṭaka Bhāṣakaraṁ","

        General. 1 Printed Book. Original reference number: 188.

                  
            
              
              View images from this file (244)
            
          
              ","EAP673/1/31","244 TIFF images","File","Kannada","Kannada","1891","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_31/1.jp2/full/!600,300/0/default.jpg"
"32","Kandajinēndra Māla Saṅgraha","

        Literature. 1 Printed Book. Original reference number: 199.

                  
            
              
              View images from this file (22)
            
          
              ","EAP673/1/32","22 TIFF images","File","Kannada","Kannada","1888","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_32/1.jp2/full/!600,300/0/default.jpg"
"33","Paśuvaidya Saṅgraha","

        Vetnary Medicine. 1 Printed Book. Original reference number: 202.

                  
            
              
              View images from this file (118)
            
          
              ","EAP673/1/33","118 TIFF images","File","Kannada","Kannada","1895","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_33/1.jp2/full/!600,300/0/default.jpg"
"34","Kr̥ṣṇagōpivilāsaṁ","

        Minor Literature. 1 Printed Book. Original reference number: 211.

                  
            
              
              View images from this file (52)
            
          
              ","EAP673/1/34","52 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_34/1.jp2/full/!600,300/0/default.jpg"
"35","Mallinata Puranam","

        Puranam. 1 Printed Book. Original reference number: 212.

                  
            
              
              View images from this file (412)
            
          
              ","EAP673/1/35","412 TIFF images","File","Kannada","Kannada","1895","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_35/1.jp2/full/!600,300/0/default.jpg"
"36","Gadāyudaṁ","

        Literature. 1 Printed Book. Original reference number: 213.

                  
            
              
              View images from this file (176)
            
          
              ","EAP673/1/36","176 TIFF images","File","Kannada","Kannada","1895","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_36/1.jp2/full/!600,300/0/default.jpg"
"37","Cittūru Jillā Adālattu Kōrṭu","

        General. 1 Printed Book. Original reference number: 227.

                  
            
              
              View images from this file (88)
            
          
              ","EAP673/1/37","88 TIFF images","File","Kannada","Kannada","1893","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_37/1.jp2/full/!600,300/0/default.jpg"
"38","Prahlāda Caritravu","

        Literature. 1 Printed Book. Original reference number: 239.

                  
            
              
              View images from this file (42)
            
          
              ","EAP673/1/38","42 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_38/1.jp2/full/!600,300/0/default.jpg"
"39","Surada.Sudan'Yarakāḷaga","

        Literature. 1 Printed Book. Original reference number: 241.

                  
            
              
              View images from this file (48)
            
          
              ","EAP673/1/39","48 TIFF images","File","Kannada","Kannada","1875","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_39/1.jp2/full/!600,300/0/default.jpg"
"40","Kāḷīyamardana","

        Literature. 1 Printed Book. Original reference number: 243.

                  
            
              
              View images from this file (34)
            
          
              ","EAP673/1/40","34 TIFF images","File","Kannada","Kannada","1875","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_40/1.jp2/full/!600,300/0/default.jpg"
"41","Karibaṇṭanakate","

        Fiction. 1 Printed Book. Original reference number: 245.

                  
            
              
              View images from this file (92)
            
          
              ","EAP673/1/41","92 TIFF images","File","Kannada","Kannada","1895","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_41/1.jp2/full/!600,300/0/default.jpg"
"42","Karnāṭakakāvyaman̄Jari - Part 6","

        Literature. 1 Printed Book. Original reference number: 247.

                  
            
              
              View images from this file (20)
            
          
              ","EAP673/1/42","20 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_42/1.jp2/full/!600,300/0/default.jpg"
"43","Medālasāpariṇayavu","

        Literature. 1 Printed Book. Original reference number: 278.

                  
            
              
              View images from this file (65)
            
          
              ","EAP673/1/43","65 TIFF images","File","Kannada","Kannada","1876","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_43/1.jp2/full/!600,300/0/default.jpg"
"44","Vyavasāya Candrike Emba Vyavasāyaśāstrada Praśnōtaragaḷu","

        Literature. 1 Printed Book. Original reference number: 290.

                  
            
              
              View images from this file (48)
            
          
              ","EAP673/1/44","48 TIFF images","File","Kannada","Kannada","1888","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_44/1.jp2/full/!600,300/0/default.jpg"
"45","Ajamiḷana Caritreyemba","

        Literature. 1 Printed Book. Original reference number: 295.

                  
            
              
              View images from this file (34)
            
          
              ","EAP673/1/45","34 TIFF images","File","Kannada","Kannada","1876","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_45/1.jp2/full/!600,300/0/default.jpg"
"46","Vaikuṇṭhanaḷa Caritre","

        Literature. 1 Printed Book. Original reference number: 305.

                  
            
              
              View images from this file (62)
            
          
              ","EAP673/1/46","62 TIFF images","File","Kannada","Kannada","1870","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_46/1.jp2/full/!600,300/0/default.jpg"
"47","Saṭīkakaivalya Kalpavallari","

        Literature. 1 Printed Book. Original reference number: 315.

                  
            
              
              View images from this file (232)
            
          
              ","EAP673/1/47","232 TIFF images","File","Kannada","Kannada","1895","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_47/1.jp2/full/!600,300/0/default.jpg"
"48","Śaraṇalīlāmr̥Ta Vemba Granthavu (Bhāga-1)","

        Literature. 1 Printed Book. Original reference number: 316.

                  
            
              
              View images from this file (254)
            
          
              ","EAP673/1/48","254 TIFF images","File","Kannada","Kannada","1896","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_48/1.jp2/full/!600,300/0/default.jpg"
"49","Hariścandra Mahārāyana Caritre","

        History. 1 Printed Book. Original reference number: 317.

                  
            
              
              View images from this file (254)
            
          
              ","EAP673/1/49","254 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_49/1.jp2/full/!600,300/0/default.jpg"
"50","Prabhu Caritreyannu","

        History. 1 Printed Book. Original reference number: 321.

                  
            
              
              View images from this file (210)
            
          
              ","EAP673/1/50","210 TIFF images","File","Kannada","Kannada","1885","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_50/1.jp2/full/!600,300/0/default.jpg"
"51","Gayōvyākhāna","

        General. 1 Printed Book. Original reference number: 329.

                  
            
              
              View images from this file (186)
            
          
              ","EAP673/1/51","186 TIFF images","File","Kannada","Kannada","1884","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_51/1.jp2/full/!600,300/0/default.jpg"
"52","Saṅgīta Sūktiman̄Jari","

        Music. 1 Printed Book. Original reference number: 354.

                  
            
              
              View images from this file (26)
            
          
              ","EAP673/1/52","26 TIFF images","File","Kannada","Kannada","1895","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_52/1.jp2/full/!600,300/0/default.jpg"
"53","Iṅgliṣ Vaidya Prakāśika","

        Medicine. 1 Printed Book. Original reference number: 358.

                  
            
              
              View images from this file (124)
            
          
              ","EAP673/1/53","124 TIFF images","File","Kannada","Kannada","1895","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_53/1.jp2/full/!600,300/0/default.jpg"
"54","Sarvajñamūrtivacanavu","

        General. 1 Printed Book. Original reference number: 375.

                  
            
              
              View images from this file (90)
            
          
              ","EAP673/1/54","90 TIFF images","File","Kannada","Kannada","1890","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_54/1.jp2/full/!600,300/0/default.jpg"
"55","Śiḍubu Hākuva Cikitsāsaṅgrahavu","

        General. 1 Printed Book. Original reference number: 382.

                  
            
              
              View images from this file (41)
            
          
              ","EAP673/1/55","40 TIFF images","File","Kannada","Kannada","1892","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_55/1.jp2/full/!600,300/0/default.jpg"
"56","Kannaḍakaviteya","

        Poetry. 1 Printed Book. Original reference number: 387.

                  
            
              
              View images from this file (67)
            
          
              ","EAP673/1/56","67 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_56/1.jp2/full/!600,300/0/default.jpg"
"57","Garbhiṇi Śiśu Saṅgōpana","

        Medicine. 1 Printed Book. Original reference number: 407.

                  
            
              
              View images from this file (204)
            
          
              ","EAP673/1/57","204 TIFF images","File","Kannada","Kannada","1896","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_57/1.jp2/full/!600,300/0/default.jpg"
"58","Dharmagītāvaḷi","

        Literature. 1 Printed Book. Original reference number: 423.

                  
            
              
              View images from this file (52)
            
          
              ","EAP673/1/58","52 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_58/1.jp2/full/!600,300/0/default.jpg"
"59","Christian Lyrics","

        Chirstian Literature. 1 Printed Book. Original reference number: 429.

                  
            
              
              View images from this file (141)
            
          
              ","EAP673/1/59","141 TIFF images","File","Kannada","Kannada","1890","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_59/1.jp2/full/!600,300/0/default.jpg"
"60","Veṅkaṭaramaṇaprabhugaḷinda","

        Fiction. 1 Printed Book. Original reference number: 441.

                  
            
              
              View images from this file (80)
            
          
              ","EAP673/1/60","80 TIFF images","File","Kannada","Kannada","1895","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_60/1.jp2/full/!600,300/0/default.jpg"
"61","Āṭavīsvara Gītaman̄Jari","

        Literature. 1 Printed Book. Original reference number: 455.

                  
            
              
              View images from this file (54)
            
          
              ","EAP673/1/61","54 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_61/1.jp2/full/!600,300/0/default.jpg"
"62","Vacana Mēghamāla","

        Literature. 1 Printed Book. Original reference number: 463.

                  
            
              
              View images from this file (44)
            
          
              ","EAP673/1/62","44 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_62/1.jp2/full/!600,300/0/default.jpg"
"63","Yakṣagāna Prabandavu","

        Literature. 1 Printed Book. Original reference number: 464.

                  
            
              
              View images from this file (42)
            
          
              ","EAP673/1/63","42 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_63/1.jp2/full/!600,300/0/default.jpg"
"64","Kāntabasavēsvara Dēvaru","

        Biography. 1 Printed Book. Original reference number: 466.

                  
            
              
              View images from this file (168)
            
          
              ","EAP673/1/64","168 TIFF images","File","Kannada","Kannada","1885","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_64/1.jp2/full/!600,300/0/default.jpg"
"65","Śrīmadvālmki Rāmāyaṇa Kathāmr̥Ta","

        Literature. 1 Printed Book. Original reference number: 494.

                  
            
              
              View images from this file (272)
            
          
              ","EAP673/1/65","272 TIFF images","File","Kannada","Kannada","1896","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_65/1.jp2/full/!600,300/0/default.jpg"
"66","Jñānayōga Taraṅgiṇi Vāsiṣṭha Rāmāyaṇavu","

        Literature. 1 Printed Book. Original reference number: 510.

                  
            
              
              View images from this file (430)
            
          
              ","EAP673/1/66","430 TIFF images","File","Kannada","Kannada","1886","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_66/1.jp2/full/!600,300/0/default.jpg"
"67","Śrikr̥ṣṇarājavāṇivilāsa,Śrimadbāgavatada Kannaḍaṭīku Prathama, Dvitīya, Tr̥Tīya Skandagaḷu","

        Literature. 1 Printed Book. Original reference number: 512.

                  
            
              
              View images from this file (204)
            
          
              ","EAP673/1/67","204 TIFF images","File","Kannada","Kannada","1898","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_67/1.jp2/full/!600,300/0/default.jpg"
"68","Śrī Kr̥ṣṇarāja Vāṇivilāsa Śrī Madbāgavatada Kannaḍa ṭīku Caturtha Pan̄Cama Skandagaḷu","

        Literature. 1 Printed Book. Original reference number: 528.

                  
            
              
              View images from this file (192)
            
          
              ","EAP673/1/68","192 TIFF images","File","Kannada","Kannada","1898","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_68/1.jp2/full/!600,300/0/default.jpg"
"69","Śrikr̥ṣṇarājavāṇivilāsa Śrīmadbāgavatadakannaḍaṭīku ṣaṣṭhi, Saptama, Aṣṭama, Navama Skandagaḷu","

        Literature. 1 Printed Book. Original reference number: 529.

                  
            
              
              View images from this file (248)
            
          
              ","EAP673/1/69","248 TIFF images","File","Kannada","Kannada","1899","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_69/1.jp2/full/!600,300/0/default.jpg"
"70","Śrikr̥ṣṇarājavāṇivilāsaśrimadbāgavatada Kannaḍa ṭīku Ēkādaśa, Dvādaśa Skandagaḷu","

        Literature. 1 Printed Book. Original reference number: 531.

                  
            
              
              View images from this file (182)
            
          
              ","EAP673/1/70","182 TIFF images","File","Kannada","Kannada","1897","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_70/1.jp2/full/!600,300/0/default.jpg"
"71","Śricāmarājōkti Vilāsa Emba Kannaḍa Rāmāyaṇa Bālakāṇḍa","

        Literature. 1 Printed Book. Original reference number: 532.

                  
            
              
              View images from this file (122)
            
          
              ","EAP673/1/71","122 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_71/1.jp2/full/!600,300/0/default.jpg"
"72","Śricāmarājōkti Vilāsa Emba Kannaḍa Rāmāyaṇa Ayōdyakāṇḍa","

        Literature. 1 Printed Book. Original reference number: 533.

                  
            
              
              View images from this file (206)
            
          
              ","EAP673/1/72","206 TIFF images","File","Kannada","Kannada","1895","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_72/1.jp2/full/!600,300/0/default.jpg"
"73","Śricāmarājōkti Vilāsa Emba Kannaḍa Rāmāyaṇa Araṇyakāṇḍa","

        Literature. 1 Printed Book. Original reference number: 534.

                  
            
              
              View images from this file (122)
            
          
              ","EAP673/1/73","122 TIFF images","File","Kannada","Kannada","1895","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_73/1.jp2/full/!600,300/0/default.jpg"
"74","Śrīcāmarājōkti Vilāsa Emba Kannaḍa Rāmāyaṇa Sundarakāṇḍa V.1","

        Literature. 1 Printed Book. Original reference number: 536.

                  
            
              
              View images from this file (126)
            
          
              ","EAP673/1/74","126 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_74/1.jp2/full/!600,300/0/default.jpg"
"75","Śricāmarājōkti Vilāsa Emba Kannaḍa Rāmāyaṇa Yuddakāṇḍa","

        Literature. 1 Printed Book. Original reference number: 537.

                  
            
              
              View images from this file (258)
            
          
              ","EAP673/1/75","258 TIFF images","File","Kannada","Kannada","1896","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_75/1.jp2/full/!600,300/0/default.jpg"
"76","Śrikr̥ṣṇarājavāṇivilāsamahābhāratadakannaḍa ṭīku Virāṭaparva","

        Literature. 1 Printed Book. Original reference number: 539.

                  
            
              
              View images from this file (142)
            
          
              ","EAP673/1/76","142 TIFF images","File","Kannada","Kannada","1894","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_76/1.jp2/full/!600,300/0/default.jpg"
"77","Kr̥ṣṇarājavāṇivilāsamahābhāratada Kannaḍa ṭīku Strīparva","

        Literature. 1 Printed Book. Original reference number: 541.

                  
            
              
              View images from this file (40)
            
          
              ","EAP673/1/77","40 TIFF images","File","Kannada","Kannada","1896","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_77/1.jp2/full/!600,300/0/default.jpg"
"78","Kr̥ṣṇarājavāṇivilāsa Mahābhāratada Kannaḍa ṭīku Aśvamēdika Parva","

        Literature. 1 Printed Book. Original reference number: 543.

                  
            
              
              View images from this file (202)
            
          
              ","EAP673/1/78","202 TIFF images","File","Kannada","Kannada","1893","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_78/1.jp2/full/!600,300/0/default.jpg"
"79","Śrikr̥ṣṇarāja Vāṇivilāsa Mahābhāratada Kannaḍa ṭīku Śānti Parva Rājadarma","

        Literature. 1 Printed Book. Original reference number: 545.

                  
            
              
              View images from this file (296)
            
          
              ","EAP673/1/79","296 TIFF images","File","Kannada","Kannada","1892","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_79/1.jp2/full/!600,300/0/default.jpg"
"80","Viduranīti","

        Fiction. 1 Printed Book. Original reference number: 599.

                  
            
              
              View images from this file (24)
            
          
              ","EAP673/1/80","24 TIFF images","File","Kannada","Kannada","1897","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_80/1.jp2/full/!600,300/0/default.jpg"
"81","Narapati Charitram","

        History. 1 Printed Book. Original reference number: 604.

                  
            
              
              View images from this file (164)
            
          
              ","EAP673/1/81","164 TIFF images","File","Kannada","Kannada","1899","Access is for research purposes only.","https://images.eap.bl.uk/EAP673/EAP673_1_81/1.jp2/full/!600,300/0/default.jpg"
