"","Page Title","Description","Reference","Extent","Content Type","Level","Languages","Scripts","Creation date","Legal"
"1","Harischandrudu [1913] This is a dummy file and should be removed.This is a dummy file and should be removed.This is a dummy file and should be removed.This is a dummy file and should be removed.This i...","

        

                  
            
              
              View images from this file (293)
            
          
              ","EAP038/2/1","293 images","Manuscript","File","Telugu","Telugu","1913","Access is for research purposes only"
"2","Parishramika Hindudesamu [1914]","

        

                  
            
              
              View images from this file (106)
            
          
              ","EAP038/2/2","105 images","Manuscript","File","Telugu","Telugu","1914","Access is for research purposes only"
"3","Jivasastrasangrahamu [1909]","

        

                  
            
              
              View images from this file (224)
            
          
              ","EAP038/2/3","224 images","Manuscript","File","Telugu","Telugu","1909","Access is for research purposes only"
"4","Krushisastramu [1903]","

        

                  
            
              
              View images from this file (74)
            
          
              ","EAP038/2/4","74 images","Manuscript","File","Telugu","Telugu","1903","Access is for research purposes only"
"5","Srikrsnakarnamritamu [1895]","

        

                  
            
              
              View images from this file (121)
            
          
              ","EAP038/2/5","118 images","Manuscript","File","Telugu","Telugu","1895","Access is for research purposes only"
"6","Japanudesa Sanghika caritra [1910]","

        

                  
            
              
              View images from this file (73)
            
          
              ","EAP038/2/6","73 images","Manuscript","File","Telugu","Telugu","1910","Access is for research purposes only"
"7","Hindula [1911]","

        

                  
            
              
              View images from this file (209)
            
          
              ","EAP038/2/7","209 images","Manuscript","File","Telugu","Telugu","1911","Access is for research purposes only"
"8","Navabunandini [1915]","

        

                  
            
              
              View images from this file (160)
            
          
              ","EAP038/2/8","160 images","Manuscript","File","Telugu","Telugu","1915","Access is for research purposes only"
"9","Cantibidda [1918]","

        

                  
            
              
              View images from this file (99)
            
          
              ","EAP038/2/9","98 images","Manuscript","File","Telugu","Telugu","1918","Access is for research purposes only"
"10","Radhamadhavasamvadamu [1895]","

        

                  
            
              
              View images from this file (45)
            
          
              ","EAP038/2/10","42 images","Manuscript","File","Telugu","Telugu","1895","Access is for research purposes only"
"11","Cidvilasa Brahmandabhyudayamu [1910]","

        

                  
            
              
              View images from this file (46)
            
          
              ","EAP038/2/11","42 images","Manuscript","File","Telugu","Telugu","1910","Access is for research purposes only"
"12","Tinnadu Gunanidhi [1929]","

        

                  
            
              
              View images from this file (92)
            
          
              ","EAP038/2/12","91 images","Manuscript","File","Telugu","Telugu","1929","Access is for research purposes only"
"13","Svarajyadhvajamu [1921]","

        

                  
            
              
              View images from this file (53)
            
          
              ","EAP038/2/13","50 images","Manuscript","File","Telugu","Telugu","1921","Access is for research purposes only"
"14","Svarnakaravyavaharamu [1918]","

        

                  
            
              
              View images from this file (175)
            
          
              ","EAP038/2/14","174 images","Manuscript","File","Telugu","Telugu","1918","Access is for research purposes only"
"15","Umapatyabhyudayamu anu Kaminenivamsacaritramu [1909]","

        

                  
            
              
              View images from this file (59)
            
          
              ","EAP038/2/15","59 images","Manuscript","File","Telugu","Telugu","1909","Access is for research purposes only"
"16","Anandasamrajyamu [1929]","

        

                  
            
              
              View images from this file (57)
            
          
              ","EAP038/2/16","57 images","Manuscript","File","Telugu","Telugu","1929","Access is for research purposes only"
"17","Ramesvaramahatmyamu [1903]","

        

                  
            
              
              View images from this file (93)
            
          
              ","EAP038/2/17","93 images","Manuscript","File","Telugu","Telugu","1903","Access is for research purposes only"
"18","Sringarabhallanacaritra [1928]","

        

                  
            
              
              View images from this file (53)
            
          
              ","EAP038/2/18","53 images","Manuscript","File","Telugu","Telugu","1928","Access is for research purposes only"
